SA1_CODE_2021,Tot_P_P,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Year12_Total,High_Income_Total,Families_with_children,latitude,longitude,beach_min_km,beach_avg_km,beachs_within_5km,beachs_within_10km,park_min_km,park_avg_km,parks_within_5km,parks_within_10km,school_min_km,school_avg_km,schools_within_5km,schools_within_10km,hospital_min_km,hospital_avg_km,hospitals_within_5km,hospitals_within_10km,beach_score,park_score,school_score,hospital_score,education_score,income_score,age_score,lifestyle_premium_index,school_demand_index,lifestyle_preference_index,value_score
20606151507,673,38,1713,582,2070,2458,542.0,336,0,-41.3036,146.1141,22.075956992838233,108.02606782475316,0,0,106.40742638409918,123.36760718685017,0,0,78.40244437377531,95.05020851074511,0,0,140.09990920958148,144.7294512889972,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9559974818330998,24.7799874091655,60.0,98.67992445499299,1.4465842036874197
11703133345,587,41,1651,610,2015,2395,491.0,250,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,0.9959432048681541,0.9844961240310077,0.9950124791926823,24.779455684955032,59.75659229208925,98.99404467469394,1.5008755714691115
11703132914,711,37,2175,762,3500,3461,549.0,355,0,-37.5488,149.34130000000002,325.2592223192765,401.4775054278286,0,0,55.3851729040675,85.22546741130384,0,0,147.03557476397856,156.57535933609464,0,0,183.03867670665105,198.17586791304075,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9349874032704532,24.674937016352267,60.0,98.04962209811359,1.134479862820794
11703133143,587,37,1900,625,2817,2886,497.0,279,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9349874032704532,24.674937016352267,60.0,98.04962209811359,1.2986808955974878
20607114202,580,37,1787,514,2600,3261,502.0,295,0,-41.6736,147.0771,84.67419821379839,95.12240090824014,0,0,45.07312808264685,54.587224769005466,0,0,63.22012316730845,69.3483810904303,0,0,53.0501971266282,55.22490119666901,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9349874032704532,24.674937016352267,60.0,98.04962209811359,1.3808022952631374
51003127124,794,37,2440,520,5250,3749,496.0,522,0,-35.6805,113.9875,112.42971909374602,185.7913853438403,0,0,112.74291636499194,235.7268313259912,0,0,185.5974292270817,230.56747350617533,0,0,255.74482496600555,269.59402974414905,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9349874032704532,24.674937016352267,60.0,98.04962209811359,1.0112679105062405
12201141924,648,38,1727,755,3424,3031,487.0,308,0,-37.4588,147.3503,105.00079149141762,242.30228552331866,0,0,26.812815438053075,133.02773620983217,0,0,70.52018969658839,115.98194091926514,0,0,146.45488989326347,149.98929208730829,0,0,0.0,0.0,0.0,0.0,0.9878296146044625,1.0,0.9559974818330998,24.658283555210126,59.26977687626774,98.43651674708224,1.4278102811355025
80105105301,705,38,1654,551,2167,2392,623.0,261,0,-39.230900000000005,149.23499999999999,280.85478510005794,327.61817670878116,0,0,52.13211955391002,127.71726849127852,0,0,124.85917950697294,157.9705246180151,0,0,188.27291451632757,190.8069438381636,0,0,0.0,0.0,0.0,0.0,1.0,0.9862850327966607,0.9559974818330998,24.642837737132105,60.0,97.99417609482603,1.4898934544819895
11801165019,742,40,1627,650,3473,2852,498.0,244,0,-37.2188,147.3743,114.61501613001805,252.03972792972255,0,0,10.695409676343331,126.78908800628831,0,0,65.5693994686013,113.67368674455004,0,0,127.94726266282267,141.79365332110842,0,0,0.0,0.0,0.0,0.0,1.0,0.9701848539057841,0.9862071167439163,24.632884122777423,60.0,98.0954561976067,1.5140063996790056
11703133031,771,36,1792,600,2409,3107,668.0,390,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9103839103891423,24.551919551945716,60.0,97.31151731167427,1.3700847964255423
12003139517,887,36,1724,700,3033,3451,612.0,366,0,-37.4788,149.34830000000002,326.2662148512882,403.94418412757204,0,0,55.01995269459362,85.11163537808505,0,0,140.9927297723785,149.47326313154244,0,0,175.6331300000511,190.91050645597812,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9103839103891423,24.551919551945716,60.0,97.31151731167427,1.4241252640339743
80106112903,886,36,1811,500,1954,2338,663.0,494,0,-39.160900000000005,150.242,373.4056592734702,389.0474560194209,0,0,46.371772381085904,91.39041934106108,0,0,12.64342082343415,81.27711307813344,0,0,87.05457967840819,113.0641690173658,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9103839103891423,24.551919551945716,60.0,97.31151731167427,1.3557106323548158
80106113106,765,36,1920,550,2000,2454,523.0,377,0,-39.1509,150.243,374.1086745970715,389.38423588045725,0,0,46.52269975636822,91.1337733449983,0,0,12.426447421446746,80.58286879927722,0,0,86.3709641266706,113.25926903388087,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.9103839103891423,24.551919551945716,60.0,97.31151731167427,1.2787458099971727
11703133305,556,42,1677,450,2563,2037,467.0,253,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,0.947261663286004,1.0,0.9994445987368581,24.46983962654433,56.835699797160245,98.92857122782584,1.4591436867349035
20604111915,635,42,1709,650,3700,3544,467.0,254,0,-41.7036,144.0741,231.17682836464834,286.34587230003893,0,0,62.81903546314108,105.25025362668585,0,0,35.66527060036503,67.29146409802121,0,0,128.79640681967655,175.8253277762953,0,0,0.0,0.0,0.0,0.0,0.947261663286004,1.0,0.9994445987368581,24.46983962654433,56.835699797160245,98.92857122782584,1.4318220963454844
50702116524,700,47,1618,610,2600,3185,510.0,247,0,-35.7905,112.9765,214.41830359661648,283.4313220125461,0,0,225.43091755129677,339.90085764209357,0,0,297.90720995188076,331.2448941951823,0,0,336.67174416645105,341.9702131848644,0,0,0.0,0.0,0.0,0.0,1.0,0.9648181276088252,0.9559974818330998,24.428168685253755,60.0,96.92083083543426,1.5097755676918267
11703164408,557,45,1986,860,4333,4405,468.0,196,0,-37.2288,149.3733,331.34849729528077,403.8505073903102,0,0,28.795790322845384,84.32857390784454,0,0,114.78944275285461,124.78555570996816,0,0,149.5317494985343,165.0929054268865,0,0,0.0,0.0,0.0,0.0,0.949290060851927,1.0,0.9862071167439163,24.423936192238852,56.95740365111563,98.57201471935603,1.2298054477461657
11703133033,728,35,1937,650,2740,3262,591.0,434,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8824969025845953,24.412484512922976,60.0,96.47490707753785,1.2603244456852336
11703133049,781,35,1751,566,2200,2470,611.0,404,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8824969025845953,24.412484512922976,60.0,96.47490707753785,1.3942024279225
12104141425,646,35,1871,544,2513,2855,494.0,341,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8824969025845953,24.412484512922976,60.0,96.47490707753785,1.3047827104715648
12104141735,714,35,1738,650,3000,3021,546.0,353,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8824969025845953,24.412484512922976,60.0,96.47490707753785,1.404630869558284
30503112818,741,36,1652,550,2000,2713,492.0,323,0,-31.3498,151.1371,246.19157957626504,250.2581654031669,0,0,19.495661705619796,142.39069567351459,0,0,150.68030058721692,163.3572404085245,0,0,111.48552753450106,152.1488700405328,0,0,0.0,0.0,0.0,0.0,0.9979716024340771,0.9850924269528921,0.9103839103891423,24.382559845815408,59.87829614604463,96.52557070800042,1.475941879286647
11703133314,516,40,1842,715,2350,2899,464.0,269,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,0.9411764705882353,1.0,0.9862071167439163,24.342800289601936,56.470588235294116,98.4097429140822,1.3215418181108542
11703133036,664,34,1853,650,3000,3228,534.0,334,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8516705072294409,24.258352536147207,60.0,95.55011521688324,1.309139370542213
20607114223,614,34,1760,552,2200,3045,494.0,279,0,-41.6736,147.0771,84.67419821379839,95.12240090824014,0,0,45.07312808264685,54.587224769005466,0,0,63.22012316730845,69.3483810904303,0,0,53.0501971266282,55.22490119666901,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8516705072294409,24.258352536147207,60.0,95.55011521688324,1.3783154850083639
30503112802,806,34,1687,450,2000,2358,664.0,354,0,-31.3498,151.1371,246.19157957626504,250.2581654031669,0,0,19.495661705619796,142.39069567351459,0,0,150.68030058721692,163.3572404085245,0,0,111.48552753450106,152.1488700405328,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8516705072294409,24.258352536147207,60.0,95.55011521688324,1.4379580637905873
80106113103,656,34,1709,481,1874,2396,506.0,347,0,-39.1509,150.243,374.1086745970715,389.38423588045725,0,0,46.52269975636822,91.1337733449983,0,0,12.426447421446746,80.58286879927722,0,0,86.3709641266706,113.25926903388087,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8516705072294409,24.258352536147207,60.0,95.55011521688324,1.4194471934550736
11703132921,529,39,1574,450,2084,1967,512.0,245,0,-37.5488,149.34130000000002,325.2592223192765,401.4775054278286,0,0,55.3851729040675,85.22546741130384,0,0,147.03557476397856,156.57535933609464,0,0,183.03867670665105,198.17586791304075,0,0,0.0,0.0,0.0,0.0,1.0,0.9385807990459153,0.973144963058051,24.25153280574941,60.0,96.12338884403728,1.5407581198061886
11702132820,758,34,1671,640,2700,3034,612.0,371,0,-37.5488,148.34130000000002,214.0901776848344,320.3851123127645,0,0,81.08457373235039,121.4215823113976,0,0,127.68200526660864,157.15852089901742,0,0,192.17496587036766,199.80383082261062,0,0,0.0,0.0,0.0,0.0,1.0,0.9964221824686941,0.8516705072294409,24.222574360834148,60.0,95.37122434031792,1.449585539248004
30805153302,1084,29,1096,370,1733,2406,462.0,285,0,-30.939799999999998,153.1781,32.13475052618383,37.58885068643223,0,0,106.07732726274101,164.10685725392278,0,0,104.21347454608764,176.1052294184481,0,0,103.75513570342252,195.17067433943467,0,0,0.24822298627135542,0.0,0.0,0.0,0.9371196754563894,0.6535480023852117,0.6669768108584744,24.206020558135496,56.22718052738336,71.4290979541426,2.208578518078056
12104141729,639,44,1844,762,2900,3121,455.0,255,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.922920892494929,1.0,0.9950124791926823,24.204271320912703,55.375253549695735,98.30879222567904,1.3125960586178256
12001138640,853,41,1619,650,2600,2426,469.0,356,0,-37.4888,147.34730000000002,104.22278630104728,241.32195593951278,0,0,29.92735230976992,134.08182935039514,0,0,71.82247882784314,116.5852978157646,0,0,145.6136622821765,151.18181913991788,0,0,0.0,0.0,0.0,0.0,0.9513184584178499,0.9654144305307096,0.9950124791926823,24.14239128544901,57.07910750507099,97.14746507067295,1.491191555617604
12201141936,605,35,1668,700,2600,3104,482.0,265,0,-37.4588,147.3503,105.00079149141762,242.30228552331866,0,0,26.812815438053075,133.02773620983217,0,0,70.52018969658839,115.98194091926514,0,0,146.45488989326347,149.98929208730829,0,0,0.0,0.0,0.0,0.0,0.9776876267748479,0.9946332737030411,0.8824969025845953,24.135693517701867,58.66125760649087,95.76032329818686,1.4469840238430376
11703133016,755,35,1664,620,3000,3083,481.0,302,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,0.9756592292089249,0.9922480620155039,0.8824969025845953,24.091557425167267,58.53955375253549,95.60049476249155,1.4478099414163021
11703164705,638,33,1863,600,2400,3197,571.0,377,0,-37.2288,149.3733,331.34849729528077,403.8505073903102,0,0,28.795790322845384,84.32857390784454,0,0,114.78944275285461,124.78555570996816,0,0,149.5317494985343,165.0929054268865,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8182760289835492,24.09138014491775,60.0,94.54828086950648,1.2931497662328368
12101140131,982,33,1720,750,3467,3155,704.0,388,0,-37.4688,147.3493,104.73017527453375,241.9693028406477,0,0,27.844854622270578,133.39977195029186,0,0,70.93934028864349,116.17583331679089,0,0,146.16647520051092,150.38250000184564,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8182760289835492,24.09138014491775,60.0,94.54828086950648,1.4006616363324274
12104141737,841,33,1847,650,2999,3090,630.0,407,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8182760289835492,24.09138014491775,60.0,94.54828086950648,1.304351929881849
12201141933,666,38,1772,795,3467,3336,457.0,286,0,-37.4588,147.3503,105.00079149141762,242.30228552331866,0,0,26.812815438053075,133.02773620983217,0,0,70.52018969658839,115.98194091926514,0,0,146.45488989326347,149.98929208730829,0,0,0.0,0.0,0.0,0.0,0.9269776876267748,1.0,0.9559974818330998,24.049764285433252,55.61866125760648,97.21947820752848,1.3572101741215152
12104141712,736,33,1668,600,2850,2886,549.0,307,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,1.0,0.9946332737030411,0.8182760289835492,24.03771288194816,60.0,94.27994455465853,1.4411098850088824
20607151710,751,36,1587,545,2300,2793,582.0,328,0,-41.3036,147.1141,48.899940362653155,93.0565643845322,0,0,52.51652682645752,82.40558218830914,0,0,98.55534884639209,106.05005247868438,0,0,43.036663074321275,67.64387357490833,0,0,0.0,0.0,0.0,0.0,1.0,0.9463327370304114,0.9103839103891423,24.015246922249826,60.0,94.62815416319484,1.513248073235654
80105112407,653,33,1663,510,2500,2912,508.0,278,0,-39.160900000000005,149.242,286.9058654364759,331.04721583565987,0,0,44.89942235767246,122.4104340320904,0,0,123.72835299134081,156.9126461104842,0,0,190.54606844477016,191.84228781406318,0,0,0.0,0.0,0.0,0.0,1.0,0.9916517590936196,0.8182760289835492,24.007897735853945,60.0,94.13086882418746,1.443649893917856
30805153303,2879,28,984,360,1771,2328,1051.0,603,0,-30.939799999999998,153.1781,32.13475052618383,37.58885068643223,0,0,106.07732726274101,164.10685725392278,0,0,104.21347454608764,176.1052294184481,0,0,103.75513570342252,195.17067433943467,0,0,0.24822298627135542,0.0,0.0,0.0,1.0,0.5867620751341681,0.626740799202993,23.965784472783756,60.0,68.14032773279818,2.4355472025186744
12104141701,661,37,1718,600,2615,2805,458.0,303,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.9290060851926978,1.0,0.9349874032704532,23.964997868279244,55.740365111561864,96.62974380196755,1.3949358479790013
20607114522,709,34,1627,572,2600,3125,501.0,254,0,-41.6736,147.0771,84.67419821379839,95.12240090824014,0,0,45.07312808264685,54.587224769005466,0,0,63.22012316730845,69.3483810904303,0,0,53.0501971266282,55.22490119666901,0,0,0.0,0.0,0.0,0.0,1.0,0.9701848539057841,0.8516705072294409,23.96020107520505,60.0,94.05935791217243,1.472661405974496
30502111404,981,42,1502,620,2968,3555,589.0,270,0,-31.3598,150.1361,355.7380537792954,360.86650751503953,0,0,93.70364970055685,163.87019138922693,0,0,78.59569741017587,114.42794395291769,0,0,113.10616950597996,163.85930025677828,0,0,0.0,0.0,0.0,0.0,1.0,0.8956469886702445,0.9994445987368581,23.953692880386736,60.0,94.76568739561797,1.5947864767234845
30502111409,961,43,1501,550,2400,2674,591.0,320,0,-31.3598,150.1361,355.7380537792954,360.86650751503953,0,0,93.70364970055685,163.87019138922693,0,0,78.59569741017587,114.42794395291769,0,0,113.10616950597996,163.85930025677828,0,0,0.0,0.0,0.0,0.0,1.0,0.8950506857483602,0.9994445987368581,23.947729851167896,60.0,94.73587224952375,1.595451688951892
11801164926,672,38,1561,692,3161,2483,485.0,213,0,-37.2288,147.3733,114.10479016464659,251.57134402723156,0,0,10.528934522914806,126.84599221301178,0,0,65.56444775365061,113.67535332169444,0,0,129.00286432966197,142.08926111632465,0,0,0.0,0.0,0.0,0.0,0.9837728194726166,0.9308288610614192,0.9559974818330998,23.92600421450586,59.02636916835699,94.89682389751628,1.5327356959965317
11802157015,762,34,1620,802,3683,3620,514.0,303,0,-37.2988,148.36630000000002,219.36611835697227,334.4993245400307,0,0,94.37567415626604,118.41027854361967,0,0,100.15152663884817,133.09671609881215,0,0,165.4952303154954,172.6044469846383,0,0,0.0,0.0,0.0,0.0,1.0,0.9660107334525939,0.8516705072294409,23.918459870673146,60.0,93.85065188951292,1.4764481401650091
11703133048,1169,32,1802,670,3000,3052,953.0,646,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.7827045382418681,23.913522691209344,60.0,93.48113614725604,1.3270545333634487
12101140120,590,32,1688,556,2496,2365,505.0,269,0,-37.4688,147.3493,104.73017527453375,241.9693028406477,0,0,27.844854622270578,133.39977195029186,0,0,70.93934028864349,116.17583331679089,0,0,146.16647520051092,150.38250000184564,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.7827045382418681,23.913522691209344,60.0,93.48113614725604,1.4166778845503165
11703164021,705,33,1646,615,3268,3106,498.0,322,0,-37.2288,149.3733,331.34849729528077,403.8505073903102,0,0,28.795790322845384,84.32857390784454,0,0,114.78944275285461,124.78555570996816,0,0,149.5317494985343,165.0929054268865,0,0,0.0,0.0,0.0,0.0,1.0,0.9815146094215862,0.8182760289835492,23.906526239133612,60.0,93.62401134058578,1.4524013511016776
11703133620,584,35,1586,550,2210,2302,625.0,269,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,1.0,0.9457364341085271,0.8824969025845953,23.86984885400825,60.0,93.7617287829642,1.505034606179587
20607113919,721,35,1584,390,1935,2041,595.0,283,0,-41.6836,147.0761,85.71069445415665,95.01333872707453,0,0,43.994268574696555,54.00142983372068,0,0,62.367793284083845,68.42831748707935,0,0,52.03684601874613,54.209182218152655,0,0,0.0,0.0,0.0,0.0,1.0,0.9445438282647585,0.8824969025845953,23.857922795570563,60.0,93.70209849077578,1.506181994669859
12104141723,625,44,2039,830,2650,4504,437.0,265,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.8864097363083164,1.0,0.9950124791926823,23.839159759046577,53.18458417849898,97.5785691019468,1.1691593800415192
11801134705,685,43,1912,800,5000,4650,435.0,163,0,-37.528800000000004,147.3433,103.34563086351751,240.10276736389793,0,0,34.15023400413459,134.70293182085828,0,0,73.76039916743574,116.97681882105148,0,0,144.60535977682636,152.8325319228452,0,0,0.0,0.0,0.0,0.0,0.8823529411764706,1.0,0.9994445987368581,23.820752405448996,52.94117647058824,97.63039678563517,1.2458552513310144
20607114209,776,32,1659,582,2600,3026,638.0,350,0,-41.6736,147.0771,84.67419821379839,95.12240090824014,0,0,45.07312808264685,54.587224769005466,0,0,63.22012316730845,69.3483810904303,0,0,53.0501971266282,55.22490119666901,0,0,0.0,0.0,0.0,0.0,1.0,0.9892665474060823,0.7827045382418681,23.806188165270164,60.0,92.94446351756017,1.4349721618607694
12104141625,579,39,1719,582,4730,2446,440.0,226,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.8924949290060852,1.0,0.973144963058051,23.790674105351105,53.54969574036511,97.04424747186323,1.3839833685486391
30305107503,1104,33,912,500,2000,2466,557.0,149,0,-31.3998,153.1321,33.74948357239367,39.461738231583354,0,0,82.95381839711125,137.41755769315697,0,0,149.93588364137193,171.2909872973581,0,0,95.94935175924476,172.05157306379311,0,0,0.21076523536833291,0.0,0.0,0.0,1.0,0.5438282647584973,0.8182760289835492,23.744967499869382,60.0,71.73969410743135,2.6036148574418183
11703133319,537,37,1927,681,2700,3150,447.0,220,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.97860547974437,197.13538819268314,0,0,0.0,0.0,0.0,0.0,0.9066937119675457,1.0,0.9349874032704532,23.741874136027725,54.401622718052735,96.1834963374645,1.2320640444228192
11801134012,685,32,1646,650,3000,2588,554.0,300,0,-37.528800000000004,147.3433,103.34563086351751,240.10276736389793,0,0,34.15023400413459,134.70293182085828,0,0,73.76039916743574,116.97681882105148,0,0,144.60535977682636,152.8325319228452,0,0,0.0,0.0,0.0,0.0,1.0,0.9815146094215862,0.7827045382418681,23.728668785425207,60.0,92.55686661833535,1.4415959164899883
