SA1_CODE_2021,Tot_P_P,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Year12_Total,High_Income_Total,Families_with_children,latitude,longitude,beach_min_km,beach_avg_km,beachs_within_5km,beachs_within_10km,park_min_km,park_avg_km,parks_within_5km,parks_within_10km,school_min_km,school_avg_km,schools_within_5km,schools_within_10km,hospital_min_km,hospital_avg_km,hospitals_within_5km,hospitals_within_10km,beach_score,park_score,school_score,hospital_score,education_score,income_score,age_score,lifestyle_premium_index,school_demand_index,lifestyle_preference_index,value_score
12302170327,750,40,147,300,3000,2227,405.0,51,0,-37.1688,148.3793,223.4448063762388,342.53865445376977,0,0,79.99718159391004,114.48804532615581,0,0,85.93953015116873,119.10562795375205,0,0,151.80069886420546,158.5647587003408,0,0,0.0,0.0,0.0,0.0,0.821501014198783,0.08765652951699464,0.9862071167439163,14.022611020877356,49.290060851926974,50.39906026214288,9.539191170664868
31802147411,733,19,130,341,0,75,557.0,0,0,-30.9998,150.1721,355.24075719523455,358.9150821247804,0,0,90.64772291703913,161.72198090422071,0,0,90.43516005717495,101.63729760605418,0,0,78.15002448329992,164.45532691094866,0,0,0.0,0.0,0.0,0.0,1.0,0.07751937984496124,0.2931056302245987,12.240721949572606,60.0,32.66913789898602,9.415939961209698
31001127613,892,34,0,0,0,0,251.0,0,0,-31.1998,149.15210000000002,466.5682022652889,470.6198074851465,0,0,141.12889372780822,185.26054339077263,0,0,68.13362911066613,105.15507845544573,0,0,184.15830389704303,236.5060223484537,0,0,0.0,0.0,0.0,0.0,0.5091277890466531,0.0,0.8516705072294409,9.349630426613736,30.547667342799183,35.73267099781629,9.349630426613736
11703163805,381,21,52,0,0,0,339.0,13,0,-37.2388,149.37230000000002,331.1014470219011,403.8203077172437,0,0,29.785002180567393,84.47772017515406,0,0,115.89475277222563,125.74845323175457,0,0,150.56315321593473,166.1389468804967,0,0,0.0,0.0,0.0,0.0,0.6876267748478702,0.031007751937984496,0.3580000251885997,8.976345393801546,41.257606490872206,26.042923849514622,8.976345393801546
80103103102,376,34,0,0,0,0,211.0,0,0,-39.2509,147.233,195.74897834614976,216.3771877210153,0,0,30.671654781390227,120.6257260902358,0,0,9.1538443509147,95.49548711552029,0,0,193.0728916909003,196.67322813880463,0,0,0.0,0.0,0.0,0.0,0.4279918864097363,0.0,0.8516705072294409,8.538271400244568,25.679513184584174,34.10995294507796,8.538271400244568
31002128233,808,32,0,0,0,0,223.0,0,0,-31.189799999999998,150.1531,356.6570763264934,360.29118242911596,0,0,91.99569267321336,164.9672216421086,0,0,90.59348392597697,107.62222587644514,0,0,96.08624015635962,163.80045744728113,0,0,0.0,0.0,0.0,0.0,0.45233265720081134,0.0,0.7827045382418681,8.436849263217455,27.139959432048677,32.52778929127227,8.436849263217455
70203105901,1924,27,181,50,0,767,473.0,51,0,-16.4134,128.95059999999998,1976.825585907067,2017.774807372385,0,0,118.91331620542137,150.72077928159212,0,0,42.08366817968866,96.48634933945499,0,0,148.49835648232906,177.51215252005272,0,0,0.0,0.0,0.0,0.0,0.9594320486815415,0.10793082886106142,0.5863203954586985,13.605230752719525,57.56592292089249,42.17479428044486,7.516702073325704
50102100806,513,37,0,0,0,0,139.0,0,0,-35.950500000000005,112.9605,223.87155407880113,294.13519589724416,0,0,228.77109151082365,342.77836515785987,0,0,300.5000289943771,337.2136191395027,0,0,325.1955091559586,342.33442947978074,0,0,0.0,0.0,0.0,0.0,0.281947261663286,0.0,0.9349874032704532,7.494409632985126,16.916835699797158,33.68856733137931,7.494409632985126
20604112407,1765,19,167,0,0,0,1387.0,34,0,-41.6936,144.0751,230.95987320715628,286.4806793353566,0,0,63.075136179601245,105.31360755550597,0,0,34.55213135122039,66.72771328374547,0,0,129.88438701763445,176.9280440844218,0,0,0.0,0.0,0.0,0.0,1.0,0.09958258795468097,0.2931056302245987,12.461354030669805,60.0,33.77229830447201,7.461888641119644
12502147757,199,46,80,0,0,0,93.0,0,0,-37.3988,148.3563,216.8396151071637,328.63548263488417,0,0,97.81426801112993,120.6622917418772,0,0,111.13935143767547,143.92563540159668,0,0,176.12032941937548,183.45698138935867,0,0,0.0,0.0,0.0,0.0,0.18864097363083165,0.04770423375074538,0.973144963058051,7.229176889106026,11.318458417849898,35.35238005189543,7.229176889106026
30403109615,1889,19,182,400,0,4083,1604.0,17,0,-31.3798,151.13410000000002,245.86249882830833,250.38741321945167,0,0,20.719567307281125,141.16286012942203,0,0,153.5881024356145,162.27472983495787,0,0,114.23915652016763,151.89498932578553,0,0,0.0,0.0,0.0,0.0,1.0,0.10852713178294573,0.2931056302245987,12.55079946895245,60.0,34.21952549588525,6.896043664259588
69999949999,1377,0,0,0,0,0,324.0,51,0,-38.3921,152.27620000000002,151.2969186279571,179.77720508771222,0,0,75.12522016344485,123.81729375058953,0,0,50.4775452972615,73.80088683785604,0,0,157.50385567646103,195.56478893274533,0,0,0.0,0.0,0.0,0.0,0.6572008113590264,0.0,0.018063013419781275,6.662323180689171,39.43204868154158,13.685906629773969,6.662323180689171
40703116537,469,36,0,0,0,0,94.0,0,0,-38.7685,136.7167,116.10134096945652,154.59038515788612,0,0,49.155496517336225,118.61214887657593,0,0,59.796034336134646,76.81010107505216,0,0,29.091905436362165,68.36111266456454,0,0,0.0,0.0,0.0,0.0,0.19066937119675456,0.0,0.9103839103891423,6.458613263913257,11.440162271805274,31.12490473560936,6.458613263913257
40101100153,235,22,49,345,2800,1583,203.0,3,0,-38.9285,134.70069999999998,178.4686429548437,275.85314316187066,0,0,28.090236533668147,67.85083849007762,0,0,210.48529036873686,215.99889721687794,0,0,126.07345326523021,144.84682280231166,0,0,0.0,0.0,0.0,0.0,0.4117647058823529,0.029218843172331546,0.393022314475509,6.374947062924391,24.705882352941174,21.4869057105289,6.374947062924391
21304135905,2282,33,0,0,0,0,99.0,0,0,-41.4636,144.0981,227.43295824994507,290.7224231887597,0,0,73.54838152124852,106.06328175258587,0,0,9.24471348870614,56.165766442759995,0,0,155.02386741110232,202.3485399184127,0,0,0.0,0.0,0.0,0.0,0.20081135902636918,0.0,0.8182760289835492,6.099493735181438,12.04868154158215,28.56450805003386,6.099493735181438
11802156418,1206,21,216,340,0,349,1071.0,19,0,-37.3088,148.36530000000002,219.089130728434,333.9001887598513,0,0,95.48357971166797,118.68720091308299,0,0,101.24846588336894,134.17728329972257,0,0,166.55450163713456,173.6878181035619,0,0,0.0,0.0,0.0,0.0,1.0,0.12880143112701253,0.3580000251885997,13.078014437213122,60.0,37.18007231200862,6.054636313524594
31303137102,1440,33,225,0,0,0,395.0,0,0,-31.0998,151.1621,244.71336350872505,250.21629865704185,0,0,29.052951017664295,155.2210863290299,0,0,127.30190343065814,171.1094384534811,0,0,90.13043925910307,155.11369260304673,0,0,0.0,0.0,0.0,0.0,0.8012170385395537,0.13416815742397137,0.8182760289835492,13.445232104552998,48.07302231237322,47.28102951149612,5.975658713134665
50301103522,1016,20,228,0,0,0,933.0,0,0,-35.920500000000004,111.9635,324.76481289505676,389.60632959605823,0,0,338.7641817262302,444.6615319501454,0,0,410.9613735829347,438.3562462592802,0,0,413.58250814716433,431.79578366615215,0,0,0.0,0.0,0.0,0.0,1.0,0.13595706618962433,0.32465246735834974,12.982832998687993,60.0,36.53742733023171,5.694224999424558
70203106103,2518,27,256,90,0,1449,475.0,71,0,-16.4034,128.95159999999998,1977.7844894721607,2018.6960056074713,0,0,118.74965465380119,150.62889533543427,0,0,42.61763654188323,97.22904668060994,0,0,147.49904431843092,176.7590689421083,0,0,0.0,0.0,0.0,0.0,0.9634888438133874,0.1526535480023852,0.5863203954586985,14.09302589545122,57.809330628803245,44.49206614014797,5.5050882404106325
21305158606,970,33,0,0,0,0,63.0,0,0,-41.2336,145.12109999999998,117.4417367512655,201.48910704284694,0,0,11.655521201587547,77.84185574919044,0,0,84.00896904960521,92.52039270127699,0,0,231.05750502625722,233.16301141291444,0,0,0.0,0.0,0.0,0.0,0.12778904665314403,0.0,0.8182760289835492,5.369270611449187,7.667342799188641,27.10406180256936,5.369270611449187
50703126108,1212,34,225,0,0,0,314.0,0,0,-35.6905,113.9865,113.2627991320842,186.6477003504469,0,0,112.84879592571654,235.99142947668946,0,0,185.66756390032535,230.9281401634555,0,0,256.6584859581737,269.5687550951336,0,0,0.0,0.0,0.0,0.0,0.6369168356997972,0.13416815742397137,0.8516705072294409,11.969202467384891,38.21501014198783,44.996859802077736,5.319645541059952
20703116301,545,56,175,418,2500,1678,233.0,48,0,-41.6536,143.0791,341.1324007467787,375.98722152764594,0,0,69.00431641518985,124.63190564747637,0,0,16.417394721471727,70.09683577440067,0,0,144.75050579876302,193.88906315249952,0,0,0.0,0.0,0.0,0.0,0.4726166328600406,0.10435301132975551,0.6669768108584744,9.104580496190334,28.356997971602432,34.67928754944282,5.202617426394476
20604111708,631,22,257,281,2050,814,485.0,29,0,-41.7036,144.0741,231.17682836464834,286.34587230003893,0,0,62.81903546314108,105.25025362668585,0,0,35.66527060036503,67.29146409802121,0,0,128.79640681967655,175.8253277762953,0,0,0.0,0.0,0.0,0.0,0.9837728194726166,0.15324985092426952,0.393022314475509,13.335338276346409,59.02636916835699,39.128618369931075,5.188847578344906
21205156702,1166,20,254,450,0,524,989.0,16,0,-41.2536,145.1191,117.11681940768628,200.47080906843607,0,0,13.744266327409118,76.68560342267321,0,0,81.97815760287708,90.75362506037258,0,0,229.93387657993688,231.70559756819046,0,0,0.0,0.0,0.0,0.0,1.0,0.15146094215861658,0.32465246735834974,13.137871758377914,60.0,37.31262112868132,5.172390456054297
70203106003,1421,32,227,80,607,715,310.0,41,0,-16.4034,128.95159999999998,1977.7844894721607,2018.6960056074713,0,0,118.74965465380119,150.62889533543427,0,0,42.61763654188323,97.22904668060994,0,0,147.49904431843092,176.7590689421083,0,0,0.0,0.0,0.0,0.0,0.6288032454361054,0.13536076326774002,0.7827045382418681,11.555162778247796,37.72819472616632,42.82523921936515,5.090380078523258
80105104901,2848,19,257,9,0,0,2110.0,12,0,-39.2409,149.234,279.9975100486224,327.13507672741207,0,0,53.17899361382369,128.49103456233723,0,0,125.05983988836122,158.15251402218328,0,0,187.59415628798047,190.678445873312,0,0,0.0,0.0,0.0,0.0,1.0,0.15324985092426952,0.2931056302245987,12.998026660365689,60.0,36.45566145295144,5.057597922321279
30803120912,763,34,200,0,0,350,214.0,0,0,-31.2698,151.1451,246.47213931866105,250.13029451024354,0,0,18.93996947382419,146.23809588097652,0,0,143.02135407564143,166.30702786986535,0,0,104.31403595884386,152.91895317821306,0,0,0.0,0.0,0.0,0.0,0.4340770791075051,0.11926058437686345,0.8516705072294409,9.79172917099089,26.044624746450307,40.194686017876506,4.895864585495445
12501158634,70,39,0,0,0,0,0.0,0,0,-37.2888,147.3673,111.2302110264926,248.8697466694354,0,0,11.920902513055742,127.72871899703489,0,0,65.93368027744897,113.86216014285071,0,0,135.35734302070153,143.94449496719966,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.973144963058051,4.865724815290255,0.0,29.194348891741527,4.865724815290255
11703163819,1042,20,274,317,0,2749,918.0,38,0,-37.2388,149.37230000000002,331.1014470219011,403.8203077172437,0,0,29.785002180567393,84.47772017515406,0,0,115.89475277222563,125.74845323175457,0,0,150.56315321593473,166.1389468804967,0,0,0.0,0.0,0.0,0.0,1.0,0.16338700059630293,0.32465246735834974,13.25713234275478,60.0,37.90892405056564,4.838369468158678
40101100156,229,21,11,375,0,537,146.0,6,0,-38.9285,134.70069999999998,178.4686429548437,275.85314316187066,0,0,28.090236533668147,67.85083849007762,0,0,210.48529036873686,215.99889721687794,0,0,126.07345326523021,144.84682280231166,0,0,0.0,0.0,0.0,0.0,0.2961460446247465,0.00655933214072749,0.3580000251885997,4.8170538935977385,17.768762677484787,16.990888255189294,4.8170538935977385
80105105307,821,20,277,301,0,75,558.0,0,0,-39.230900000000005,149.23499999999999,280.85478510005794,327.61817670878116,0,0,52.13211955391002,127.71726849127852,0,0,124.85917950697294,157.9705246180151,0,0,188.27291451632757,190.8069438381636,0,0,0.0,0.0,0.0,0.0,1.0,0.16517590936195586,0.32465246735834974,13.275021430411307,60.0,37.99836948884829,4.792426509173757
10601110861,1482,38,0,0,0,0,0.0,0,0,-37.7688,147.31930000000003,102.11313034284605,231.86752287185217,0,0,60.24102791788677,135.0868717250557,0,0,89.28916603936752,118.22931511906779,0,0,141.40059843728596,154.4994529637155,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9559974818330998,4.7799874091655,0.0,28.679924454992996,4.7799874091655
50301103524,627,20,281,320,1600,1292,548.0,38,0,-35.920500000000004,111.9635,324.76481289505676,389.60632959605823,0,0,338.7641817262302,444.6615319501454,0,0,410.9613735829347,438.3562462592802,0,0,413.58250814716433,431.79578366615215,0,0,0.0,0.0,0.0,0.0,1.0,0.16756112104949314,0.32465246735834974,13.29887354728668,60.0,38.11763007322515,4.7326952125575374
12504149110,150,49,0,0,0,0,7.0,0,0,-37.3788,150.3583,327.77764336266733,335.51954823535266,0,0,53.885275336230464,80.62245056284777,0,0,151.61091363948728,156.54342414690032,0,0,125.2410302334418,144.28443624627525,0,0,0.0,0.0,0.0,0.0,0.014198782961460446,0.0,0.9103839103891423,4.693907381560317,0.8519269776876268,27.59549297090348,4.693907381560317
12404146808,737,37,0,0,0,0,0.0,0,0,-37.4088,150.3553,327.9908652969298,336.0596755082993,0,0,52.22216140747364,81.73608189260773,0,0,154.261143158476,155.85664631362738,0,0,127.7995503916307,144.08073395236215,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9349874032704532,4.674937016352266,0.0,28.04962209811359,4.674937016352266
30908155908,622,21,295,255,0,495,495.0,0,0,-30.9198,156.1801,301.9866450855638,306.5943881723376,0,0,319.8320415816108,379.5138190434761,0,0,279.90758398840507,367.70546593982164,0,0,248.5588304355559,324.74502884995593,0,0,0.0,0.0,0.0,0.0,1.0,0.1759093619558736,0.3580000251885997,13.549093745501734,60.0,39.535468853451675,4.592913134068385
12501170919,1324,36,0,0,0,0,0.0,0,0,-37.1688,147.3793,117.29262426428754,254.45635916752266,0,0,13.020072289191393,126.8317462731025,0,0,65.87910669035429,113.79195956761703,0,0,122.68569996399859,140.37287525058008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103839103891423,4.551919551945712,0.0,27.311517311674272,4.551919551945712
20604151013,150,36,0,0,0,0,0.0,0,0,-41.3036,144.1141,226.67229493493875,287.37207888369085,0,0,84.75857285259721,105.99869121376032,0,0,9.677945900150913,57.8715334130844,0,0,172.61001887033171,220.08132148422604,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103839103891423,4.551919551945712,0.0,27.311517311674272,4.551919551945712
31105132325,145,85,0,0,0,0,4.0,0,0,-31.1498,153.1571,23.304108266181547,39.166565876465036,0,0,110.48275954088483,153.0732428407636,0,0,124.53818597931168,179.51625529515232,0,0,96.94256859573663,185.68716385053287,0,0,0.21666868247069926,0.0,0.0,0.0,0.008113590263691683,0.0,0.018063013419781275,4.504824619149808,0.486815415821501,0.7041622078672719,4.504824619149808
20302104246,719,20,299,250,1400,1624,493.0,16,0,-41.7736,142.0671,427.23709497316145,454.3599200919318,0,0,72.5160224346601,128.54594926606444,0,0,125.78824433727507,153.998463359811,0,0,176.57411240347506,195.37874784878537,0,0,0.0,0.0,0.0,0.0,1.0,0.17829457364341086,0.32465246735834974,13.406208073225859,60.0,38.654302702921036,4.483681629841425
11103123125,1358,20,302,0,0,0,842.0,0,0,-37.6388,149.3323,324.2373439596542,398.474822500046,0,0,46.14614586456877,83.775016340853,0,0,155.03898180204118,162.72793544920285,0,0,192.60853466943198,203.07356460313298,0,0,0.0,0.0,0.0,0.0,1.0,0.1800834824090638,0.32465246735834974,13.424097160882386,60.0,38.74374814120368,4.445065285060393
11401127847,780,35,0,0,0,0,0.0,0,0,-37.5988,147.33630000000002,102.26365229471416,238.2169256399105,0,0,41.66451548595583,134.87868481361835,0,0,77.65615090356295,116.85030994375664,0,0,143.15993621137468,155.89087161321962,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8824969025845953,4.412484512922977,0.0,26.474907077537857,4.412484512922977
31501139624,81,35,0,0,0,0,0.0,0,0,-31.0798,149.16410000000002,466.81843246252976,469.4966083262598,0,0,128.3168142039308,177.5001954299408,0,0,78.6315789545994,104.29559430699601,0,0,177.50745156656498,237.80664453513913,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8824969025845953,4.412484512922977,0.0,26.474907077537857,4.412484512922977
20604111737,1153,23,323,413,1771,522,937.0,57,0,-41.7036,144.0741,231.17682836464834,286.34587230003893,0,0,62.81903546314108,105.25025362668585,0,0,35.66527060036503,67.29146409802121,0,0,128.79640681967655,175.8253277762953,0,0,0.0,0.0,0.0,0.0,1.0,0.19260584376863446,0.42955735821073915,14.073845228740042,60.0,42.5170129347539,4.357227624996917
21205156717,297,19,174,325,1900,1541,244.0,10,0,-41.2536,145.1191,117.11681940768628,200.47080906843607,0,0,13.744266327409118,76.68560342267321,0,0,81.97815760287708,90.75362506037258,0,0,229.93387657993688,231.70559756819046,0,0,0.0,0.0,0.0,0.0,0.4949290060851927,0.1037567084078712,0.2931056302245987,7.452385296053634,29.69574036511156,23.879584448835374,4.282980055203238
11602163304,1295,34,0,0,0,0,0.0,0,0,-37.2388,148.37230000000002,221.13937544288146,338.1524938351442,0,0,87.73334913304961,116.83368893271332,0,0,93.58010667075307,126.62556208393806,0,0,159.1563260350262,166.11393523666885,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8516705072294409,4.258352536147205,0.0,25.550115216883228,4.258352536147205
89999949999,605,0,0,0,0,0,204.0,62,0,-30.790900000000004,154.079,69.41524937372378,77.59409093821593,0,0,161.40413201252525,211.46291658147985,0,0,73.48819904055918,178.89201667684165,0,0,67.36010983517717,180.85533449997143,0,0,0.0,0.0,0.0,0.0,0.41379310344827586,0.0,0.018063013419781275,4.228246101581664,24.82758620689655,8.817752471558956,4.228246101581664
11001118601,926,20,275,318,0,575,403.0,7,0,-37.6888,147.3273,101.74308286068668,235.64687482211409,0,0,51.46087156382698,134.84445020447214,0,0,83.478878294517,117.29266953492568,0,0,141.91479965999721,156.26977445417924,0,0,0.0,0.0,0.0,0.0,0.8174442190669371,0.16398330351818724,0.32465246735834974,11.437537562642994,49.046653144016226,34.287623577998595,4.159104568233816
31001127607,1305,38,310,124,0,949,303.0,8,0,-31.1998,149.15210000000002,466.5682022652889,470.6198074851465,0,0,141.12889372780822,185.26054339077263,0,0,68.13362911066613,105.15507845544573,0,0,184.15830389704303,236.5060223484537,0,0,0.0,0.0,0.0,0.0,0.6146044624746451,0.18485390578413835,0.9559974818330998,12.774571091753334,36.8762677484787,50.21470899369282,4.1208293844365596
11703164501,109,20,0,500,0,75,123.0,4,0,-37.2288,149.3733,331.34849729528077,403.8505073903102,0,0,28.795790322845384,84.32857390784454,0,0,114.78944275285461,124.78555570996816,0,0,149.5317494985343,165.0929054268865,0,0,0.0,0.0,0.0,0.0,0.24949290060851928,0.0,0.32465246735834974,4.118191342876941,14.969574036511158,14.729432032920878,4.118191342876941
10704114618,979,20,347,560,2523,2134,680.0,31,0,-37.7288,150.32330000000002,332.36744291627946,343.7988188050744,0,0,47.36530043832285,76.51072938604743,0,0,120.47255127800652,141.55504386404206,0,0,129.90063329914872,143.4313279979272,0,0,0.0,0.0,0.0,0.0,1.0,0.20691711389385808,0.32465246735834974,13.69243347573033,60.0,40.0854297154434,3.945946246608164
20604111734,430,22,313,309,3683,1875,420.0,12,0,-41.7036,144.0741,231.17682836464834,286.34587230003893,0,0,62.81903546314108,105.25025362668585,0,0,35.66527060036503,67.29146409802121,0,0,128.79640681967655,175.8253277762953,0,0,0.0,0.0,0.0,0.0,0.8519269776876268,0.18664281454979129,0.393022314475509,12.350809494751728,51.115618661257614,38.16134971550738,3.9459455254797855
10303107031,267,32,0,0,0,0,0.0,0,0,-37.7988,149.3163,323.1864025138768,393.60855421542755,0,0,31.00547469638536,79.86650627659029,0,0,161.17199961525742,169.67154634294184,0,0,205.36047851236694,207.54739592191572,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7827045382418681,3.913522691209341,0.0,23.481136147256045,3.913522691209341
70204106203,419,29,133,125,0,436,49.0,10,0,-16.4034,129.95159999999998,1933.0976943562832,1999.7163296156677,0,0,28.064235174989896,97.82462938740184,0,0,80.0557291388764,139.53642672825654,0,0,109.8646549631623,162.00966642027328,0,0,0.0,0.0,0.0,0.0,0.09939148073022312,0.07930828861061419,0.6669768108584744,5.121881747700745,5.963488843813387,25.962548370889404,3.8510389080456733
11802157028,396,20,249,430,0,991,316.0,3,0,-37.2988,148.36630000000002,219.36611835697227,334.4993245400307,0,0,94.37567415626604,118.41027854361967,0,0,100.15152663884817,133.09671609881215,0,0,165.4952303154954,172.6044469846383,0,0,0.0,0.0,0.0,0.0,0.640973630831643,0.148479427549195,0.32465246735834974,9.517792920600131,38.45841784989858,29.983018014843104,3.822406795421739
11703164015,114,22,8,553,0,0,89.0,0,0,-37.2288,149.3733,331.34849729528077,403.8505073903102,0,0,28.795790322845384,84.32857390784454,0,0,114.78944275285461,124.78555570996816,0,0,149.5317494985343,165.0929054268865,0,0,0.0,0.0,0.0,0.0,0.18052738336713997,0.004770423375074538,0.393022314475509,3.8180896397996906,10.831643002028397,15.639738270361796,3.8180896397996906
40303106604,600,21,274,250,1795,850,340.0,14,0,-38.8685,136.70669999999998,123.8144062161598,164.54606088483357,0,0,60.24349821120214,124.48189244406288,0,0,55.89248664555039,70.8302215349007,0,0,21.850179090663875,69.24485292537679,0,0,0.0,0.0,0.0,0.0,0.6896551724137931,0.16338700059630293,0.3580000251885997,10.32042185604396,41.37931034482759,32.702454233749,3.766577319724073
70204106307,2199,25,352,200,997,1913,419.0,51,0,-16.4034,129.95159999999998,1933.0976943562832,1999.7163296156677,0,0,28.064235174989896,97.82462938740184,0,0,80.0557291388764,139.53642672825654,0,0,109.8646549631623,162.00966642027328,0,0,0.0,0.0,0.0,0.0,0.8498985801217038,0.20989862850327967,0.5063356166481006,13.12965016949034,50.99391480730223,42.68297152704108,3.7300142526961193
31905152502,1184,57,426,260,894,757,252.0,30,0,-30.9498,153.1771,32.416220101391716,37.733678832651385,0,0,107.07312175694666,163.6124261250696,0,0,105.15164360366154,176.41467618853383,0,0,103.32010618872903,194.9992388954441,0,0,0.2453264233469723,0.0,0.0,0.0,0.5111561866125761,0.25402504472271914,0.626740799202993,15.692044776307362,30.669371196754565,41.726599944477265,3.6835785859876435
20701151917,485,21,376,350,2000,1204,476.0,36,0,-41.3036,141.1141,453.7067102055319,503.281999773853,0,0,71.7529436937469,110.89336621356942,0,0,70.19874074958139,96.9121235880183,0,0,155.71592390234716,174.59778511449963,0,0,0.0,0.0,0.0,0.0,0.9655172413793104,0.22420989862850327,0.3580000251885997,13.687271526021135,57.931034482758626,41.26084051466936,3.640231788835408
70204106305,1097,27,233,45,0,1410,202.0,11,0,-16.4034,129.95159999999998,1933.0976943562832,1999.7163296156677,0,0,28.064235174989896,97.82462938740184,0,0,80.0557291388764,139.53642672825654,0,0,109.8646549631623,162.00966642027328,0,0,0.0,0.0,0.0,0.0,0.40973630831643004,0.13893858079904592,0.5863203954586985,8.418350868448252,24.5841784989858,32.73126707004185,3.613026123797533
