SA1_CODE_2021,state,rank_2021,acceleration_score,risk_2016,risk_2021,risk_pct_change,income_pct_change,edu_pct_change,young_prof_pct_change
12404146606,NSW,246,89.48011544561416,71.03613184739653,83.10015869466255,16.98294450095141,34.479186809277465,23.082645554253943,23.38709494858029
11802157028,NSW,264,89.0985158148295,71.63983655342574,82.579429737247,15.270265413940475,34.474666351341575,23.078508185973657,23.37879988357805
20201102108,VIC,397,89.05261752243486,68.79675816955266,79.45755087861752,15.49606840890798,34.44126047922178,23.047933319965708,23.317508569950185
11703163805,NSW,154,89.03290403678139,76.00245032430038,87.10077015377357,14.602581603773235,34.502288999372624,23.103789931629205,23.42949194748074
20604111708,VIC,18,88.95323472787238,84.70105105266263,96.37613687260264,13.783873605867125,34.53643279633742,23.13504018647834,23.492165771942307
20604111748,VIC,10,88.93810911756115,85.77630239128617,97.51670948550084,13.687238511003198,34.538440985132745,23.136878189782518,23.495852467498878
50705118833,WA,1055,88.92055320529747,61.68518607032412,72.20576445440763,17.055275430456728,34.275867053361054,22.89655628612708,23.014277860423004
50603112412,WA,184,88.85609608950072,75.41279935780474,85.88048157835362,13.88051141144324,34.49475611253736,23.096895425034212,23.415666839143647
20701151917,VIC,56,88.75900797586834,82.69091397060845,93.4467655672247,13.0072955783743,34.52689349017519,23.12630929609256,23.47465396804862
40101100201,SA,480,88.72506993460641,68.41766176664713,78.16646306978274,14.248954219432331,34.420408998580655,23.0288489139552,23.279259103550885
21205156725,VIC,159,88.47952503872989,77.52453247953918,86.86568567560967,12.049286719060026,34.50103354753122,23.102640874011637,23.427187762757896
40101100219,SA,377,88.41098335431667,71.03541964534135,79.87962957959371,12.45042258975715,34.44628444887768,23.0525315294813,23.32672530884161
50301103522,WA,247,88.37774717358921,74.24529864370808,83.05601952543462,11.867042146342289,34.4789356767119,23.082415704109206,23.38663411163573
30303106522,QLD,104,88.32634580843028,81.00171576578236,90.03864501533913,11.156466457682424,34.51484287333193,23.115279917964827,23.45253379470924
60105102908,TAS,163,88.17625041516882,78.36747808171752,86.7168529581077,10.654132403857485,34.500029177620625,23.10172162019517,23.42534441497961
60401108201,TAS,683,88.11362920541494,67.62725378628416,75.79640381111537,12.079671386106238,34.36939716412382,22.98216011631673,23.185709203803096
21205156717,VIC,532,88.10916320851021,69.54020352971463,77.57935781109774,11.560441116552035,34.407343772178756,23.016890910129707,23.2552955824332
30203103909,QLD,453,88.09480055350646,70.58089067378582,78.50922349685524,11.232973609971818,34.42719236529332,23.03505741908203,23.291701701054258
40101100161,SA,46,88.01975470575286,85.74168777945295,93.9225941065631,9.541340436583546,34.529403899482936,23.12860695884884,23.479262337494333
11703163806,NSW,28,87.931598055003,87.41318093334674,95.3438009870314,9.072567739791815,34.533922518189186,23.13274264376639,23.487557402496616
30501110519,QLD,241,87.8755766754644,75.9855364391744,83.21575108779513,9.515251174686966,34.480442465070674,23.08379479853928,23.389399133303137
31802147411,QLD,561,87.6198649320999,70.61619857467738,77.24279275767637,9.383957670832842,34.40005684424432,23.010221518460906,23.241931311040666
31802146811,QLD,10133,87.61171040137391,37.94782405351142,53.54381154710046,41.09850270096291,31.97288638124465,20.788743467579863,18.83080007761464
80101100224,ACT,168,87.60657009637052,80.10413294122131,86.53259953650048,8.025137229805912,34.49877370468533,23.100572543271337,23.423040230256763
20604111734,VIC,3,87.58095816977773,91.51350476682069,98.25052365839976,7.361775629449663,34.54019812573988,23.138486420168714,23.499078326110844
11901157228,NSW,308,87.47813901940616,75.49563244246283,81.45279073405952,7.89073234949953,34.46361570327561,23.06839403350651,23.358523058016935
30501110532,QLD,22,87.41967208425432,89.71632889085045,95.70532306396848,6.675478418654746,34.53542869069881,23.134121174537903,23.490322424164024
30501111035,QLD,34,87.31321573552837,89.16812873534397,94.71501611157036,6.220706271284282,34.53241632881703,23.13136409756138,23.484792380829166
20604150418,VIC,8,87.28350156683894,92.42181049507619,97.96428768669487,5.996936396213504,34.53894302764795,23.137337686321867,23.496774141388
11202124801,NSW,1378,87.2805686319749,63.44165688851743,70.10711544355446,10.506438327658874,34.19460389537585,22.8221798364457,22.86542752732681
60201103607,TAS,54,87.23318045559279,88.33127284925918,93.55608949580376,5.915024744929176,34.52739557578446,23.126768832073942,23.475575641937763
50302103919,WA,461,87.19461208318869,73.25546281911728,78.44126421242083,7.0790644052148854,34.42518251454578,23.033217894669033,23.288015005497687
40101100146,SA,19,87.16054302517075,91.20092535463019,96.1825306798888,5.4622311186952155,34.536181770630336,23.134810434136256,23.491704934997728
20604111737,VIC,2,86.9856074775491,94.17115700164666,98.49716666290418,4.5937735066607255,34.54044914395327,23.138716165652152,23.499539163055427
20604150414,VIC,5,86.91288460069464,94.06742861691855,98.0803067415578,4.265959199311542,34.53969608790815,23.138026927915934,23.498156652221702
30909154032,QLD,725,86.87208812549572,70.74986027114694,75.31523674481974,6.45284168219713,34.358840573407214,22.97249815193205,23.166354052131165
21205156704,VIC,1323,86.83111972626378,65.07500133146894,70.43560175606484,8.237572516196966,34.208444751140334,22.834847738331842,22.890773559278177
20703116520,VIC,317,86.79870667871684,77.42654951095048,81.11613509347784,4.7652718684119355,34.46135523156173,23.066325127192112,23.354375525515803
20302104246,VIC,1105,86.77586228301334,66.95494418029413,71.81644439866527,7.260853216874086,34.263290834708336,22.88504584871611,22.99123601319448
60105102722,TAS,11,86.76262576168705,93.98446383271947,97.35660718504066,3.5879795604550013,34.53818996317259,23.136648440869845,23.495391630554295
20604112410,VIC,74,86.73838614260853,88.4337379017712,91.69099766577376,3.6832772664439517,34.52237463536327,23.12217339507827,23.46635890304636
20902152614,VIC,76,86.72472409477062,88.40092911484017,91.60672883550886,3.626432157182524,34.521872531013955,23.12171384194499,23.46543722915724
40101100139,SA,30,86.72180615789031,91.86441494641181,95.04394136981318,3.4611077915818855,34.53342045693877,23.13228313007958,23.486635728607453
20604111742,VIC,66,86.69512174502528,89.20995686240376,92.2930254644058,3.4559691658155645,34.5243830340197,23.124011590458736,23.47004559860293
11703163819,NSW,789,86.55986696961791,71.04682359801303,74.75138592482172,5.214254683318864,34.34275274482521,22.957773698653593,23.136860487678668
40101100159,SA,16,86.51404028263514,94.54782785180532,96.86433404337517,2.4500892767211457,34.53693484634643,23.135499689876426,23.493087445831428
10704114618,NSW,990,86.35525295472856,69.38029029179947,72.79921590659661,4.9278052893953594,34.29221437688872,22.911518243254104,23.044232261820063
20604150408,VIC,13,86.32865248733249,95.69597852325137,97.2072891934625,1.579283365438311,34.53768791784724,23.136188941758483,23.494469956665153
31701144804,QLD,98,86.31140970852607,88.67171710375136,90.24977537062551,1.7796635933278848,34.516349259475334,23.116658644265577,23.45529881637669
30403109602,QLD,125,86.30776219886047,87.13259767480857,88.74613231302918,1.851815142987645,34.50957038897744,23.11045425431835,23.442856218873274
30601114248,QLD,974,86.27559005524535,69.8043105306125,72.94901208101719,4.505024870957786,34.29623802825412,22.91520090721566,23.051605652933183
11703163916,NSW,4,86.24535661613844,97.06122244198217,98.18982951318374,1.1627785461657325,34.53994710705819,23.138256674256663,23.498617489166286
21401137109,VIC,528,86.18010967225402,75.64838769412725,77.60696616639159,2.5890551430964415,34.40834883468342,23.01781079784586,23.257138930211507
30504113729,QLD,47,86.1674550020451,93.04218131856442,93.91946588038968,0.9428890739583418,34.52915286066025,23.128377194502626,23.47880150054977
20604111736,VIC,7,86.1035832836002,97.46424462001751,97.96550928138984,0.5143062087297867,34.53919404820303,23.137567433948547,23.497234978332582
20604150401,VIC,12,86.09315670096089,96.7751016977742,97.24192878828713,0.48238346674209787,34.537938940744105,23.136418691528515,23.494930793609736
30501110522,QLD,26,86.08458495797291,94.96007918817179,95.4242139803019,0.48876832885784705,34.53442457756597,23.133202155738374,23.488479076385737
30403109611,QLD,491,86.07269929518985,76.55052525014065,78.05713575158892,1.9681256222934929,34.417645306593194,23.0263194331531,23.27418989716059
11901157225,NSW,843,86.02191833939892,72.00718026149718,74.09137217634812,2.8944223441080386,34.329177140774235,22.945348569522196,23.111975292671882
30501111013,QLD,85,86.00373055135418,90.55494601512648,90.83382078993908,0.3079619469554151,34.519613038249595,23.119645831618296,23.461289696656106
30403109603,QLD,426,85.98862243704527,77.83117248910001,78.89211833074646,1.3631374264534202,34.433975389725944,23.041265610935625,23.30414429855765
20703116351,VIC,41,85.93122840243463,94.52362740881689,94.35924919553524,-0.17390171937722299,34.530659086569784,23.12975577414864,23.48156652221718
12102157701,NSW,1,85.87834795981922,99.77578750614276,99.22558164722548,-0.551442261363666,34.54070016169828,23.13894591070691,23.499999999999986
20904121601,VIC,728,85.85067473933935,74.00782653668118,75.28037952337891,1.719484338682764,34.358086499474474,22.97180798256988,23.16497154129744
21103126605,VIC,117,85.80295439704312,89.80165955568626,89.33575069172294,-0.5188198818023015,34.5115789788147,23.112292624677867,23.44654291442985
11802156423,NSW,107,85.80260542374177,90.39444628224314,89.89417020459305,-0.553436741111335,34.51408967393412,23.11459054902445,23.45115128387556
30503112618,QLD,880,85.77947969737886,72.39228975994833,73.76105294577829,1.890758242858137,34.3198745458555,22.93683433010505,23.094924325722776
20604150426,VIC,32,85.71907174443683,96.07409164238653,94.93194941777872,-1.188813971678404,34.53291839381476,23.131823614677938,23.485714054718308
20604150411,VIC,27,85.71276178044381,96.54015211204515,95.34825473899176,-1.234613108616267,34.53417354811179,23.132972399966746,23.48801823944118
40101100160,SA,23,85.69542931456486,96.88773141189637,95.60077228602935,-1.3282993699127887,34.535177663118176,23.133891420481056,23.48986158721944
