SA1_CODE_2021,Median_rent_weekly,Median_tot_hhd_inc_weekly,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,rent_to_income_ratio,rental_stress,severe_rental_stress,stress_category,low_income_households,total_households,low_income_pct,high_low_income_concentration,public_housing_dwellings,total_rental_dwellings,total_dwellings,public_housing_rate,estimated_demand,public_housing_gap,supply_demand_ratio,critical_housing_gap,unemployment_rate,labour_force_participation,norm_rent_income_ratio,norm_low_income_pct,norm_public_housing_gap,norm_unemployment,norm_public_housing_rate,rental_stress_score,displacement_risk_score,stress_risk_category,displacement_risk_category,investment_priority_score,investment_priority
31905152502,260,757,426,57,2.0,0.34346103038309117,1,0,Moderate Stress (30-50%),462,512,90.234375,1,0,69,35,0.0,462,462,0.0,1,14.8,31.1,0.0,0.0,0.8506876227897839,0.14800000000000002,1.0,28.493752455795686,22.96,Moderate (25-50),Low (0-25),38.3981296660118,Moderate Priority
30903123708,340,612,478,73,1.3,0.5555555555555556,1,1,Severe Stress (50%+),451,335,134.62686567164178,1,0,135,68,0.0,451,451,0.0,1,14.1,16.7,0.0,0.0,0.8434839554682384,0.141,1.0,28.279679109364768,22.82,Moderate (25-50),Low (0-25),38.02639030779306,Moderate Priority
11101121103,200,588,521,70,1.3,0.3401360544217687,1,0,Moderate Stress (30-50%),458,339,135.1032448377581,1,0,65,32,0.0,458,458,0.0,1,11.1,18.5,0.0,0.0,0.8480681074001309,0.111,1.0,28.07136214800262,22.220000000000002,Moderate (25-50),Low (0-25),37.780588081204975,Moderate Priority
20604111737,413,522,323,23,1.7,0.7911877394636015,1,1,Severe Stress (50%+),365,675,54.074074074074076,1,0,994,496,0.0,365,365,0.0,1,23.2,48.6,0.0,0.0,0.7871643745907008,0.23199999999999998,1.0,28.063287491814016,24.64,Moderate (25-50),Low (0-25),37.16024623444663,Moderate Priority
70204106204,100,900,210,27,4.5,0.1111111111111111,0,0,Affordable (<30%),0,14,0.0,0,0,5,5,0.0,0,0,0.0,0,69.2,28.9,0.0,0.0,0.5481335952848723,0.6920000000000001,1.0,27.88267190569745,33.84,Moderate (25-50),Moderate (25-50),34.51707662082515,Moderate Priority
50502109726,194,542,493,80,1.1,0.35793357933579334,1,0,Moderate Stress (30-50%),412,301,136.87707641196013,1,3,205,103,2.912621359223301,412,409,0.007281553398058253,1,16.0,6.7,0.0,0.0,0.8159790438768828,0.16,0.9902912621359223,27.82249349889688,23.005825242718448,Moderate (25-50),Low (0-25),37.208368715865234,Moderate Priority
10202105406,253,600,477,74,1.4,0.4216666666666667,1,0,Moderate Stress (30-50%),428,319,134.1692789968652,1,5,95,43,11.627906976744185,428,423,0.011682242990654205,1,16.7,14.5,0.0,0.0,0.825147347740668,0.16699999999999998,0.9612403100775194,27.78535005558855,22.56480620155039,Moderate (25-50),Low (0-25),37.538560454455464,Moderate Priority
40702117424,300,687,462,76,1.6,0.4366812227074236,1,0,Moderate Stress (30-50%),491,429,114.45221445221445,1,0,32,19,0.0,491,491,0.0,1,2.6,16.0,0.0,0.0,0.8696791093647676,0.026000000000000002,1.0,27.653582187295356,20.520000000000003,Moderate (25-50),Low (0-25),37.411806155861164,Moderate Priority
11501129147,0,4750,612,43,4.3,0.0,0,0,No Data,0,4,0.0,0,0,0,0,0.0,0,0,0.0,0,66.7,69.2,0.0,0.0,0.5481335952848723,0.667,1.0,27.63267190569745,33.34,Moderate (25-50),Moderate (25-50),34.16707662082515,Moderate Priority
60403109706,0,649,262,34,1.5,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,66.7,100.0,0.0,0.0,0.5481335952848723,0.667,1.0,27.63267190569745,33.34,Moderate (25-50),Moderate (25-50),34.16707662082515,Moderate Priority
80105105114,250,2750,900,22,3.0,0.09090909090909091,0,0,Affordable (<30%),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,66.7,100.0,0.0,0.0,0.5481335952848723,0.667,1.0,27.63267190569745,33.34,Moderate (25-50),Moderate (25-50),34.16707662082515,Moderate Priority
80110114601,0,900,75,27,6.0,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,66.7,75.0,0.0,0.0,0.5481335952848723,0.667,1.0,27.63267190569745,33.34,Moderate (25-50),Moderate (25-50),34.16707662082515,Moderate Priority
10801115218,280,703,509,61,1.6,0.39829302987197723,1,0,Moderate Stress (30-50%),495,478,103.55648535564855,1,24,437,218,11.009174311926607,495,471,0.048484848484848485,1,8.3,30.7,0.0,0.0,0.8565815324165029,0.083,0.963302752293578,27.59465817126584,20.92605504587156,Moderate (25-50),Low (0-25),37.56530924100142,Moderate Priority
51002126714,100,1312,256,24,4.7,0.07621951219512195,0,0,Affordable (<30%),0,17,0.0,0,0,34,17,0.0,0,0,0.0,0,65.0,28.2,0.0,0.0,0.5481335952848723,0.65,1.0,27.462671905697444,33.0,Moderate (25-50),Moderate (25-50),33.92907662082514,Moderate Priority
31304137328,355,728,526,61,1.9,0.4876373626373626,1,0,Moderate Stress (30-50%),382,374,102.1390374331551,1,0,236,118,0.0,382,382,0.0,1,13.7,28.7,0.0,0.0,0.7982973149967256,0.13699999999999998,1.0,27.33594629993451,22.740000000000002,Moderate (25-50),Low (0-25),36.25329796987557,Moderate Priority
31301136205,355,691,486,68,1.6,0.5137481910274964,1,1,Severe Stress (50%+),405,374,108.28877005347594,1,0,152,76,0.0,405,405,0.0,1,8.9,23.6,0.0,0.0,0.8133595284872298,0.08900000000000001,1.0,27.157190569744593,21.78,Moderate (25-50),Low (0-25),36.153662082514735,Moderate Priority
10201102928,310,721,556,68,1.7,0.42995839112343964,1,0,Moderate Stress (30-50%),435,405,107.40740740740742,1,0,74,38,0.0,435,435,0.0,1,3.3,27.0,0.0,0.0,0.8330058939096268,0.033,1.0,26.99011787819254,20.66,Moderate (25-50),Low (0-25),36.11622396856582,Moderate Priority
31901149302,375,1105,554,67,2.1,0.3393665158371041,1,0,Moderate Stress (30-50%),425,685,62.04379562043796,1,0,209,108,0.0,425,425,0.0,1,4.5,31.4,0.0,0.0,0.8264571054354944,0.045,1.0,26.97914210870989,20.900000000000002,Moderate (25-50),Low (0-25),36.03537000654879,Moderate Priority
31901150022,215,599,449,80,1.4,0.3589315525876461,1,0,Moderate Stress (30-50%),350,268,130.59701492537314,1,0,51,30,0.0,350,350,0.0,1,14.3,4.9,0.0,0.0,0.7773411918795023,0.14300000000000002,1.0,26.976823837590047,22.860000000000003,Moderate (25-50),Low (0-25),35.54096529142109,Moderate Priority
40205105203,286,640,458,80,1.4,0.446875,1,0,Moderate Stress (30-50%),357,309,115.53398058252426,1,0,39,17,0.0,357,357,0.0,1,12.8,7.1,0.0,0.0,0.7819253438113949,0.128,1.0,26.918506876227898,22.560000000000002,Moderate (25-50),Low (0-25),35.505163064833006,Moderate Priority
11602163326,190,625,516,72,1.3,0.304,1,0,Moderate Stress (30-50%),391,322,121.42857142857142,1,0,44,22,0.0,391,391,0.0,1,8.2,18.8,0.0,0.0,0.8041912246234446,0.08199999999999999,1.0,26.903824492468896,21.64,Moderate (25-50),Low (0-25),35.7072665356909,Moderate Priority
20604150414,420,713,414,23,1.6,0.5890603085553997,1,1,Severe Stress (50%+),327,659,49.6206373292868,0,0,1058,528,0.0,327,327,0.0,1,16.4,46.1,0.0,0.0,0.762278978388998,0.16399999999999998,1.0,26.88557956777996,23.28,Moderate (25-50),Low (0-25),35.26260117878193,Moderate Priority
50705118811,250,640,541,55,1.4,0.390625,1,0,Moderate Stress (30-50%),430,403,106.69975186104219,1,35,494,247,14.17004048582996,430,395,0.08139534883720931,1,11.5,41.2,0.0,0.0,0.8068107400130976,0.115,0.9527665317139001,26.813880117400956,21.355330634278,Moderate (25-50),Low (0-25),36.07987424735331,Moderate Priority
51102127616,65,468,240,27,3.3,0.1388888888888889,0,0,Affordable (<30%),58,37,156.75675675675674,1,0,72,37,0.0,0,0,0.0,0,58.3,24.7,0.0,0.0,0.5481335952848723,0.583,1.0,26.792671905697446,31.66,Moderate (25-50),Moderate (25-50),32.99107662082515,Moderate Priority
30204104539,213,609,508,77,1.3,0.3497536945812808,1,0,Moderate Stress (30-50%),298,224,133.03571428571428,1,0,24,12,0.0,298,298,0.0,1,19.2,8.9,0.0,0.0,0.7432874918140144,0.192,1.0,26.785749836280292,23.84,Moderate (25-50),Low (0-25),34.93292468893255,Moderate Priority
50201102408,250,786,510,70,1.8,0.31806615776081426,1,0,Moderate Stress (30-50%),406,469,86.56716417910447,1,0,37,22,0.0,406,406,0.0,1,4.3,24.0,0.0,0.0,0.8140144073346431,0.043,1.0,26.71028814669286,20.86,Moderate (25-50),Low (0-25),35.53454747871644,Moderate Priority
50604113442,174,573,443,77,1.3,0.3036649214659686,1,0,Moderate Stress (30-50%),434,317,136.90851735015772,1,12,114,56,21.428571428571427,434,422,0.027649769585253458,1,9.1,6.0,0.0,0.0,0.8244924688932548,0.091,0.9285714285714286,26.68556366357938,20.39142857142857,Moderate (25-50),Low (0-25),36.3189995322294,Moderate Priority
31701145938,320,878,577,76,1.7,0.36446469248291574,1,0,Moderate Stress (30-50%),406,523,77.62906309751433,1,0,86,37,0.0,406,406,0.0,1,3.0,13.2,0.0,0.0,0.8140144073346431,0.03,1.0,26.580288146692865,20.6,Moderate (25-50),Low (0-25),35.35254747871643,Moderate Priority
21402159114,270,832,563,75,1.7,0.3245192307692308,1,0,Moderate Stress (30-50%),377,425,88.70588235294117,1,0,123,63,0.0,377,377,0.0,1,6.6,20.4,0.0,0.0,0.7950229207596594,0.066,1.0,26.56045841519319,21.32,Moderate (25-50),Low (0-25),35.13487098886705,Moderate Priority
10801115413,320,723,483,68,1.7,0.4426002766251729,1,0,Moderate Stress (30-50%),420,382,109.94764397905759,1,7,106,51,13.725490196078432,420,413,0.016666666666666666,1,6.2,26.3,0.0,0.0,0.8185985592665357,0.062,0.9542483660130718,26.53445484546143,20.324967320261436,Moderate (25-50),Low (0-25),35.79173871618064,Moderate Priority
10804116249,325,783,492,68,1.8,0.41507024265644954,1,0,Moderate Stress (30-50%),334,353,94.61756373937678,1,0,176,88,0.0,334,334,0.0,1,11.7,28.3,0.0,0.0,0.7668631303208906,0.11699999999999999,1.0,26.507262606417815,22.34,Moderate (25-50),Low (0-25),34.778798952193846,Moderate Priority
20604111743,340,826,523,25,1.7,0.4116222760290557,1,0,Moderate Stress (30-50%),320,535,59.813084112149525,1,0,919,459,0.0,320,320,0.0,1,13.4,65.9,0.0,0.0,0.7576948264571054,0.134,1.0,26.49389652914211,22.68,Moderate (25-50),Low (0-25),34.66840340537001,Moderate Priority
31905152501,290,830,425,56,2.2,0.3493975903614458,1,0,Moderate Stress (30-50%),269,340,79.11764705882352,1,0,75,36,0.0,269,269,0.0,1,18.9,29.2,0.0,0.0,0.7242960052390308,0.18899999999999997,1.0,26.375920104780615,23.78,Moderate (25-50),Low (0-25),34.16924819908317,Moderate Priority
21304146112,316,606,439,79,1.6,0.5214521452145214,1,1,Severe Stress (50%+),296,240,123.33333333333334,1,0,21,13,0.0,296,296,0.0,1,14.8,14.9,0.0,0.0,0.741977734119188,0.14800000000000002,1.0,26.31955468238376,22.96,Moderate (25-50),Low (0-25),34.26715389652915,Moderate Priority
31103131318,260,670,485,66,1.4,0.3880597014925373,1,0,Moderate Stress (30-50%),342,301,113.62126245847175,1,0,261,132,0.0,342,342,0.0,1,8.6,24.6,0.0,0.0,0.7721021611001965,0.086,1.0,26.302043222003935,21.72,Moderate (25-50),Low (0-25),34.54388212180747,Moderate Priority
70103103102,120,949,229,30,5.1,0.12644889357218125,0,0,Affordable (<30%),0,15,0.0,0,0,20,10,0.0,0,0,0.0,0,53.3,25.9,0.0,0.0,0.5481335952848723,0.5329999999999999,1.0,26.292671905697446,30.659999999999997,Moderate (25-50),Moderate (25-50),32.291076620825145,Moderate Priority
31105132806,350,651,503,75,1.5,0.5376344086021505,1,1,Severe Stress (50%+),326,285,114.3859649122807,1,0,67,35,0.0,326,326,0.0,1,10.2,13.4,0.0,0.0,0.7616240995415848,0.102,1.0,26.2524819908317,22.040000000000003,Moderate (25-50),Low (0-25),34.36971578258022,Moderate Priority
70203106104,20,1020,211,27,5.8,0.0196078431372549,0,0,Affordable (<30%),26,46,56.52173913043478,1,0,57,29,0.0,0,0,0.0,0,52.6,13.1,0.0,0.0,0.5481335952848723,0.526,1.0,26.222671905697446,30.520000000000003,Moderate (25-50),Moderate (25-50),32.193076620825146,Moderate Priority
31603142735,430,1008,634,57,1.9,0.42658730158730157,1,0,Moderate Stress (30-50%),369,518,71.23552123552123,1,0,254,127,0.0,369,369,0.0,1,4.0,48.7,0.0,0.0,0.7897838899803536,0.04,1.0,26.195677799607076,20.8,Moderate (25-50),Low (0-25),34.57178781925344,Moderate Priority
21402138406,274,598,461,81,1.3,0.45819397993311034,1,0,Moderate Stress (30-50%),289,260,111.15384615384616,1,0,13,9,0.0,289,289,0.0,1,14.3,1.8,0.0,0.0,0.7373935821872953,0.14300000000000002,1.0,26.17787164374591,22.860000000000003,Moderate (25-50),Low (0-25),34.022956123117226,Moderate Priority
50701115906,393,603,489,75,1.6,0.6517412935323383,1,1,Severe Stress (50%+),347,301,115.28239202657807,1,0,28,16,0.0,347,347,0.0,1,6.7,21.4,0.0,0.0,0.7753765553372626,0.067,1.0,26.177531106745256,21.34,Moderate (25-50),Low (0-25),34.40230910281598,Moderate Priority
30102155124,250,710,444,59,1.9,0.352112676056338,1,0,Moderate Stress (30-50%),252,238,105.88235294117648,1,0,113,61,0.0,252,252,0.0,1,18.8,24.2,0.0,0.0,0.7131630648330058,0.188,1.0,26.14326129666012,23.76,Moderate (25-50),Low (0-25),33.732196463654226,Moderate Priority
31102130719,315,794,480,72,1.9,0.3967254408060453,1,0,Moderate Stress (30-50%),408,445,91.68539325842696,1,20,104,53,37.735849056603776,408,388,0.049019607843137254,1,13.4,17.7,0.0,0.0,0.802226588081205,0.134,0.8742138364779874,26.126670126403972,20.16427672955975,Moderate (25-50),Low (0-25),35.85746569299774,Moderate Priority
60104102235,270,604,463,77,1.3,0.4470198675496689,1,0,Moderate Stress (30-50%),275,220,125.0,1,0,86,43,0.0,275,275,0.0,1,15.6,11.5,0.0,0.0,0.7282252783235101,0.156,1.0,26.1245055664702,23.12,Moderate (25-50),Low (0-25),33.85656057629339,Moderate Priority
11202124834,215,577,508,54,1.3,0.37261698440207974,1,0,Moderate Stress (30-50%),241,183,131.69398907103823,1,0,193,100,0.0,241,241,0.0,1,20.0,37.9,0.0,0.0,0.7059593975114604,0.2,1.0,26.119187950229204,24.000000000000004,Moderate (25-50),Low (0-25),33.62645710543549,Moderate Priority
31305138009,400,767,468,76,1.9,0.5215123859191656,1,1,Severe Stress (50%+),353,368,95.92391304347827,1,0,120,61,0.0,353,353,0.0,1,5.3,18.4,0.0,0.0,0.779305828421742,0.053,1.0,26.116116568434844,21.060000000000002,Moderate (25-50),Low (0-25),34.3556214800262,Moderate Priority
40202103020,240,575,494,73,1.3,0.41739130434782606,1,0,Moderate Stress (30-50%),268,218,122.93577981651376,1,4,315,153,2.6143790849673203,268,264,0.014925373134328358,1,17.8,19.7,0.0,0.0,0.7210216110019646,0.17800000000000002,0.9912854030501089,26.11328625054038,23.38570806100218,Moderate (25-50),Low (0-25),33.85596283027509,Moderate Priority
31901149705,510,685,422,78,1.5,0.7445255474452555,1,1,Severe Stress (50%+),345,286,120.62937062937063,1,0,0,0,0.0,345,345,0.0,1,6.3,3.5,0.0,0.0,0.7740667976424361,0.063,1.0,26.111335952848723,21.26,Moderate (25-50),Low (0-25),34.29653831041258,Moderate Priority
40101100147,347,870,581,28,1.6,0.3988505747126437,1,0,Moderate Stress (30-50%),327,444,73.64864864864865,1,26,696,347,7.492795389048991,327,301,0.07951070336391437,1,14.3,51.7,0.0,0.0,0.7452521283562541,0.14300000000000002,0.9750240153698367,26.08528272082345,22.360480307396738,Moderate (25-50),Low (0-25),34.221676939017,Moderate Priority
31304137237,275,581,500,72,1.3,0.47332185886402756,1,0,Moderate Stress (30-50%),303,210,144.28571428571428,1,0,63,32,0.0,303,303,0.0,1,11.5,8.1,0.0,0.0,0.7465618860510805,0.115,1.0,26.081237721021612,22.3,Moderate (25-50),Low (0-25),33.97935166994106,Moderate Priority
30102155106,250,686,414,57,1.9,0.36443148688046645,1,0,Moderate Stress (30-50%),164,158,103.79746835443038,1,0,84,41,0.0,164,164,0.0,1,29.3,30.3,0.0,0.0,0.6555337262606418,0.293,1.0,26.040674525212836,25.86,Moderate (25-50),Moderate (25-50),33.01228159790438,Moderate Priority
31402138931,290,721,494,78,1.5,0.40221914008321774,1,0,Moderate Stress (30-50%),374,347,107.78097982708934,1,4,133,70,5.714285714285714,374,370,0.0106951871657754,1,4.2,12.2,0.0,0.0,0.7904387688277669,0.042,0.9809523809523809,26.03829918607915,20.459047619047617,Moderate (25-50),Low (0-25),34.54848273926467,Moderate Priority
31904152109,325,815,546,60,1.7,0.3987730061349693,1,0,Moderate Stress (30-50%),302,341,88.56304985337243,1,0,282,141,0.0,302,302,0.0,1,11.2,36.0,0.0,0.0,0.7459070072036673,0.11199999999999999,1.0,26.038140144073346,22.240000000000002,Moderate (25-50),Low (0-25),33.912466273739355,Moderate Priority
31102130904,270,661,479,77,1.4,0.4084720121028744,1,0,Moderate Stress (30-50%),131,132,99.24242424242425,1,0,20,12,0.0,131,131,0.0,1,33.3,7.7,0.0,0.0,0.6339227242960053,0.33299999999999996,1.0,26.008454485920108,26.66,Moderate (25-50),Moderate (25-50),32.7510635232482,Moderate Priority
50401104519,319,374,337,53,1.7,0.8529411764705882,1,1,Severe Stress (50%+),3,4,75.0,1,0,0,0,0.0,3,3,0.0,0,50.0,57.1,0.0,0.0,0.550098231827112,0.5,1.0,26.00196463654224,30.000000000000004,Moderate (25-50),Moderate (25-50),31.90373280943026,Moderate Priority
31305157504,450,628,486,82,1.4,0.7165605095541401,1,1,Severe Stress (50%+),343,267,128.46441947565543,1,0,10,6,0.0,343,343,0.0,1,5.3,8.3,0.0,0.0,0.7727570399476097,0.053,1.0,25.985140798952195,21.060000000000002,Moderate (25-50),Low (0-25),34.10676751800917,Moderate Priority
11203125019,233,640,476,68,1.4,0.3640625,1,0,Moderate Stress (30-50%),317,255,124.31372549019608,1,0,66,36,0.0,317,317,0.0,1,8.5,17.4,0.0,0.0,0.7557301899148657,0.085,1.0,25.964603798297315,21.700000000000003,Moderate (25-50),Low (0-25),33.907747216764896,Moderate Priority
10202105415,750,900,524,34,2.0,0.8333333333333334,1,1,Severe Stress (50%+),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,50.0,100.0,0.0,0.0,0.5481335952848723,0.5,1.0,25.962671905697444,30.000000000000004,Moderate (25-50),Moderate (25-50),31.82907662082515,Moderate Priority
10302106301,0,0,537,34,0.0,,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,50.0,57.1,0.0,0.0,0.5481335952848723,0.5,1.0,25.962671905697444,30.000000000000004,Moderate (25-50),Moderate (25-50),31.82907662082515,Moderate Priority
10402108521,290,1125,599,36,2.0,0.2577777777777778,0,0,Affordable (<30%),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,50.0,100.0,0.0,0.0,0.5481335952848723,0.5,1.0,25.962671905697444,30.000000000000004,Moderate (25-50),Moderate (25-50),31.82907662082515,Moderate Priority
