Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly
Castle Cove,SAL10844,101566.67233127414,62.67942583732058,5293.893778961932,4.212235133287763,92.89131920710868,9179.767600820232,10000.0,80.64068635820387,66.9859514687101,1219,46,2.9,1128.1372716407718,2643,4000,1000,0.7572411181927179,3439
Castle Hill (NSW),SAL10846,31353.597563111794,39.78127136021873,4631.888613339269,13.773069036226929,87.96992481203007,6975.393028024607,10000.0,85.86484992185092,60.420374608017624,931,42,3.0,2172.9699843701824,40874,3000,560,0.7436172849706684,2551
Castlecrag,SAL10848,76500.3782575939,73.00068352699932,5431.892886807148,6.100478468899524,99.65823650034177,9630.895420369105,10000.0,84.84526497542835,75.98204264870931,1446,47,3.0,1969.0529950856687,2965,4333,1010,0.6915097350781998,4675
Castlereagh,SAL10849,22367.566419096176,21.736158578263844,4137.617566643883,17.498291182501717,33.35611756664388,5420.369104579631,10000.0,10.0,24.444444444444443,828,38,3.4,38.82480307611902,1248,3033,428,0.8453177257525084,2370
Casuarina (NSW),SAL10850,15799.897159381953,71.56527682843472,4854.499502821588,29.724880382775112,73.68421052631578,7734.107997265892,10000.0,81.07893655950114,46.07182940516274,983,41,2.9,1215.7873119002277,3256,2500,635,0.5869003834415838,2327
Casula,SAL10851,9139.85245460012,8.885850991114149,3233.8084935575257,34.38140806561859,58.16814764183186,2344.497607655502,10000.0,86.72511312217195,37.040566294582085,645,36,3.2,2345.022624434389,16584,2167,450,0.7753130590339893,1730
Catalina,SAL10852,3831.0774474537056,12.303485987696513,2628.8052139096553,67.61790840738209,19.138755980861244,1090.2255639097743,9142.857142857143,68.54421485452558,18.829516539440203,564,53,2.3,656.3264456357674,2522,1560,355,0.6382978723404256,1130
Catherine Field,SAL10855,14804.78393111575,41.55844155844156,4323.593956588421,28.204032809295967,49.35064935064935,6319.207108680794,9619.04761904762,55.09816278055165,31.9831223628692,885,33,3.3,252.9448834165495,2609,2500,520,0.651890482398957,2316
Catherine Hill Bay,SAL10856,14284.329339817496,86.80792891319207,5091.831286644924,34.64627477785373,49.69241285030759,8564.593301435405,10000.0,50.30381572806622,32.369942196531795,1082,37,2.9,109.1144718419865,943,2741,420,0.5846011659320347,2628
Cattai,SAL10858,44152.68766205024,42.78879015721121,4772.292891319207,9.808612440191382,33.424470266575526,7535.885167464115,10000.0,10.0,24.46808510638298,969,40,3.3,47.44974160377483,1077,3284,560,0.7820909740414385,2878
Caves Beach,SAL10861,7901.617474555082,22.55639097744361,3540.3621070801287,43.805536568694464,49.62406015037594,3376.6233766233768,10000.0,83.2525069866842,32.202580028666986,711,49,2.6,1650.5013973368405,4016,2090,420,0.6783511846802986,1628
Cecil Hills,SAL10864,10667.23020971497,16.19958988380041,3589.198500945484,32.646958304853044,62.81613123718387,3646.6165413533836,9857.142857142859,80.55323255065937,39.76190476190476,727,38,3.6,1110.6465101318752,6906,2167,550,0.6878637181250661,2409
Cecil Park,SAL10865,14488.191243495889,18.45522898154477,3835.0133287764866,25.469924812030072,32.87764866712235,4412.166780587833,10000.0,10.0,24.21875,767,43,3.4,74.25359196056816,815,2700,400,0.8123558319125465,2446
Centennial Park (NSW),SAL10872,10960.479519766737,95.21531100478468,5100.069197183053,45.53144224196856,94.8051948051948,9603.554340396446,8714.285714285716,79.9327203408836,68.61457649376231,1415,36,1.9,997.9816102265082,2225,2466,500,0.4021745039412884,2154
Chain Valley Bay,SAL10879,3354.209487703858,2.1872863978127137,2059.7093093392973,60.4066985645933,3.9644565960355433,758.7149692412851,7285.714285714286,63.17940106353205,12.130401819560273,530,63,2.1,495.3820319059614,2773,1647,370,0.7171262699564587,866
Charlestown (NSW),SAL10884,7160.928399182826,83.32194121667807,4404.631748364075,60.50922761449077,62.474367737525625,6244.019138755981,10000.0,84.55797610681658,39.649986327590916,880,38,2.5,1911.5952213633168,13601,2000,400,0.5244755244755245,1839
Charmhaven,SAL10888,4783.732044659045,25.905673274094326,3132.494338649069,64.48222829801777,11.414900888585098,2067.6691729323306,10000.0,58.46077668529391,15.81769436997319,631,39,2.6,353.82330055881727,2501,1705,375,0.6235523588930879,1392
Chatswood,SAL10891,26709.107733350418,45.727956254272044,4678.2928244769055,16.51572112098428,95.76213260423788,7115.516062884484,10000.0,99.39577220192825,69.72979703648362,938,37,2.5,5100.704633011957,25553,2858,577,0.7031326882073151,2158
Chatswood West,SAL10892,132170.86681666717,48.25700615174299,5059.623647346149,2.828092959671892,92.75461380724539,8397.129186602871,10000.0,84.3900481540931,66.95371367061357,1057,42,3.0,1878.0096308186196,1521,4000,750,0.8732988865439197,3121
Cheltenham (NSW),SAL10895,60734.052890625855,63.77306903622693,5236.080718451571,7.6213260423786835,97.94941900205059,8981.544771018453,10000.0,81.54974296945872,72.3512336719884,1159,46,3.1,1309.9485938917448,2166,3612,695,0.7191876285922878,3573
Cherrybrook,SAL10897,38186.959257438946,39.64456596035543,4688.669508826897,11.278195488721792,92.34449760765551,7159.945317840055,10000.0,86.5504279505587,66.4096723322236,940,43,3.1,2310.085590111739,19082,3000,695,0.7364975450081833,2924
Chester Hill,SAL10898,6618.26373992335,2.3923444976076556,2606.8404452833424,38.38858509911142,48.18865345181135,420.3691045796309,9809.52380952381,92.6144366197183,31.55339805825243,495,34,3.2,3522.887323943662,14007,2167,380,1.0102564102564102,1355
Chifley (NSW),SAL10900,21492.795665458623,26.657552973342447,4220.036239836853,18.634654818865343,62.269309637730686,5625.427204374572,10000.0,91.51523755441984,39.49337938975245,841,42,2.9,3303.0475108839673,3490,3210,400,0.8808195371810116,2311
Chinderah,SAL10904,3403.184135219479,0.3417634996582365,1906.597274606932,55.02392344497607,5.536568694463432,669.8564593301436,6785.714285714286,50.33863180652171,13.071895424836603,521,62,1.8,110.15895419565143,1639,1950,245,0.8637236084452976,719
Chippendale,SAL10906,11578.837485873391,18.52358168147642,3707.9584800540774,31.02358168147643,96.2406015037594,6281.613123718387,7166.666666666667,19.571305471779407,70.16593294954284,882,28,1.8,16809.564842740197,7803,2409,520,0.630298273155416,1606
Chipping Norton,SAL10907,11138.431481106107,27.477785372522213,3879.074867929575,33.82604237867396,58.50991114149009,4497.607655502392,10000.0,81.59731957606684,37.292377701934015,773,39,3.0,1319.4639152133684,9412,2200,500,0.6567817693302817,2024
Chisholm (NSW),SAL10908,11454.562084036726,93.98496240601504,5090.194427679287,43.43814080656186,60.833902939166094,9015.721120984279,9428.57142857143,67.23375572930709,38.82718791648156,1164,32,3.2,617.0126718792127,4577,2344,550,0.464710547184774,2755
Chiswick,SAL10909,15975.997739749946,91.11414900888585,5270.332049990099,31.989063568010934,84.4155844155844,9637.73069036227,9357.142857142859,96.01635514018692,56.2533262373603,1447,40,2.2,5663.940809968848,2909,2875,600,0.4585083196002339,2444
Chittaway Bay,SAL10910,6024.465016883933,52.90498974709501,3779.209085147173,61.73103212576898,32.057416267942585,4190.020505809979,10000.0,83.90472349197813,23.991726990692865,757,41,2.6,1780.9446983956261,1987,1905,380,0.5807336652779189,1693
Chittaway Point,SAL10911,7336.094424017662,56.86944634313056,4033.49804018546,53.98154477101846,34.17634996582365,5044.42925495557,10000.0,66.10905806027758,25.0,806,44,2.7,583.2717418083272,947,2000,425,0.5726283641916396,1793
Church Point,SAL10914,65583.56584108481,53.930280246069714,5093.821316830118,6.766917293233078,79.01572112098428,9002.050580997948,9428.57142857143,82.39046034387133,50.595238095238095,1161,54,2.6,1478.0920687742653,1066,3600,1073,0.7155635062611807,3182
Claremont Meadows,SAL10917,8788.50473003474,89.8838004101162,4739.695266248161,52.930622009569376,55.09227614490773,7686.261107313739,9619.04761904762,83.51564299108465,35.14680483592401,979,33,3.2,1703.1285982169293,5177,2167,430,0.5108038029386345,2297
Clarence Town,SAL10919,6475.508360700526,62.269309637730686,3969.2033492822966,60.29562542720437,22.214627477785374,4870.12987012987,10000.0,10.0,20.07073386383731,794,39,2.8,24.6337831944307,2265,1993,365,0.5792482077116838,1934
Clarenza,SAL10921,4762.1588041323985,74.91455912508545,3785.655844155844,78.49453178400547,25.563909774436087,4254.9555707450445,10000.0,10.0,21.45214521452145,760,49,2.8,9.306294579779061,602,1700,300,0.5161943319838056,2076
Clareville,SAL10922,42738.37586401211,53.588516746411486,4991.88904145071,10.68010936431989,83.18523581681477,9193.43814080656,8785.714285714286,83.15638023417344,54.77477477477477,1223,57,2.4,1631.2760468346894,822,3467,1125,0.6541920875526762,2802
Claymore,SAL10923,6259.907582255083,0.2734107997265892,2289.7227235079718,35.57758031442242,40.054682159945315,328.0929596719071,8666.666666666668,84.0784286116587,27.62008733624454,483,28,3.1,1815.6857223317375,2579,2600,209,1.2422360248447204,1020
Clemton Park,SAL10927,7792.098977849365,10.047846889952153,3164.401753731813,39.6103896103896,53.725222146274774,2112.0984278879014,10000.0,97.69772481040087,34.5679012345679,634,47,2.8,4539.544962080174,1676,2400,264,0.8735743751516621,1869
Cliftleigh,SAL10931,6703.225376063803,79.90430622009569,4262.848137650199,62.59398496240601,22.00956937799043,7091.592617908408,8476.190476190475,64.79908277773852,20.019249278152067,937,27,2.9,543.9724833321554,2309,1950,435,0.48025613660618993,2018
Clifton Grove,SAL10933,9189.518374252688,96.1038961038961,4974.808270676692,53.135680109364316,69.377990430622,8174.982911825016,10000.0,10.0,43.359375,1033,43,3.1,22.036139268400177,950,2228,400,0.4977287958894929,2703
Clontarf (NSW),SAL10934,273888.7534640131,64.4565960355434,5406.635133315593,0.9740259740259773,97.33424470266576,9548.872180451128,10000.0,85.15470512969641,71.7287488061127,1385,47,3.0,2030.9410259392812,1746,5317,1250,0.8859205776173285,4609
Clovelly,SAL10937,41088.159897386344,82.77511961722487,5508.284894514276,12.406015037593988,97.47095010252906,9883.800410116199,10000.0,92.68990965771727,71.88311688311688,1633,37,2.6,6218.348390380455,4887,4333,700,0.6123227660276038,3474
Clunes (NSW),SAL10938,8607.026632714404,69.377990430622,4355.02016404648,49.598427887901565,74.50444292549557,6103.896103896103,10000.0,10.0,46.61508704061896,869,43,2.6,38.55800705692301,907,2058,500,0.5465167743648757,1855
Coal Point,SAL10942,8895.846618564701,72.72727272727273,4422.111368820418,48.709842788790155,69.92481203007519,6534.518113465482,9714.285714285716,81.38041733547351,43.58047016274864,901,52,2.5,1276.083467094703,1749,2167,440,0.5550243319388714,2148
Cobar,SAL10948,4652.559948836163,99.93164730006835,4524.972317156527,96.25768967874231,10.457963089542037,7091.592617908408,9571.428571428572,10.0,15.393866506313891,937,36,2.3,1.6479758849397232,3603,1109,200,0.27313028486987934,1816
Cobargo,SAL10950,2522.7463831296463,19.822282980177715,2333.721462747779,91.50717703349282,30.28024606971975,481.8865345181134,8714.285714285716,10.0,23.29113924050633,498,56,2.3,7.363005798126759,766,1020,285,0.4726598702502317,967
Cobbitty,SAL10953,18725.114293619314,65.20847573479152,4857.33048530417,24.94019138755982,46.889952153110045,7805.878332194122,10000.0,10.0,30.810546875,992,35,2.9,80.63062890356913,4206,2700,530,0.6281017369727047,2313
Coleambally,SAL10964,4156.49792224076,98.63294600136705,4146.568352699932,98.76110731373889,36.7053998632946,5625.427204374572,9785.714285714286,10.0,26.1758691206544,841,43,2.4,0.6176217456038547,1152,867,180,0.23790359462178723,1555
Colebee,SAL10965,22823.162938536236,73.20574162679426,5079.90878173312,21.25768967874231,84.8257006151743,9029.391660970607,9333.333333333332,82.06826616035212,56.83394532843737,1173,33,3.7,1413.6532320704237,4914,3000,620,0.5902026362384418,3223
Coledale,SAL10966,17737.69051005393,69.6514012303486,4899.749053881129,26.623376623376615,87.2863978127136,7877.648667122351,10000.0,68.45689600406581,59.286592865928654,1001,42,2.8,653.7068801219743,1372,2600,600,0.5994005994005993,2586
Collarenebri,SAL10969,2747.8695427068656,45.38619275461381,2738.9572795625427,98.67566643882434,5.468215994531784,786.056049213944,10000.0,10.0,12.977099236641221,533,39,2.5,0.12567694329410725,634,759,180,0.32861884831866073,1042
Collaroy (NSW),SAL10970,20853.441649466145,74.98291182501708,5083.364931954282,23.376623376623385,76.8967874231032,8489.405331510594,10000.0,89.8286418278205,49.152901313002964,1074,43,2.5,2965.728365564101,7944,2800,600,0.6016330038676407,2372
Collaroy Plateau,SAL10971,65686.37485876864,53.1784005468216,5079.357202852014,6.73274094326726,71.36021872863978,8479.152426520848,10000.0,94.68939518111785,44.38247011952191,1071,40,3.2,3937.87903622357,4805,3467,800,0.7470372764490412,3278
Collombatti,SAL10979,3383.8911583928293,27.409432672590565,2771.541011619959,80.90396445659604,1.2987012987012987,898.838004101162,10000.0,10.0,8.174386920980927,546,49,2.6,3.4051855826142523,681,1300,338,0.5494505494505495,1294
Colo Vale,SAL10985,8177.261357728033,47.163362952836636,3977.5697197539303,47.641831852358166,22.761449077238552,4897.47095010253,10000.0,10.0,20.246085011185684,796,38,2.8,26.999441758021117,1775,2100,430,0.6088132972555083,1875
Colyton,SAL10987,6210.138170516823,35.20164046479836,3545.4880093062393,56.09193438140806,23.308270676691727,3417.6349965823647,10000.0,88.03352752348115,20.4673173617273,713,36,2.8,2606.7055046962314,8770,1950,380,0.6311360448807855,1539
Como (NSW),SAL10996,23482.11143472907,78.60560492139439,5208.518503846042,21.180792891319214,81.61312371838687,8902.93916609706,10000.0,87.68544600938968,52.84444444444445,1149,40,3.1,2537.0892018779346,4053,3000,590,0.6025306286402892,3152
Concord,SAL10999,35512.74106258894,38.961038961038966,4654.645018767428,12.106971975393037,80.041011619959,7057.4162679425835,10000.0,89.38556599110233,51.52171144785432,935,43,2.8,2877.1131982204647,14551,3033,570,0.7485808309337721,2410
Concord West,SAL11000,22853.59226319469,48.59876965140123,4672.72389179045,19.446343130553657,83.32194121667807,7115.516062884484,10000.0,87.14993706733794,54.859484777517565,938,42,2.8,2429.9874134675892,6178,3000,450,0.7380679022470068,2354
Condell Park,SAL11001,10737.926698410634,1.4354066985645932,2816.632303587542,25.230690362269314,54.13533834586466,1114.1490088858511,9809.52380952381,91.77364691383383,34.71471471471472,565,34,3.4,3354.729382766766,13066,2300,500,0.9394145677331518,1636
Condobolin,SAL11002,3337.4668499804593,71.29186602870813,3268.7556390977443,96.94121667805878,22.48803827751196,2713.602187286398,9785.714285714286,10.0,20.21439509954058,668,39,2.4,0.6412509939138737,3185,1000,200,0.34546292031321973,1292
Coniston,SAL11010,5365.913714380924,51.94805194805194,3634.755516418365,66.73786739576214,56.32262474367737,3861.9275461380726,9785.714285714286,85.67929150179009,36.17376775271512,739,39,2.4,2135.858300358018,2267,1820,350,0.5683355886332881,1535
Connells Point,SAL11013,57606.66332080699,36.84210526315789,4720.360081270224,7.194121667805874,84.00546821599453,7272.727272727273,10000.0,88.93505991495941,55.67741935483871,947,43,3.1,2787.0119829918826,2884,3434,600,0.836812606611973,2644
Constitution Hill,SAL11014,8667.849833735969,22.146274777853726,3605.2152857672627,40.59295967190704,73.47915242652084,3564.5933014354064,10000.0,91.95699739123117,45.87576374745417,722,38,2.8,3391.3994782462346,4030,2167,410,0.692627317281057,1706
Coogee (NSW),SAL11015,19184.599061832996,88.03827751196172,5314.186392893458,26.700273410799724,92.95967190704033,9781.271360218729,9357.142857142859,84.20912646675359,67.00222630916659,1555,35,2.2,7631.812255541069,14634,3226,650,0.47875340093989616,2976
Cooks Gap,SAL11018,4431.024062837468,30.89542036910458,3127.1732740943266,69.5745044429255,0.8202323991797676,2084.7573479152425,10000.0,10.0,7.518796992481203,632,43,2.6,12.411379584750053,549,1700,300,0.6207400194741968,1637
Cooks Hill,SAL11019,9521.044537925132,83.73205741626795,4696.289384759339,48.325358851674636,85.23581681476419,8079.28913192071,8928.57142857143,98.59361997226075,57.402812241521914,1025,35,2.0,5234.3966712898755,3774,2297,430,0.5171482176360225,1881
Coolah,SAL11024,2955.7736929755497,51.127819548872175,2899.4665071770337,97.09501025290498,11.619958988380041,1493.5064935064934,9785.714285714286,10.0,15.878378378378377,595,47,2.4,0.7932539970384346,1262,1000,170,0.38784744667097604,1162
Coolamon,SAL11025,4228.546245563788,80.86124401913875,3713.721462747779,86.82501708817499,38.68762816131237,4002.0505809979495,10000.0,10.0,27.042801556420233,746,42,2.5,7.65413664871281,2275,1500,270,0.464013198597649,1427
Cooma (NSW),SAL11036,4013.213997718329,83.59535201640465,3690.9087491455916,90.9688995215311,40.39644565960355,4460.013670539986,9357.142857142859,10.0,27.69939533544486,771,44,2.2,68.63421489715088,6715,1300,290,0.38910505836575876,1374
Coomba Park,SAL11038,1954.2223510222886,7.10868079289132,1797.6107313738894,90.98598769651402,14.149008885850991,20.505809979494195,7142.857142857143,10.0,16.6189111747851,430,61,1.9,64.91432436494814,691,906,300,0.48622540250447227,786
Coomealla,SAL11041,3208.683214521289,60.833902939166094,3108.902597402597,95.8902939166097,4.853041695146958,2019.8222829801775,10000.0,10.0,12.585034013605442,628,43,2.7,6.3204608866558845,748,1083,180,0.3979666829985301,1358
Coonabarabran,SAL11043,2927.888663597066,47.43677375256323,2842.5936431989066,96.08680792891319,17.703349282296653,1476.4183185235815,9571.428571428572,10.0,18.2356423919479,594,50,2.3,3.6382223668535656,3477,1000,210,0.3885003885003885,1154
Coonamble,SAL11044,3168.389065093822,65.14012303485987,3137.538961038961,98.02631578947368,15.72112098427888,2282.980177717019,9785.714285714286,10.0,17.399804496578692,641,38,2.4,1.7604220152856929,2666,883,190,0.31789271570862837,1206
Coopernook,SAL11047,3326.984462223989,26.862611073137387,2745.683185235817,81.52768284347232,0.5468215994531784,813.3971291866029,10000.0,10.0,6.2717770034843205,535,46,2.5,24.918168733877945,625,1300,305,0.5607476635514018,1142
Cooranbong,SAL11052,7102.321153835153,33.76623376623377,3649.4910724547817,50.38448393711551,50.649350649350644,3755.9808612440193,10000.0,50.01339257846859,32.878179384203484,732,39,2.7,100.40177735405777,7077,2058,380,0.6488020176544766,1639
Cootamundra,SAL11053,2922.0030265812793,37.66233766233766,2732.0228981544774,92.4982911825017,18.52358168147642,1404.6479835953521,9214.285714285716,10.0,18.612903225806452,587,51,2.2,7.749880459360234,6885,1149,220,0.45171012973397984,1037
Copacabana,SAL11056,11917.54455071212,58.031442241968556,4467.0834454678825,36.483253588516746,66.84894053315105,6449.0772385509235,10000.0,82.03727828439723,42.049025769956,893,43,2.8,1407.455656879447,2809,2300,510,0.5943664398311655,2143
Coraki,SAL11063,3184.7425356284148,24.948735475051265,2675.368762816131,83.00580997949419,1.9822282980177717,577.5803144224196,10000.0,10.0,9.57613814756672,513,46,2.5,42.457264428666846,1373,1246,300,0.5605038236617184,1072
Coramba,SAL11065,5153.498646907503,79.56254272043746,3950.5635680109363,75.65789473684211,28.43472317156528,4801.777170198223,10000.0,10.0,22.696629213483146,791,46,2.6,15.159246305281615,817,1600,400,0.4667898473208208,1625
Cordeaux Heights,SAL11070,9715.16427064165,70.40328092959672,4477.442300274426,45.08714969241285,70.81339712918661,6479.835953520164,10000.0,81.64996719747123,44.153225806451616,896,41,3.1,1329.9934394942445,4460,2167,495,0.5581215659340659,2634
Corindi Beach,SAL11073,5603.556762206842,49.89747095010253,3646.8315105946685,64.08065618591934,31.032125768967873,3786.73957621326,10000.0,10.0,23.669309173272936,734,39,2.7,74.304988577979,1802,1733,435,0.5448543282330749,1550
Corlette,SAL11075,6606.755138715411,16.814764183185236,3239.0486377438974,48.02631578947368,45.79630895420369,2792.207792207792,9500.0,84.31604930199104,30.331599479843952,674,52,2.4,1863.2098603982083,5699,1950,445,0.6676557863501484,1566
Corowa,SAL11080,3064.198241958207,43.54066985645933,2854.5006835269996,92.15652768284346,16.95146958304853,2112.0984278879014,8857.142857142859,10.0,17.973079968329376,634,52,2.1,72.5414666212013,5595,1213,230,0.44151904877456927,1130
Corrimal,SAL11082,7693.299634971824,33.08270676691729,3707.9811152479024,47.197539302802454,53.65686944634312,4289.131920710867,9571.428571428572,81.91556895730837,34.50179409329285,762,41,2.3,1383.1137914616727,6972,2167,365,0.6562689279224713,1508
Coutts Crossing,SAL11094,3310.302838259925,27.751196172248804,2749.1691729323306,82.04887218045113,1.9138755980861244,823.65003417635,10000.0,10.0,9.544468546637743,536,44,2.6,17.791850555213873,1053,1300,300,0.5597014925373135,1157
Cowan,SAL11097,12102.432369897617,47.30006835269993,4290.283321941217,34.44976076555024,70.60833902939166,5892.002734107998,10000.0,10.0,44.09221902017291,852,41,2.9,19.78242467943694,631,2290,515,0.6202600216684724,2250
Cranebrook,SAL11105,8456.077939422623,73.82091592617908,4397.131628711864,50.99965823650034,35.816814764183185,6565.276828434723,9619.04761904762,80.27753993524738,25.698724380106064,903,33,2.9,1055.5079870494742,15779,2167,410,0.5537950421671352,2108
Cremorne (NSW),SAL11113,18427.997427026996,85.9876965140123,5241.58753883031,27.443609022556387,95.62542720437457,9712.91866028708,9142.857142857143,88.73351245725452,69.61318795430945,1502,40,2.1,6877.747923790914,11263,3200,600,0.49165215609955953,2481
Cremorne Point,SAL11114,16132.081377418746,92.13943950786057,5303.90417152789,31.877990430622006,96.99248120300751,9914.559125085441,9142.857142857143,98.16269284712483,71.40221402214021,1661,47,2.1,5306.217858812529,2270,2996,650,0.41624600564997916,2951
Crescent Head,SAL11115,4059.531762393118,43.26725905673274,3189.9928229665074,77.58031442241969,38.48257006151743,2792.207792207792,9357.142857142859,10.0,26.870389884088514,674,50,2.2,8.978773146595378,1633,1591,320,0.5447386441451724,1317
Crestwood,SAL11116,5788.034718527242,99.17976760082024,4686.725610805828,79.97265892002734,67.39576213260425,7713.602187286398,9357.142857142859,87.60341129608824,42.216257668711656,982,35,2.2,2520.682259217649,4936,1733,320,0.4072536424878584,1719
Cringila,SAL11117,4197.295878859081,7.518796992481203,2560.5656584833387,60.00512645249488,21.052631578947366,140.12303485987695,10000.0,81.41972367794187,19.508670520231213,459,38,2.8,1283.9447355883754,2156,1614,350,0.8114630467571644,1117
Cromer (NSW),SAL11119,47802.695668229215,38.619275461380724,4721.618959355752,8.877306903622696,64.5933014354067,7300.068352699933,10000.0,81.4697541010023,40.58587290337822,949,41,3.0,1293.9508202004577,8030,3142,650,0.7640431223149875,2483
Cronulla,SAL11120,11228.318956636065,92.89131920710868,5036.664700538074,43.856801093643206,67.46411483253588,9053.315105946685,9142.857142857143,98.11099060014462,42.21813725490196,1179,43,2.1,4622.198120028923,17899,2404,500,0.47054218046584456,2058
Crookwell,SAL11124,3339.3274938833124,41.83185235816815,2943.321599453179,87.14114832535886,18.25017088174983,2228.2980177717022,9071.428571428572,10.0,18.418907905460472,639,52,2.2,12.9514191592282,2686,1356,280,0.48970747562296857,1196
Crosslands,SAL11128,6208.909057699677,23.85509227614491,3350.094758692393,52.95625427204375,15.311004784688995,2792.207792207792,10000.0,52.26079729765958,17.216117216117215,674,41,2.8,167.8239189297874,626,1863,430,0.6378680666514495,1389
Croudace Bay,SAL11129,8817.133965081908,34.44976076555024,3845.8494170456042,42.6179084073821,51.742993848257,4395.078605604921,10000.0,78.68624806433888,33.55048859934853,766,41,2.8,960.5874419301664,641,2100,478,0.6326571600723037,2010
Crows Nest (NSW),SAL11132,15748.350195459232,90.49897470950103,5246.364264021137,32.313738892686274,97.676008202324,9904.306220095694,8928.57142857143,90.84492259249541,71.97972402140242,1657,36,2.0,6525.846234584099,4974,3033,550,0.422403788124971,2614
Croydon (NSW),SAL11135,18951.621549182535,28.22966507177033,4190.665980361103,21.11244019138755,88.03827751196172,5498.974709501026,10000.0,97.08056171470805,60.494441679110665,835,42,2.7,4416.112342941611,10755,2700,480,0.7461999078765545,2157
Croydon Park (NSW),SAL11136,12875.24445527931,31.510594668489407,4059.310240068254,30.528024606971968,77.71701982228298,5071.770334928229,10000.0,96.42689095400542,49.46875562758869,807,41,2.7,4285.378190801082,10929,2522,410,0.7211895910780669,1843
Cudal,SAL11141,3794.0781803464943,75.05126452494873,3492.289473684211,91.04579630895421,12.303485987696513,3468.8995215311,9785.714285714286,10.0,16.030534351145036,716,44,2.4,3.779867240226044,586,1300,256,0.41899441340782123,1312
Cudgen,SAL11144,6800.146875932043,69.99316473000684,4129.845864661655,59.73171565276829,48.46206425153793,5379.357484620643,10000.0,10.0,31.611570247933884,826,39,2.9,93.12699313286248,952,1929,440,0.5389271745203948,1893
Culburra Beach,SAL11147,4539.160114235478,14.285714285714285,2845.910670254999,61.696855775803144,42.925495557074505,2095.0102529049896,8785.714285714286,54.00916191871912,28.979074191502853,633,54,2.2,220.27485756157378,2946,1768,350,0.6445497630331753,1247
Culcairn,SAL11148,3178.2800095715334,59.46684894053315,3086.776828434723,96.120984278879,16.541353383458645,1934.3814080656184,10000.0,10.0,17.86833855799373,623,44,2.5,4.6108882877841,1483,1000,220,0.37041610075317943,1173
Cumbalum,SAL11155,10814.831759463344,63.978127136021875,4471.411780358295,40.34518113465481,58.92002734107997,6486.671223513328,10000.0,51.56270067982019,37.682403433476395,897,37,3.0,146.8810203946057,2211,2167,610,0.5574993568304605,2170
Cundletown,SAL11162,3815.493149625965,48.66712235133288,3188.2839732628095,82.56151742993848,13.46548188653452,2255.6390977443607,10000.0,50.35066249027335,16.361679224973088,640,46,2.5,110.51987470820058,2050,1387,350,0.5001201923076923,1305
Curl Curl,SAL11168,56850.34434441226,69.17293233082707,5323.842397065069,8.364661654135332,88.38004101161997,9282.2966507177,10000.0,84.26259697515869,60.810810810810814,1260,40,3.0,1852.5193950317373,2364,3775,705,0.6913919413919414,3870
Curlewis (NSW),SAL11170,3616.0616732857334,77.78537252221463,3463.448051948052,94.77956254272044,7.587149692412851,3198.906356801094,10000.0,10.0,14.028776978417264,700,40,2.6,1.3663423401427695,779,1000,290,0.32967032967032966,1403
Currans Hill,SAL11176,8932.090443232832,84.9624060150376,4653.051325701325,51.09364319890636,34.79152426520847,7576.896787423102,9428.57142857143,82.67983367983368,25.319148936170212,971,32,3.0,1535.966735966736,5541,2167,450,0.5150122791729382,2170
Daceyville,SAL11186,6336.257434287945,0.0683526999316473,1958.176400385926,29.904306220095705,46.479835953520166,68.3526999316473,7642.857142857143,86.74902604059872,30.601092896174865,450,56,1.8,2349.8052081197457,1146,3033,130,1.5553846153846154,651
Daleys Point,SAL11190,11123.277646311872,0.5468215994531784,2682.017639183012,23.111756664388253,56.80109364319891,2303.4859876965143,7857.142857142857,64.30533663589281,36.470588235294116,642,59,2.1,529.1600990767845,705,2455,500,0.8824586628324946,1227
Dalmeny,SAL11192,2952.1867555018152,10.457963089542037,2311.5137999734156,77.29835953520164,38.75598086124402,1090.2255639097743,7857.142857142857,56.89081504263945,27.055067837190744,564,59,2.1,306.7244512791836,2194,1408,330,0.5761047463175123,1092
Dapto,SAL11203,5988.635545787447,29.391660970608342,3407.7710424099646,55.903964456596036,21.599453178400545,2963.08954203691,10000.0,82.42895896914209,19.730051607780865,686,39,2.5,1485.7917938284165,10954,1880,400,0.6324287956941018,1475
Darling Point,SAL11212,22472.919788768668,80.041011619959,5215.08450641552,22.206083390293912,95.01025290498974,9979.494190020507,8714.285714285716,94.41163310961969,68.70283866331297,1799,49,1.9,5931.394481730053,3977,3900,825,0.500277932184547,3219
Darlinghurst,SAL11213,14391.64254084149,83.6637047163363,5032.943317273228,33.97129186602871,94.53178400546821,9760.765550239235,8285.714285714286,32.836970474967906,68.3943457774556,1535,37,1.7,12387.676508344031,10615,2964,550,0.44560260586319217,2279
