LGA_CODE_2021,separate_house,semi_attached,flat_apartment,other_dwelling,total_dwellings,pct_separate,pct_semi_attached,pct_apartment,pct_other,pct_low_density,pct_medium_density,pct_high_density,median_age,pct_age_55_plus,total_population,median_personal_income,median_household_income,median_family_income,tertiary_qualified,total_qualified,pct_tertiary,urban_proximity_score,subdivision_potential_score,high_subdivision_potential,luxury_apartment_demand_score,high_luxury_demand,downsizing_wave_score,high_downsizing_potential,transform_prob_5yr,transform_prob_10yr,transform_prob_15yr,redevelopment_readiness_score,readiness_percentile,readiness_category
LGA37010,56674,7654,4905,467,77897,72.76,9.83,6.3,0.6,72.76,9.83,6.3,36,25.94,192768,864,1701,2082,26993,93823,28.77,95.04,98.02,True,74.74,True,77.71,False,47.12,72.03,85.21,86.53,94.18,Very High
LGA17420,48537,5313,5836,13,62824,77.26,8.46,9.29,0.02,77.26,8.46,9.29,38,25.75,191876,1033,2831,2990,58235,106451,54.71,94.87,97.95,True,87.55,True,84.95,False,49.44,74.44,87.07,91.48,99.82,Very High
LGA24650,49974,4353,409,122,57704,86.6,7.54,0.71,0.21,86.6,7.54,0.71,33,17.51,178960,786,1887,2051,27054,78940,34.27,94.34,97.74,True,86.13,True,72.01,False,47.75,72.69,85.73,87.72,96.55,Very High
LGA11500,44903,8701,3674,16,60258,74.52,14.44,6.1,0.03,74.52,14.44,6.1,35,24.33,176519,738,1700,1927,26560,79548,33.39,94.16,97.66,True,77.11,True,76.05,False,47.14,72.06,85.23,86.42,93.36,Very High
LGA45340,60671,5761,1237,365,73056,83.05,7.89,1.69,0.5,83.05,7.89,1.69,41,32.72,175204,710,1410,1778,23028,85654,26.88,93.98,97.59,True,70.74,False,78.68,True,46.69,71.58,84.85,85.43,91.09,Very High
LGA36910,53465,8420,2388,253,70496,75.84,11.94,3.39,0.36,75.84,11.94,3.39,39,31.36,173204,743,1461,1847,25218,82807,30.45,93.63,97.45,True,72.85,False,78.46,True,46.89,71.79,85.02,85.79,91.82,Very High
LGA54170,50982,4900,1483,120,60810,83.84,8.06,2.44,0.2,83.84,8.06,2.44,41,31.54,160003,906,2165,2528,34003,86272,39.41,92.39,96.96,True,89.01,True,88.99,True,49.91,74.91,87.43,92.07,100.0,Very High
LGA36250,49276,6680,2559,170,63200,77.97,10.57,4.05,0.27,77.97,10.57,4.05,43,34.64,159222,786,1767,2131,23511,81214,28.95,92.21,96.88,True,78.45,True,87.58,True,48.53,73.51,86.37,89.01,98.18,Very High
LGA23670,47854,7959,1531,47,60403,79.22,13.18,2.53,0.08,79.22,13.18,2.53,40,30.78,159103,797,1884,2194,34547,83315,41.47,92.04,96.82,True,86.01,True,85.2,True,49.12,74.11,86.83,90.26,99.27,Very High
LGA27450,52325,2919,313,216,59475,87.98,4.91,0.53,0.36,87.98,4.91,0.53,40,30.66,156068,808,1881,2203,26120,80367,32.5,91.5,96.6,True,85.16,True,85.03,True,48.97,73.96,86.71,89.83,98.91,Very High
LGA58050,46792,4616,946,238,56454,82.89,8.18,1.68,0.42,82.89,8.18,1.68,35,22.57,152974,840,1843,2109,19252,70630,27.26,91.33,96.53,True,80.36,False,76.41,False,47.39,72.33,85.44,86.42,93.36,Very High
LGA47140,43781,6207,2179,157,55155,79.38,11.25,3.95,0.28,79.38,11.25,3.95,36,26.8,145806,643,1356,1586,16005,59692,26.81,90.27,96.11,True,66.38,False,71.08,False,44.99,69.74,83.35,81.25,83.09,Very High
LGA22170,42288,9090,1284,307,56304,75.11,16.14,2.28,0.55,75.11,16.14,2.28,39,28.79,139281,805,1653,2098,20182,69705,28.95,90.09,96.04,True,77.9,False,79.74,False,47.42,72.35,85.46,86.24,93.09,Very High
LGA57490,43771,2745,1582,271,52917,82.72,5.19,2.99,0.51,82.72,5.19,2.99,36,25.62,135678,786,1724,2077,12917,63713,20.27,89.91,95.96,True,67.09,False,77.66,False,45.86,70.69,84.13,82.96,86.18,Very High
LGA53780,37916,3746,801,176,45398,83.52,8.25,1.76,0.39,83.52,8.25,1.76,36,23.86,126376,727,1656,1930,19115,57919,33.0,89.2,95.68,True,80.21,True,74.94,False,47.07,71.98,85.17,85.33,90.91,Very High
LGA20660,36197,7746,3636,40,51602,70.15,15.01,7.05,0.08,70.15,15.01,7.05,40,30.61,126236,915,2027,2521,36642,70544,51.94,89.03,95.61,True,85.27,True,86.68,True,49.02,74.01,86.75,89.48,98.55,Very High
LGA34770,36410,4320,1552,494,48143,75.63,8.97,3.22,1.03,75.63,8.97,3.22,38,28.42,121691,866,1853,2215,11574,57390,20.17,88.14,95.26,True,68.9,False,82.37,False,46.53,71.41,84.72,84.02,88.0,Very High
LGA22620,42612,3291,436,162,50599,84.22,6.5,0.86,0.32,84.22,6.5,0.86,40,32.46,121470,739,1448,1865,18505,59679,31.01,87.96,95.18,True,75.41,False,79.34,True,46.94,71.85,85.06,84.83,90.18,Very High
LGA11450,34397,2192,365,153,38576,89.17,5.68,0.95,0.4,89.17,5.68,0.95,33,18.58,119325,984,2353,2487,17748,55385,32.04,87.79,95.12,True,89.32,True,77.04,False,48.3,73.27,86.18,87.68,96.36,Very High
LGA21450,36059,3028,340,140,41728,86.41,7.26,0.81,0.34,86.41,7.26,0.81,34,22.42,118194,831,1874,2097,16175,56624,28.57,87.61,95.04,True,82.96,True,76.63,False,47.49,72.43,85.52,85.93,92.18,Very High
LGA51820,35391,5041,2832,212,46732,75.73,10.79,6.06,0.45,75.73,10.79,6.06,37,24.43,118091,920,1995,2344,21999,61177,35.96,87.43,94.97,True,82.42,True,79.97,False,47.81,72.76,85.78,86.57,94.36,Very High
LGA24410,37499,3734,1711,23,45711,82.03,8.17,3.74,0.05,82.03,8.17,3.74,39,29.41,115043,851,1867,2306,26395,61320,43.04,87.26,94.9,True,84.71,True,83.54,False,48.48,73.46,86.33,87.98,96.91,Very High
LGA20570,37980,5344,1121,126,48235,78.74,11.08,2.32,0.26,78.74,11.08,2.32,39,30.65,113763,743,1429,1871,20217,56552,35.75,87.08,94.83,True,75.38,False,77.06,True,46.61,71.49,84.78,83.98,87.64,Very High
LGA33220,38157,3620,1175,753,48896,78.04,7.4,2.4,1.54,78.04,7.4,2.4,51,45.72,111032,533,1062,1293,10114,52313,19.33,86.9,94.76,True,44.64,False,73.82,False,42.35,66.77,80.84,75.42,70.18,Very High
LGA47700,34400,3172,966,17,40281,85.4,7.87,2.4,0.04,85.4,7.87,2.4,41,32.85,101174,778,1635,2023,16574,50526,32.8,85.84,94.34,True,78.77,False,83.29,True,47.67,72.62,85.67,85.99,92.36,Very High
LGA31820,32687,2652,2305,717,42650,76.64,6.22,5.4,1.68,76.64,6.22,5.4,47,40.59,99215,594,1157,1427,9499,44910,21.15,85.66,94.26,True,48.7,False,76.42,False,43.12,67.65,81.6,76.69,73.09,Very High
LGA45680,29640,5215,278,86,37704,78.61,13.83,0.74,0.23,78.61,13.83,0.74,33,23.77,99190,632,1263,1488,6202,37739,16.43,85.49,94.2,True,48.46,False,64.23,False,41.5,65.78,79.98,73.53,65.82,High
LGA51330,26598,5434,1317,38,36082,73.72,15.06,3.65,0.11,73.72,15.06,3.65,36,25.13,95860,768,1838,2130,24811,52320,47.42,84.96,93.98,True,85.32,True,78.81,False,47.86,72.81,85.83,86.22,92.91,Very High
LGA50210,29258,2807,219,231,34874,83.9,8.05,0.63,0.66,83.9,8.05,0.63,35,21.91,94184,815,1774,2061,13569,44561,30.45,84.6,93.84,True,82.55,True,74.95,False,47.05,71.97,85.16,84.45,88.91,Very High
LGA15050,28499,3138,752,214,34397,82.85,9.12,2.19,0.62,82.85,9.12,2.19,36,26.54,90226,802,1766,2088,10537,42308,24.91,84.07,93.63,True,76.96,False,79.4,False,46.88,71.79,85.01,83.99,87.82,Very High
LGA36370,26363,1987,1348,135,33494,78.71,5.93,4.02,0.4,78.71,5.93,4.02,37,28.66,81968,758,1477,1888,8610,36314,23.71,83.19,93.28,True,67.61,False,76.34,False,45.32,70.1,83.65,80.61,81.82,Very High
LGA10900,28125,1339,943,47,34093,82.49,3.93,2.77,0.14,82.49,3.93,2.77,45,36.79,78121,817,1756,2235,20359,45722,44.53,82.65,93.06,True,84.16,True,89.41,True,48.81,73.8,86.59,87.84,96.73,Very High
LGA23810,26943,1802,1703,124,33562,80.28,5.37,5.07,0.37,80.28,5.37,5.07,42,34.9,77318,654,1260,1679,7616,36372,20.94,82.48,92.99,True,53.05,False,75.12,False,43.3,67.85,81.77,76.44,72.36,Very High
LGA16900,21963,3931,1300,312,28891,76.02,13.61,4.5,1.08,76.02,13.61,4.5,39,31.01,76271,729,1647,1977,8020,36368,22.05,82.3,92.92,True,68.18,False,81.72,True,45.99,70.83,84.25,81.81,84.18,Very High
LGA64010,22246,2922,2396,108,30041,74.05,9.73,7.98,0.36,74.05,9.73,7.98,39,30.78,70055,694,1310,1677,11339,34024,33.33,81.77,92.71,True,63.99,False,72.97,False,44.36,69.04,82.78,78.41,77.09,Very High
LGA22830,21909,2241,66,528,26895,81.46,8.33,0.25,1.96,81.46,8.33,0.25,39,31.62,68409,712,1400,1759,7632,30320,25.17,81.06,92.42,True,70.6,False,77.26,True,45.66,70.47,83.96,80.9,82.36,Very High
LGA44340,19832,2806,2365,51,26624,74.49,10.54,8.88,0.19,74.49,10.54,8.88,42,33.26,67617,891,1996,2518,21447,38791,55.29,80.88,92.35,True,83.93,True,88.85,True,48.61,73.59,86.43,87.08,94.91,Very High
LGA17750,21184,1180,2276,93,26775,79.12,4.41,8.5,0.35,79.12,4.41,8.5,35,27.5,67609,839,1638,2060,10031,32616,30.75,80.71,92.28,True,71.89,False,78.02,False,45.89,70.72,84.16,81.3,83.27,Very High
LGA13800,20015,2198,660,121,24485,81.74,8.98,2.7,0.49,81.74,8.98,2.7,39,29.45,67207,860,1980,2272,7963,33089,24.07,80.53,92.21,True,78.44,False,84.88,False,47.49,72.42,85.52,84.6,89.45,Very High
LGA11720,20413,1731,300,59,24664,82.76,7.02,1.22,0.24,82.76,7.02,1.22,37,29.01,63632,696,1493,1818,4729,28983,16.32,80.35,92.14,True,56.59,False,77.06,False,43.85,68.47,82.3,77.12,73.82,Very High
LGA33360,19810,1397,1639,273,27264,72.66,5.12,6.01,1.0,72.66,5.12,6.01,38,27.51,63515,758,1639,2048,5803,29410,19.73,80.18,92.07,True,61.31,False,78.11,False,44.56,69.27,82.96,78.51,77.27,Very High
LGA17310,20808,2157,419,127,25914,80.3,8.32,1.62,0.49,80.3,8.32,1.62,39,31.98,63070,755,1416,1821,7154,29249,24.46,79.82,91.93,True,68.96,False,78.02,True,45.47,70.27,83.79,80.29,80.91,Very High
LGA25710,19557,726,609,9,21915,89.24,3.31,2.78,0.04,89.24,3.31,2.78,42,31.34,62895,962,2476,2772,15895,34599,45.94,79.65,91.86,True,91.64,True,90.12,True,49.57,74.57,87.17,88.93,98.0,Very High
LGA61410,21987,1181,276,97,25074,87.69,4.71,1.1,0.39,87.69,4.71,1.1,41,33.69,61531,820,1602,1991,11852,31860,37.2,79.29,91.72,True,81.28,False,83.73,True,47.61,72.55,85.62,84.63,89.64,Very High
LGA54200,19923,1048,86,165,22627,88.05,4.63,0.38,0.73,88.05,4.63,0.38,40,31.19,58762,835,1866,2215,9037,29184,30.97,79.12,91.65,True,84.2,True,85.24,True,48.12,73.08,86.03,85.68,91.45,Very High
LGA20830,19615,891,595,311,23365,83.95,3.81,2.55,1.33,83.95,3.81,2.55,41,34.63,57626,726,1495,1874,7538,28290,26.65,78.94,91.58,True,72.18,False,82.74,True,46.38,71.25,84.59,81.99,85.27,Very High
LGA24780,18178,1662,1106,281,23408,77.66,7.1,4.72,1.2,77.66,7.1,4.72,40,32.55,56972,694,1341,1700,5627,24978,22.53,78.76,91.5,True,60.74,False,76.38,False,44.18,68.84,82.61,77.48,75.27,Very High
LGA10050,17855,3878,325,74,24118,74.03,16.08,1.35,0.31,74.03,16.08,1.35,39,31.75,56093,779,1430,1909,8245,27703,29.76,78.41,91.36,True,74.12,False,78.26,True,46.04,70.88,84.29,81.18,82.64,Very High
LGA12390,16444,1502,1159,100,20900,78.68,7.19,5.55,0.48,78.68,7.19,5.55,36,28.97,54922,837,1597,1969,6756,26745,25.26,78.05,91.22,True,70.54,False,78.93,False,45.66,70.48,83.96,80.34,81.36,Very High
LGA11730,18018,1345,916,560,24141,74.64,5.57,3.79,2.32,74.64,5.57,3.79,49,42.94,54115,578,1123,1398,5261,26639,19.75,77.7,91.08,True,45.94,False,75.36,False,42.08,66.46,80.57,73.19,64.55,High
LGA18400,16388,615,168,106,18211,89.99,3.38,0.92,0.58,89.99,3.38,0.92,37,26.94,53961,877,2151,2350,5723,25716,22.25,77.52,91.01,True,79.81,False,84.34,False,47.4,72.33,85.44,83.84,87.27,Very High
LGA33620,18660,931,393,349,22956,81.29,4.06,1.71,1.52,81.29,4.06,1.71,48,41.15,53242,554,1115,1359,4502,24864,18.11,77.17,90.87,True,43.9,False,75.2,False,41.76,66.08,80.24,72.47,63.45,High
LGA18350,18252,1288,464,146,22436,81.35,5.74,2.07,0.65,81.35,5.74,2.07,48,41.61,52709,794,1673,2096,10841,29558,36.68,76.99,90.8,True,81.76,True,91.35,True,48.41,73.39,86.27,85.92,92.0,Very High
LGA24130,16880,1000,56,102,19699,85.69,5.08,0.28,0.52,85.69,5.08,0.28,43,32.73,51458,865,2059,2403,10685,27195,39.29,76.81,90.72,True,89.81,True,89.07,True,49.07,74.06,86.79,87.3,95.82,Very High
LGA62610,16189,1064,2493,85,21052,76.9,5.05,11.84,0.4,76.9,5.05,11.84,37,29.02,50411,691,1325,1632,7148,24481,29.2,76.64,90.66,True,59.45,False,72.16,False,43.34,67.9,81.81,75.43,70.36,Very High
LGA24850,15944,1094,36,43,18530,86.04,5.9,0.19,0.23,86.04,5.9,0.19,36,26.94,49460,789,1719,2012,5335,22802,23.4,76.46,90.58,True,75.96,False,78.92,False,46.22,71.07,84.44,81.19,82.91,Very High
LGA22110,17897,1340,168,297,24334,73.55,5.51,0.69,1.22,73.55,5.51,0.69,52,46.82,48715,603,1110,1417,5494,24247,22.66,76.28,90.51,True,55.02,False,75.04,False,43.12,67.64,81.59,74.92,68.73,High
LGA54830,14566,552,529,9,16910,86.14,3.26,3.13,0.05,86.14,3.26,3.13,33,18.7,45867,812,1716,1996,5746,20817,27.6,75.75,90.3,True,77.05,True,70.63,False,45.29,70.07,83.63,79.16,78.73,Very High
LGA26810,16090,617,661,142,22151,72.64,2.79,2.98,0.64,72.64,2.79,2.98,44,37.78,45639,658,1272,1661,5019,21862,22.96,75.58,90.23,True,60.01,False,78.74,False,44.17,68.83,82.6,76.87,73.27,Very High
LGA14850,14325,1703,816,268,18477,77.53,9.22,4.42,1.45,77.53,9.22,4.42,44,35.81,44334,685,1319,1719,7428,23240,31.96,75.22,90.09,True,67.58,False,78.66,False,45.08,69.84,83.44,78.63,77.64,Very High
LGA10470,13526,1633,699,41,17518,77.21,9.32,3.99,0.23,77.21,9.32,3.99,38,30.76,43567,796,1585,2026,6446,22176,29.07,75.04,90.02,True,74.76,False,80.35,True,46.15,71.01,84.39,80.79,82.18,Very High
LGA16150,13966,1556,557,54,17655,79.11,8.81,3.15,0.31,79.11,8.81,3.15,37,28.93,43512,842,1665,2133,6856,21278,32.22,74.87,89.95,True,78.76,True,80.12,False,46.6,71.48,84.77,81.68,83.64,Very High
LGA27170,14559,1445,280,61,17465,83.36,8.27,1.6,0.35,83.36,8.27,1.6,38,29.41,43253,805,1498,1938,5279,20736,25.46,74.51,89.8,True,72.6,False,77.65,False,45.53,70.33,83.84,79.4,78.91,Very High
LGA36510,14212,938,51,187,17342,81.95,5.41,0.29,1.08,81.95,5.41,0.29,46,37.57,42984,661,1410,1706,5238,21050,24.88,74.34,89.74,True,70.69,False,83.53,True,46.0,70.84,84.25,80.34,81.36,Very High
LGA34580,13278,550,142,94,15340,86.56,3.59,0.93,0.61,86.56,3.59,0.93,39,30.76,41101,665,1457,1684,3765,18132,20.76,73.98,89.59,True,64.44,False,77.75,True,44.5,69.19,82.9,77.22,74.73,Very High
LGA40120,13939,364,178,24,15736,88.58,2.31,1.13,0.15,88.58,2.31,1.13,44,34.97,40879,892,2067,2416,10810,23073,46.85,73.81,89.52,True,90.82,True,91.36,True,49.26,74.26,86.94,87.16,95.27,Very High
LGA63610,14002,745,234,86,16770,83.49,4.44,1.4,0.51,83.49,4.44,1.4,41,32.86,40082,796,1667,2025,10219,22451,45.52,72.92,89.17,True,84.17,True,84.1,True,47.59,72.53,85.61,83.4,87.09,Very High
LGA53800,12367,1519,230,154,16396,75.43,9.26,1.4,0.94,75.43,9.26,1.4,40,30.71,39489,777,1536,2003,3779,18394,20.54,72.74,89.1,True,65.61,False,79.56,True,44.78,69.51,83.17,77.57,75.64,Very High
LGA34530,12186,625,760,155,15985,76.23,3.91,4.75,0.97,76.23,3.91,4.75,43,35.28,39398,765,1625,2008,4513,18880,23.9,72.39,88.96,True,70.07,False,85.59,True,46.05,70.89,84.3,80.08,80.18,Very High
LGA44550,13649,681,70,77,15498,88.07,4.39,0.45,0.5,88.07,4.39,0.45,39,29.81,39217,828,1753,2114,6835,20243,33.76,72.21,88.88,True,83.82,True,82.38,False,47.3,72.23,85.37,82.66,86.0,Very High
LGA56090,12989,502,22,22,14516,89.48,3.46,0.15,0.15,89.48,3.46,0.15,44,34.39,39166,817,1907,2270,6142,19721,31.14,72.04,88.82,True,85.48,True,89.24,True,48.29,73.26,86.18,84.73,89.82,Very High
LGA50080,13322,1090,67,219,17025,78.25,6.4,0.39,1.29,78.25,6.4,0.39,45,37.36,38763,710,1350,1757,4843,18875,25.66,71.86,88.74,True,69.26,False,81.48,False,45.41,70.2,83.74,78.68,77.82,Very High
LGA21370,13593,1224,37,200,16804,80.89,7.28,0.22,1.19,80.89,7.28,0.22,47,39.61,38735,668,1264,1630,3653,17448,20.94,71.68,88.67,True,58.31,False,80.18,False,43.88,68.5,82.32,75.56,70.55,Very High
LGA25150,12518,829,85,58,14807,84.54,5.6,0.57,0.39,84.54,5.6,0.57,39,29.3,37632,802,1785,2127,5109,18154,28.14,71.15,88.46,True,81.56,True,82.5,False,46.98,71.89,85.1,81.78,83.91,Very High
LGA36660,12807,889,158,110,16234,78.89,5.48,0.97,0.68,78.89,5.48,0.97,48,41.26,36290,590,1108,1396,3545,16411,21.6,69.91,87.96,True,52.14,False,74.78,False,42.27,66.68,80.76,72.1,61.64,High
LGA10550,12340,1267,700,241,17546,70.33,7.22,3.99,1.37,70.33,7.22,3.99,52,46.59,35942,645,1200,1501,5570,19191,29.02,69.56,87.82,True,61.32,False,78.12,False,43.85,68.48,82.3,75.12,69.45,Very High
LGA26730,11658,1589,622,107,15223,76.58,10.44,4.09,0.7,76.58,10.44,4.09,42,34.2,35406,759,1420,1891,5410,17334,31.21,69.38,87.75,True,71.53,False,80.42,True,45.4,70.19,83.72,78.19,76.55,Very High
LGA37310,10732,887,101,125,14498,74.02,6.12,0.7,0.86,74.02,6.12,0.7,38,29.44,33843,716,1374,1713,2795,14695,19.02,69.2,87.68,True,58.23,False,74.2,False,42.94,67.44,81.42,73.25,64.91,High
LGA36630,11722,267,517,144,14700,79.74,1.82,3.52,0.98,79.74,1.82,3.52,48,41.32,32996,542,1045,1337,2548,14526,17.54,69.03,87.61,True,39.02,False,73.48,False,40.31,64.37,78.73,68.21,52.0,High
LGA57700,9959,74,36,112,10883,91.51,0.68,0.33,1.03,91.51,0.68,0.33,33,20.87,32173,909,2097,2242,3092,14409,21.46,68.67,87.47,True,78.24,False,77.74,False,45.85,70.68,84.12,78.97,78.36,Very High
LGA13310,10534,1036,355,94,13847,76.07,7.48,2.56,0.68,76.07,7.48,2.56,41,34.19,32053,749,1466,1939,3568,15754,22.65,68.5,87.4,True,67.27,False,81.42,True,44.94,69.68,83.31,77.09,73.64,Very High
LGA14350,10220,294,664,142,13104,77.99,2.24,5.07,1.08,77.99,2.24,5.07,48,41.8,30688,550,1085,1347,2565,14843,17.28,68.14,87.26,True,37.78,False,74.35,False,40.19,64.23,78.61,67.84,51.45,High
LGA26170,11464,331,111,78,16154,70.97,2.05,0.69,0.48,70.97,2.05,0.69,49,42.37,30577,655,1266,1651,4118,15123,27.23,67.96,87.18,True,65.95,False,80.7,False,44.65,69.36,83.04,76.41,72.0,Very High
LGA24900,10801,890,30,176,14030,76.99,6.34,0.21,1.25,76.99,6.34,0.21,48,41.83,30522,629,1192,1505,2531,13438,18.83,67.79,87.12,True,50.02,False,77.73,False,42.24,66.63,80.73,71.63,60.36,High
LGA26700,10637,1128,10,57,12952,82.13,8.71,0.08,0.44,82.13,8.71,0.08,45,37.99,29808,727,1326,1771,4072,14786,27.54,67.61,87.04,True,69.94,False,81.32,False,45.2,69.97,83.54,77.45,75.09,Very High
LGA32260,9455,732,503,212,12952,73.0,5.65,3.88,1.64,73.0,5.65,3.88,46,38.81,29157,647,1204,1475,2352,13176,17.85,67.26,86.9,True,44.67,False,77.07,False,41.41,65.67,79.89,69.96,56.18,High
LGA10180,8967,1108,468,55,12055,74.38,9.19,3.88,0.46,74.38,9.19,3.88,37,31.22,29124,719,1404,1844,5971,15646,38.16,67.08,86.83,True,73.76,False,77.1,True,45.11,69.88,83.47,77.18,74.55,Very High
LGA53990,9503,360,47,149,11312,84.01,3.18,0.42,1.32,84.01,3.18,0.42,40,30.47,28567,773,1788,2067,2817,13320,21.15,66.55,86.62,True,73.38,False,83.78,True,45.85,70.68,84.12,78.59,77.45,Very High
LGA13450,7785,428,928,85,10019,77.7,4.27,9.26,0.85,77.7,4.27,9.26,37,28.46,27086,837,1738,2006,2797,11610,24.09,65.84,86.34,True,68.16,False,80.63,False,44.78,69.5,83.16,76.27,71.82,Very High
LGA44620,8497,1484,934,9,12125,70.08,12.24,7.7,0.07,70.08,12.24,7.7,41,33.91,26878,702,1232,1684,2481,11404,21.76,65.66,86.26,True,50.98,False,73.1,False,41.61,65.9,80.09,70.03,56.36,High
LGA36820,9073,339,301,194,11495,78.93,2.95,2.62,1.69,78.93,2.95,2.62,49,42.18,26244,625,1167,1478,2953,13069,22.6,65.49,86.2,True,54.98,False,76.85,False,42.61,67.06,81.09,71.92,61.27,High
LGA61610,9392,1234,24,98,11600,80.97,10.64,0.21,0.84,80.97,10.64,0.21,43,35.69,26150,630,1167,1495,2600,11906,21.84,65.31,86.12,True,56.06,False,72.54,False,42.17,66.56,80.66,71.05,58.55,High
LGA15270,8811,609,84,110,11339,77.71,5.37,0.74,0.97,77.71,5.37,0.74,42,34.28,25713,703,1486,1966,2649,12460,21.26,64.96,85.98,True,67.23,False,82.23,True,44.8,69.53,83.18,76.15,71.09,Very High
LGA65810,9390,117,186,72,10901,86.14,1.07,1.71,0.66,86.14,1.07,1.71,45,37.98,25145,700,1402,1758,4105,12974,31.64,64.78,85.91,True,73.64,False,83.8,True,45.77,70.59,84.05,78.09,76.36,Very High
LGA40310,9077,491,84,60,10612,85.54,4.63,0.79,0.57,85.54,4.63,0.79,45,37.09,25066,749,1480,1910,3232,12027,26.87,64.6,85.84,True,73.63,False,84.82,True,45.88,70.71,84.15,78.28,76.73,Very High
LGA36580,8778,154,19,99,10294,85.27,1.5,0.18,0.96,85.27,1.5,0.18,45,36.53,25057,620,1312,1517,2082,11354,18.34,64.42,85.77,True,54.32,False,79.03,False,42.73,67.2,81.21,71.95,61.45,High
LGA42030,8193,1679,120,48,10748,76.23,15.62,1.12,0.45,76.23,15.62,1.12,41,34.92,24988,701,1324,1728,2560,11396,22.46,64.07,85.63,True,63.26,False,77.93,False,43.71,68.31,82.16,73.8,66.55,High
LGA22490,8169,95,7,14,9019,90.58,1.05,0.08,0.16,90.58,1.05,0.08,39,28.32,24985,783,1899,2125,3147,12253,25.68,63.89,85.56,True,81.96,False,83.01,False,46.63,71.51,84.8,79.69,79.27,Very High
