LGA_CODE_2021,separate_house,semi_attached,flat_apartment,other_dwelling,total_dwellings,pct_separate,pct_semi_attached,pct_apartment,pct_other,pct_low_density,pct_medium_density,pct_high_density,median_age,pct_age_55_plus,total_population,median_personal_income,median_household_income,median_family_income,tertiary_qualified,total_qualified,pct_tertiary,urban_proximity_score,subdivision_potential_score,high_subdivision_potential,luxury_apartment_demand_score,high_luxury_demand,downsizing_wave_score,high_downsizing_potential,transform_prob_5yr,transform_prob_10yr,transform_prob_15yr,redevelopment_readiness_score,readiness_percentile,readiness_category
LGA51310,7619,1202,1540,0,11246,67.75,10.69,13.69,0.0,67.75,10.69,13.69,41,30.46,28876,1222,2964,3898,11627,17620,65.99,66.9,85.47,False,85.07,True,88.96,True,47.69,72.64,85.69,82.53,85.82,Very High
LGA44340,19832,2806,2365,51,26624,74.49,10.54,8.88,0.19,74.49,10.54,8.88,42,33.26,67617,891,1996,2518,21447,38791,55.29,80.88,92.35,True,83.93,True,88.85,True,48.61,73.59,86.43,87.08,94.91,Very High
LGA40700,11840,3900,1911,15,19254,61.49,20.26,9.93,0.08,61.49,20.26,9.93,44,35.85,46030,970,2069,2686,17494,27235,64.23,75.93,85.51,False,85.21,True,88.72,True,47.68,72.63,85.68,84.32,88.73,Very High
LGA14500,28718,1624,11365,121,45029,63.78,3.61,25.24,0.27,63.78,3.61,25.24,42,31.62,124076,1117,3038,3447,51603,74913,68.88,88.67,91.91,False,74.26,False,88.58,True,47.38,72.31,85.43,86.02,92.55,Very High
LGA24210,32131,7437,4958,11,48744,65.92,15.26,10.17,0.02,65.92,15.26,10.17,43,35.04,124700,756,1920,2252,37125,68630,54.09,88.85,93.21,False,81.53,True,88.3,True,48.41,73.38,86.27,88.19,97.09,Very High
LGA23350,6253,236,37,68,7309,85.55,3.23,0.51,0.93,85.55,3.23,0.51,47,39.73,17368,777,1511,1954,3077,9292,33.11,58.23,83.29,False,78.49,False,88.21,True,46.47,71.35,84.66,78.31,76.91,Very High
LGA54760,258,4,0,4,356,72.47,1.12,0.0,1.12,72.47,1.12,0.0,44,34.46,769,1007,1820,2225,85,326,26.07,10.27,45.65,False,80.8,False,87.98,True,40.35,64.42,78.78,57.94,32.18,Medium
LGA56370,247,18,0,0,340,72.65,5.29,0.0,0.0,72.65,5.29,0.0,47,40.53,787,923,1483,1875,44,310,14.19,10.62,45.82,False,55.21,False,87.84,True,36.83,60.09,74.79,51.63,21.27,Medium
LGA42250,2666,20,3,58,3506,76.04,0.57,0.09,1.65,76.04,0.57,0.09,45,35.13,8636,811,1747,2039,719,3829,18.78,43.72,74.76,False,67.26,False,87.59,True,43.6,68.19,82.06,69.88,55.82,High
LGA36250,49276,6680,2559,170,63200,77.97,10.57,4.05,0.27,77.97,10.57,4.05,43,34.64,159222,786,1767,2131,23511,81214,28.95,92.21,96.88,True,78.45,True,87.58,True,48.53,73.51,86.37,89.01,98.18,Very High
LGA55530,132,3,0,7,171,77.19,1.75,0.0,4.09,77.19,1.75,0.0,47,41.03,407,806,1468,1937,39,190,20.53,4.96,42.8,False,65.19,False,87.36,True,37.6,61.06,75.71,51.97,21.45,Medium
LGA14000,35868,4292,11283,119,54684,65.59,7.85,20.63,0.22,65.59,7.85,20.63,41,30.42,151811,958,2417,2825,51938,89891,57.78,90.97,93.87,False,76.33,False,87.2,True,47.77,72.72,85.75,87.24,95.64,Very High
LGA17640,3138,60,13,19,4226,74.25,1.42,0.31,0.45,74.25,1.42,0.31,49,42.69,8514,753,1465,1906,1094,4282,25.55,43.54,74.44,False,72.68,False,87.15,True,44.17,68.84,82.6,71.0,58.36,High
LGA26490,12363,754,83,39,19527,63.31,3.86,0.43,0.2,63.31,3.86,0.43,42,32.93,37694,941,2088,2441,9831,21680,45.35,71.33,84.71,False,91.39,True,86.72,True,48.05,73.01,85.98,84.21,88.18,Very High
LGA20660,36197,7746,3636,40,51602,70.15,15.01,7.05,0.08,70.15,15.01,7.05,40,30.61,126236,915,2027,2521,36642,70544,51.94,89.03,95.61,True,85.27,True,86.68,True,49.02,74.01,86.75,89.48,98.55,Very High
LGA51610,480,0,0,26,601,79.87,0.0,0.0,4.33,79.87,0.0,0.0,44,30.46,1556,932,2046,2286,151,766,19.71,19.65,50.97,False,73.73,False,86.64,True,40.17,64.21,78.59,59.31,36.36,Medium
LGA16100,1914,82,26,9,2506,76.38,3.27,1.04,0.36,76.38,3.27,1.04,47,39.73,5580,759,1441,1869,596,2809,21.22,35.93,65.53,False,65.23,False,86.35,True,41.59,65.88,80.07,64.74,44.91,High
LGA19399,280,23,11,7,413,67.8,5.57,2.66,1.69,67.8,5.57,2.66,45,36.71,1016,900,1638,1927,120,497,24.14,13.63,46.23,False,72.9,False,86.29,True,39.16,62.98,77.48,56.39,29.09,Medium
LGA59170,347,12,4,0,452,76.77,2.65,0.88,0.0,76.77,2.65,0.88,41,33.89,1021,1015,1739,2243,119,465,25.59,13.98,47.63,False,78.15,False,86.16,True,40.11,64.13,78.51,58.16,33.45,Medium
LGA50630,577,18,0,5,757,76.22,2.38,0.0,0.66,76.22,2.38,0.0,42,33.31,1705,834,1760,2131,144,754,19.1,21.42,51.98,False,68.56,False,86.06,True,39.58,63.49,77.94,58.53,34.82,Medium
LGA12700,3469,55,8,32,3998,86.77,1.38,0.2,0.8,86.77,1.38,0.2,46,38.12,9541,710,1485,1856,1170,4739,24.69,46.19,77.56,False,72.73,False,86.01,True,44.56,69.26,82.96,72.19,62.55,High
LGA25490,6221,176,10,26,8065,77.14,2.18,0.12,0.32,77.14,2.18,0.12,45,37.0,17374,767,1530,1916,2414,8492,28.43,58.41,83.36,False,77.15,False,85.8,True,46.03,70.87,84.28,77.43,74.91,Very High
LGA25340,55205,7055,1886,450,89181,61.9,7.91,2.11,0.5,61.9,7.91,2.11,48,40.95,168948,761,1555,2054,29626,89268,33.19,93.1,92.61,False,77.7,False,85.59,True,47.55,72.49,85.57,87.23,95.45,Very High
LGA34530,12186,625,760,155,15985,76.23,3.91,4.75,0.97,76.23,3.91,4.75,43,35.28,39398,765,1625,2008,4513,18880,23.9,72.39,88.96,True,70.07,False,85.59,True,46.05,70.89,84.3,80.08,80.18,Very High
LGA52100,372,17,0,5,468,79.49,3.63,0.0,1.07,79.49,3.63,0.0,47,40.12,1007,838,1399,2007,79,414,19.08,13.19,47.29,False,60.04,False,85.56,True,37.47,60.9,75.55,53.22,24.0,Medium
LGA54550,696,30,0,5,954,72.96,3.14,0.0,0.52,72.96,3.14,0.0,45,38.61,1901,882,1446,2004,224,824,27.18,22.3,52.72,False,73.73,False,85.44,True,40.33,64.39,78.75,60.07,38.0,High
LGA54200,19923,1048,86,165,22627,88.05,4.63,0.38,0.73,88.05,4.63,0.38,40,31.19,58762,835,1866,2215,9037,29184,30.97,79.12,91.65,True,84.2,True,85.24,True,48.12,73.08,86.03,85.68,91.45,Very High
LGA35740,17361,2615,1696,72,26658,65.12,9.81,6.36,0.27,65.12,9.81,6.36,50,43.88,56298,722,1467,1800,10797,31939,33.81,78.58,88.64,False,71.9,False,85.22,True,46.18,71.03,84.41,81.59,83.45,Very High
LGA57000,126,0,0,4,178,70.79,0.0,0.0,2.25,70.79,0.0,0.0,43,34.34,629,1305,1652,2018,37,347,10.66,8.32,44.59,False,56.82,False,85.21,True,36.45,59.61,74.33,50.55,20.18,Medium
LGA23670,47854,7959,1531,47,60403,79.22,13.18,2.53,0.08,79.22,13.18,2.53,40,30.78,159103,797,1884,2194,34547,83315,41.47,92.04,96.82,True,86.01,True,85.2,True,49.12,74.11,86.83,90.26,99.27,Very High
LGA59320,161,0,0,0,208,77.4,0.0,0.0,0.0,77.4,0.0,0.0,45,39.96,448,741,1385,1663,39,208,18.75,5.66,43.16,False,58.68,False,85.15,True,36.43,59.59,74.32,50.04,18.73,Medium
LGA27450,52325,2919,313,216,59475,87.98,4.91,0.53,0.36,87.98,4.91,0.53,40,30.66,156068,808,1881,2203,26120,80367,32.5,91.5,96.6,True,85.16,True,85.03,True,48.97,73.96,86.71,89.83,98.91,Very High
LGA14650,68750,7813,3589,406,86059,79.89,9.08,4.17,0.47,79.89,9.08,4.17,42,34.77,213845,759,1623,2050,32215,109134,29.52,95.93,98.37,True,75.51,False,85.0,True,48.12,73.09,86.04,88.82,97.82,Very High
LGA10250,13126,3776,921,397,19700,66.63,19.17,4.68,2.02,66.63,19.17,4.68,48,41.12,46296,737,1429,1848,8585,25152,34.13,76.11,88.52,False,72.65,False,84.96,True,46.22,71.07,84.44,81.18,82.64,Very High
LGA11400,4599,69,55,185,5480,83.92,1.26,1.0,3.38,83.92,1.26,1.0,44,36.06,13766,768,1538,1984,1847,6686,27.62,53.1,81.24,False,75.71,False,84.96,True,45.4,70.19,83.73,75.16,69.64,Very High
LGA40310,9077,491,84,60,10612,85.54,4.63,0.79,0.57,85.54,4.63,0.79,45,37.09,25066,749,1480,1910,3232,12027,26.87,64.6,85.84,True,73.63,False,84.82,True,45.88,70.71,84.15,78.28,76.73,Very High
LGA63610,14002,745,234,86,16770,83.49,4.44,1.4,0.51,83.49,4.44,1.4,41,32.86,40082,796,1667,2025,10219,22451,45.52,72.92,89.17,True,84.17,True,84.1,True,47.59,72.53,85.61,83.4,87.09,Very High
LGA10850,2628,82,22,13,3040,86.45,2.7,0.72,0.43,86.45,2.7,0.72,43,34.97,7497,765,1547,1974,896,3599,24.9,41.77,71.7,False,73.85,False,83.95,True,43.46,68.03,81.92,69.31,54.55,High
LGA15560,1210,19,44,10,1489,81.26,1.28,2.96,0.67,81.26,1.28,2.96,45,38.17,3353,782,1401,1790,284,1448,19.61,28.5,58.11,False,58.48,False,83.91,True,39.03,62.82,77.33,58.73,35.27,Medium
LGA65810,9390,117,186,72,10901,86.14,1.07,1.71,0.66,86.14,1.07,1.71,45,37.98,25145,700,1402,1758,4105,12974,31.64,64.78,85.91,True,73.64,False,83.8,True,45.77,70.59,84.05,78.09,76.36,Very High
LGA53990,9503,360,47,149,11312,84.01,3.18,0.42,1.32,84.01,3.18,0.42,40,30.47,28567,773,1788,2067,2817,13320,21.15,66.55,86.62,True,73.38,False,83.78,True,45.85,70.68,84.12,78.59,77.45,Very High
LGA61410,21987,1181,276,97,25074,87.69,4.71,1.1,0.39,87.69,4.71,1.1,41,33.69,61531,820,1602,1991,11852,31860,37.2,79.29,91.72,True,81.28,False,83.73,True,47.61,72.55,85.62,84.63,89.64,Very High
LGA43710,2019,26,0,23,2801,72.08,0.93,0.0,0.82,72.08,0.93,0.0,44,34.48,5910,809,1557,1905,575,2641,21.77,36.81,66.54,False,70.45,False,83.7,True,42.1,66.48,80.59,65.86,48.18,High
LGA52520,397,11,0,16,516,76.94,2.13,0.0,3.1,76.94,2.13,0.0,39,30.24,1379,1015,1812,2198,111,569,19.51,18.76,50.26,False,70.14,False,83.66,True,39.15,62.98,77.47,57.28,30.91,Medium
LGA55670,199,4,0,3,250,79.6,1.6,0.0,1.2,79.6,1.6,0.0,42,36.97,660,742,1443,1676,47,303,15.51,8.85,44.86,False,55.34,False,83.64,True,36.06,59.12,73.86,49.97,18.27,Medium
LGA36510,14212,938,51,187,17342,81.95,5.41,0.29,1.08,81.95,5.41,0.29,46,37.57,42984,661,1410,1706,5238,21050,24.88,74.34,89.74,True,70.69,False,83.53,True,46.0,70.84,84.25,80.34,81.36,Very High
LGA55950,215,0,0,0,293,73.38,0.0,0.0,0.0,73.38,0.0,0.0,44,34.54,579,756,1547,1875,47,223,21.08,7.61,44.2,False,68.62,False,83.52,True,37.81,61.32,75.94,52.82,22.91,Medium
LGA11650,103225,15743,11486,983,146248,70.58,10.76,7.85,0.67,70.58,10.76,7.85,43,35.15,346596,727,1507,1954,48947,174231,28.09,98.76,99.5,True,68.55,False,83.52,True,47.31,72.23,85.37,87.62,96.18,Very High
LGA52660,4886,303,15,93,5768,84.71,5.25,0.26,1.61,84.71,5.25,0.26,40,30.93,14686,777,1746,2089,1318,6854,19.23,54.87,81.95,False,68.18,False,83.34,True,44.39,69.07,82.8,73.44,65.27,High
LGA47700,34400,3172,966,17,40281,85.4,7.87,2.4,0.04,85.4,7.87,2.4,41,32.85,101174,778,1635,2023,16574,50526,32.8,85.84,94.34,True,78.77,False,83.29,True,47.67,72.62,85.67,85.99,92.36,Very High
LGA36720,93500,16635,16371,1055,141059,66.28,11.79,11.61,0.75,66.28,11.79,11.61,43,34.88,342541,755,1595,1920,58873,183699,32.05,98.41,97.24,False,68.75,False,83.2,True,46.93,71.84,85.06,86.84,94.73,Very High
LGA13340,3828,77,4,10,4481,85.43,1.72,0.09,0.22,85.43,1.72,0.09,44,36.98,11157,723,1420,1833,1199,5172,23.18,48.32,79.33,False,69.22,False,83.2,True,44.06,68.71,82.5,71.57,60.0,High
LGA43650,5299,74,6,16,5819,91.06,1.27,0.1,0.27,91.06,1.27,0.1,40,30.08,15792,770,1781,2046,1687,7163,23.55,55.75,82.3,False,77.63,False,83.18,True,45.6,70.4,83.9,76.04,70.82,Very High
LGA20830,19615,891,595,311,23365,83.95,3.81,2.55,1.33,83.95,3.81,2.55,41,34.63,57626,726,1495,1874,7538,28290,26.65,78.94,91.58,True,72.18,False,82.74,True,46.38,71.25,84.59,81.99,85.27,Very High
LGA17040,6995,385,551,60,10589,66.06,3.64,5.2,0.57,66.06,3.64,5.2,43,34.43,21666,835,1593,2092,3350,11649,28.76,61.95,82.53,False,73.55,False,82.6,True,45.06,69.82,83.42,76.19,71.36,Very High
LGA30450,100,0,3,7,160,62.5,0.0,1.88,4.38,62.5,0.0,1.88,38,31.49,308,991,1875,2374,22,145,15.17,4.07,37.96,False,61.91,False,82.54,True,35.52,58.43,73.2,48.31,15.64,Medium
LGA15270,8811,609,84,110,11339,77.71,5.37,0.74,0.97,77.71,5.37,0.74,42,34.28,25713,703,1486,1966,2649,12460,21.26,64.96,85.98,True,67.23,False,82.23,True,44.8,69.53,83.18,76.15,71.09,Very High
LGA34710,1184,62,34,38,1648,71.84,3.76,2.06,2.31,71.84,3.76,2.06,40,32.74,3647,938,1561,2094,405,1844,21.96,30.62,59.54,False,69.01,False,82.12,True,40.47,64.56,78.9,61.77,40.91,High
LGA11350,10293,1375,773,353,15220,67.63,9.03,5.08,2.32,67.63,9.03,5.08,43,32.94,36116,764,1602,1926,8908,21798,40.87,69.73,86.54,False,78.23,False,81.97,True,46.21,71.07,84.44,79.96,80.0,Very High
LGA51260,13238,1366,74,268,20096,65.87,6.8,0.37,1.33,65.87,6.8,0.37,45,36.59,40640,751,1459,1866,5704,20567,27.73,73.45,87.02,False,74.29,False,81.86,True,45.8,70.62,84.07,79.83,79.45,Very High
LGA15750,4114,384,31,33,5291,77.75,7.26,0.59,0.62,77.75,7.26,0.59,40,33.59,12703,778,1498,1944,1060,5493,19.3,50.97,80.39,False,63.14,False,81.83,True,43.3,67.85,81.77,70.55,58.0,High
LGA16900,21963,3931,1300,312,28891,76.02,13.61,4.5,1.08,76.02,13.61,4.5,39,31.01,76271,729,1647,1977,8020,36368,22.05,82.3,92.92,True,68.18,False,81.72,True,45.99,70.83,84.25,81.81,84.18,Very High
LGA55600,752,53,0,10,1010,74.46,5.25,0.0,0.99,74.46,5.25,0.0,44,34.9,2292,803,1445,1906,192,970,19.79,23.72,54.07,False,63.2,False,81.68,True,38.63,62.33,76.88,57.18,30.55,Medium
LGA53290,4339,413,95,72,6080,71.37,6.79,1.56,1.18,71.37,6.79,1.56,42,33.0,13883,806,1521,2014,1267,6269,20.21,53.45,81.38,False,64.37,False,81.58,True,43.59,68.18,82.05,71.59,60.18,High
LGA54900,438,18,3,4,672,65.18,2.68,0.45,0.6,65.18,2.68,0.45,41,31.7,1265,1001,1715,2100,141,519,27.17,17.17,46.64,False,79.08,False,81.51,True,39.42,63.3,77.77,57.57,32.0,Medium
LGA13310,10534,1036,355,94,13847,76.07,7.48,2.56,0.68,76.07,7.48,2.56,41,34.19,32053,749,1466,1939,3568,15754,22.65,68.5,87.4,True,67.27,False,81.42,True,44.94,69.68,83.31,77.09,73.64,Very High
LGA22750,89397,10866,2558,556,115839,77.17,9.38,2.21,0.48,77.17,9.38,2.21,39,31.51,271057,769,1592,2051,50113,140374,35.7,98.05,99.22,True,79.33,False,81.32,True,48.27,73.24,86.16,89.54,98.73,Very High
LGA40910,15664,3638,1987,3,22732,68.91,16.0,8.74,0.01,68.91,16.0,8.74,40,31.92,54800,758,1590,2058,13557,28684,47.26,77.88,90.53,False,75.59,False,81.21,True,46.44,71.31,84.64,81.94,84.73,Very High
LGA36300,209,0,0,0,331,63.14,0.0,0.0,0.0,63.14,0.0,0.0,37,31.41,761,918,1757,1929,49,346,14.16,10.09,41.64,False,60.79,False,81.14,True,35.87,58.87,73.63,49.99,18.55,Medium
LGA17620,4988,385,44,65,6355,78.49,6.06,0.69,1.02,78.49,6.06,0.69,42,34.65,14229,751,1429,1914,1362,6542,20.82,53.63,81.45,False,64.25,False,81.06,True,43.52,68.1,81.98,71.49,59.73,High
LGA11750,1270,44,68,20,1940,65.46,2.27,3.51,1.03,65.46,2.27,3.51,37,30.43,4059,900,1740,2260,287,1843,15.57,31.86,58.27,False,58.55,False,80.84,True,38.64,62.35,76.9,58.7,35.09,Medium
LGA18200,2348,105,33,49,3026,77.59,3.47,1.09,1.62,77.59,3.47,1.09,43,35.53,7453,717,1392,1765,639,3388,18.86,41.42,71.47,False,58.09,False,80.82,True,40.96,65.14,79.42,64.45,44.18,High
LGA64810,6373,100,8,20,7749,82.24,1.29,0.1,0.26,82.24,1.29,0.1,42,34.85,16734,726,1400,1719,1999,8362,23.91,57.17,82.87,False,69.33,False,80.49,True,44.33,69.01,82.75,73.75,66.36,High
LGA30410,995,3,27,16,1417,70.22,0.21,1.91,1.13,70.22,0.21,1.91,43,34.29,2849,858,1418,1962,264,1257,21.0,26.37,56.25,False,63.28,False,80.43,True,38.87,62.63,77.15,58.08,32.91,Medium
LGA26730,11658,1589,622,107,15223,76.58,10.44,4.09,0.7,76.58,10.44,4.09,42,34.2,35406,759,1420,1891,5410,17334,31.21,69.38,87.75,True,71.53,False,80.42,True,45.4,70.19,83.72,78.19,76.55,Very High
LGA13550,4224,356,83,22,5336,79.16,6.67,1.56,0.41,79.16,6.67,1.56,37,31.17,12929,780,1557,2001,1163,5691,20.44,52.04,80.82,False,65.48,False,80.39,True,43.49,68.06,81.95,71.12,58.73,High
LGA10470,13526,1633,699,41,17518,77.21,9.32,3.99,0.23,77.21,9.32,3.99,38,30.76,43567,796,1585,2026,6446,22176,29.07,75.04,90.02,True,74.76,False,80.35,True,46.15,71.01,84.39,80.79,82.18,Very High
LGA47630,2440,78,7,14,2920,83.56,2.67,0.24,0.48,83.56,2.67,0.24,41,32.8,6891,817,1470,1829,586,2970,19.73,40.71,70.07,False,63.43,False,80.27,True,41.35,65.6,79.82,65.09,46.18,High
LGA45090,3108,138,9,10,3800,81.79,3.63,0.24,0.26,81.79,3.63,0.24,41,33.57,8686,786,1435,1797,821,3558,23.07,44.07,75.0,False,69.41,False,80.14,True,42.96,67.47,81.45,68.7,52.73,High
LGA10950,840,47,6,11,1184,70.95,3.97,0.51,0.93,70.95,3.97,0.51,41,33.16,2467,774,1444,1931,225,1036,21.72,24.6,54.77,False,66.84,False,79.89,True,39.01,62.8,77.31,58.03,32.73,Medium
LGA23190,7469,351,371,21,9126,81.84,3.85,4.07,0.23,81.84,3.85,4.07,41,34.74,20429,772,1381,1850,2345,9430,24.87,60.71,84.28,True,65.76,False,79.79,True,44.03,68.67,82.47,73.81,66.73,High
LGA18450,55191,9827,14928,565,86119,64.09,11.41,17.33,0.66,64.09,11.41,17.33,39,30.78,214564,754,1682,2151,40088,112187,35.73,96.11,95.07,False,66.25,True,79.75,True,45.87,70.7,84.14,84.24,88.55,Very High
LGA53800,12367,1519,230,154,16396,75.43,9.26,1.4,0.94,75.43,9.26,1.4,40,30.71,39489,777,1536,2003,3779,18394,20.54,72.74,89.1,True,65.61,False,79.56,True,44.78,69.51,83.17,77.57,75.64,Very High
LGA22620,42612,3291,436,162,50599,84.22,6.5,0.86,0.32,84.22,6.5,0.86,40,32.46,121470,739,1448,1865,18505,59679,31.01,87.96,95.18,True,75.41,False,79.34,True,46.94,71.85,85.06,84.83,90.18,Very High
LGA45340,60671,5761,1237,365,73056,83.05,7.89,1.69,0.5,83.05,7.89,1.69,41,32.72,175204,710,1410,1778,23028,85654,26.88,93.98,97.59,True,70.74,False,78.68,True,46.69,71.58,84.85,85.43,91.09,Very High
LGA15300,3433,443,77,47,4953,69.31,8.94,1.55,0.95,69.31,8.94,1.55,38,30.15,12751,816,1524,1919,1125,6071,18.53,51.33,80.14,False,60.79,False,78.54,True,42.53,66.97,81.02,69.14,53.82,High
LGA44060,26969,8564,2606,9,40689,66.28,21.05,6.4,0.02,66.28,21.05,6.4,39,30.9,94721,776,1557,2038,20534,50134,40.96,84.78,91.79,False,76.01,False,78.53,True,46.37,71.24,84.58,83.13,86.36,Very High
LGA52450,433,9,0,4,614,70.52,1.47,0.0,0.65,70.52,1.47,0.0,37,30.34,1302,714,1496,1971,70,489,14.31,17.88,49.76,False,55.65,False,78.5,True,36.31,59.43,74.16,52.04,21.64,Medium
LGA36910,53465,8420,2388,253,70496,75.84,11.94,3.39,0.36,75.84,11.94,3.39,39,31.36,173204,743,1461,1847,25218,82807,30.45,93.63,97.45,True,72.85,False,78.46,True,46.89,71.79,85.02,85.79,91.82,Very High
LGA14300,1977,35,68,14,2368,83.49,1.48,2.87,0.59,83.49,1.48,2.87,41,32.95,6415,742,1398,1796,499,3304,15.1,38.94,68.41,False,50.61,False,78.45,True,39.08,62.89,77.39,60.58,38.55,High
LGA50280,5441,278,41,92,8121,67.0,3.42,0.5,1.13,67.0,3.42,0.5,42,30.81,16791,785,1529,1871,3053,9161,33.33,57.35,81.23,False,79.12,False,78.27,True,45.0,69.75,83.36,75.19,69.82,Very High
LGA10050,17855,3878,325,74,24118,74.03,16.08,1.35,0.31,74.03,16.08,1.35,39,31.75,56093,779,1430,1909,8245,27703,29.76,78.41,91.36,True,74.12,False,78.26,True,46.04,70.88,84.29,81.18,82.64,Very High
LGA33610,3389,233,66,32,4335,78.18,5.37,1.52,0.74,78.18,5.37,1.52,40,32.85,10310,754,1394,1735,967,4282,22.58,47.43,78.97,False,65.83,False,78.2,True,42.93,67.44,81.42,69.18,54.18,High
LGA53640,425,4,0,0,612,69.44,0.65,0.0,0.0,69.44,0.65,0.0,39,30.62,1215,911,1482,2034,113,472,23.94,16.99,48.91,False,72.06,False,78.17,True,38.41,62.07,76.64,55.63,27.64,Medium
LGA17310,20808,2157,419,127,25914,80.3,8.32,1.62,0.49,80.3,8.32,1.62,39,31.98,63070,755,1416,1821,7154,29249,24.46,79.82,91.93,True,68.96,False,78.02,True,45.47,70.27,83.79,80.29,80.91,Very High
LGA41060,32241,11614,5166,102,53138,60.67,21.86,9.72,0.19,60.67,21.86,9.72,41,32.43,121840,786,1563,2072,24883,62094,40.07,88.32,90.0,False,72.56,False,77.87,True,45.58,70.39,83.88,82.27,85.55,Very High
LGA34580,13278,550,142,94,15340,86.56,3.59,0.93,0.61,86.56,3.59,0.93,39,30.76,41101,665,1457,1684,3765,18132,20.76,73.98,89.59,True,64.44,False,77.75,True,44.5,69.19,82.9,77.22,74.73,Very High
