LGA_CODE_2021,separate_house,semi_attached,flat_apartment,other_dwelling,total_dwellings,pct_separate,pct_semi_attached,pct_apartment,pct_other,pct_low_density,pct_medium_density,pct_high_density,median_age,pct_age_55_plus,total_population,median_personal_income,median_household_income,median_family_income,tertiary_qualified,total_qualified,pct_tertiary,urban_proximity_score,subdivision_potential_score,high_subdivision_potential,luxury_apartment_demand_score,high_luxury_demand,downsizing_wave_score,high_downsizing_potential,transform_prob_5yr,transform_prob_10yr,transform_prob_15yr,redevelopment_readiness_score,readiness_percentile,readiness_category
LGA14650,68750,7813,3589,406,86059,79.89,9.08,4.17,0.47,79.89,9.08,4.17,42,34.77,213845,759,1623,2050,32215,109134,29.52,95.93,98.37,True,75.51,False,85.0,True,48.12,73.09,86.04,88.82,97.82,Very High
LGA58760,65649,5066,302,184,75811,86.6,6.68,0.4,0.24,86.6,6.68,0.4,35,22.46,209111,817,1894,2148,27076,97322,27.82,95.58,98.23,True,83.25,True,77.1,False,48.08,73.04,86.0,88.67,97.64,Very High
LGA27070,65609,8132,2156,20,80108,81.9,10.15,2.69,0.02,81.9,10.15,2.69,35,22.73,229396,737,1768,1970,37742,105361,35.82,96.81,98.72,True,82.75,True,75.72,False,47.94,72.89,85.89,88.6,97.45,Very High
LGA35010,138771,22779,7974,1267,181241,76.57,12.57,4.4,0.7,76.57,12.57,4.4,39,29.35,476340,761,1648,1957,63616,230729,27.57,99.65,99.86,True,74.35,False,80.11,False,47.64,72.59,85.65,88.5,97.27,Very High
LGA24210,32131,7437,4958,11,48744,65.92,15.26,10.17,0.02,65.92,15.26,10.17,43,35.04,124700,756,1920,2252,37125,68630,54.09,88.85,93.21,False,81.53,True,88.3,True,48.41,73.38,86.27,88.19,97.09,Very High
LGA24410,37499,3734,1711,23,45711,82.03,8.17,3.74,0.05,82.03,8.17,3.74,39,29.41,115043,851,1867,2306,26395,61320,43.04,87.26,94.9,True,84.71,True,83.54,False,48.48,73.46,86.33,87.98,96.91,Very High
LGA10900,28125,1339,943,47,34093,82.49,3.93,2.77,0.14,82.49,3.93,2.77,45,36.79,78121,817,1756,2235,20359,45722,44.53,82.65,93.06,True,84.16,True,89.41,True,48.81,73.8,86.59,87.84,96.73,Very High
LGA24650,49974,4353,409,122,57704,86.6,7.54,0.71,0.21,86.6,7.54,0.71,33,17.51,178960,786,1887,2051,27054,78940,34.27,94.34,97.74,True,86.13,True,72.01,False,47.75,72.69,85.73,87.72,96.55,Very High
LGA11450,34397,2192,365,153,38576,89.17,5.68,0.95,0.4,89.17,5.68,0.95,33,18.58,119325,984,2353,2487,17748,55385,32.04,87.79,95.12,True,89.32,True,77.04,False,48.3,73.27,86.18,87.68,96.36,Very High
LGA11650,103225,15743,11486,983,146248,70.58,10.76,7.85,0.67,70.58,10.76,7.85,43,35.15,346596,727,1507,1954,48947,174231,28.09,98.76,99.5,True,68.55,False,83.52,True,47.31,72.23,85.37,87.62,96.18,Very High
LGA23270,66487,6828,2242,123,80257,82.84,8.51,2.79,0.15,82.84,8.51,2.79,33,21.05,243901,665,1703,1852,34681,104702,33.12,97.52,99.01,True,80.17,True,72.87,False,47.34,72.27,85.4,87.47,96.0,Very High
LGA24130,16880,1000,56,102,19699,85.69,5.08,0.28,0.52,85.69,5.08,0.28,43,32.73,51458,865,2059,2403,10685,27195,39.29,76.81,90.72,True,89.81,True,89.07,True,49.07,74.06,86.79,87.3,95.82,Very High
LGA14000,35868,4292,11283,119,54684,65.59,7.85,20.63,0.22,65.59,7.85,20.63,41,30.42,151811,958,2417,2825,51938,89891,57.78,90.97,93.87,False,76.33,False,87.2,True,47.77,72.72,85.75,87.24,95.64,Very High
LGA25340,55205,7055,1886,450,89181,61.9,7.91,2.11,0.5,61.9,7.91,2.11,48,40.95,168948,761,1555,2054,29626,89268,33.19,93.1,92.61,False,77.7,False,85.59,True,47.55,72.49,85.57,87.23,95.45,Very High
LGA40120,13939,364,178,24,15736,88.58,2.31,1.13,0.15,88.58,2.31,1.13,44,34.97,40879,892,2067,2416,10810,23073,46.85,73.81,89.52,True,90.82,True,91.36,True,49.26,74.26,86.94,87.16,95.27,Very High
LGA16350,57474,8934,6712,179,77368,74.29,11.55,8.68,0.23,74.29,11.55,8.68,35,23.72,217664,866,1903,2188,27499,99891,27.53,96.28,98.51,True,74.66,False,78.52,False,47.28,72.21,85.35,87.1,95.09,Very High
LGA44340,19832,2806,2365,51,26624,74.49,10.54,8.88,0.19,74.49,10.54,8.88,42,33.26,67617,891,1996,2518,21447,38791,55.29,80.88,92.35,True,83.93,True,88.85,True,48.61,73.59,86.43,87.08,94.91,Very High
LGA36720,93500,16635,16371,1055,141059,66.28,11.79,11.61,0.75,66.28,11.79,11.61,43,34.88,342541,755,1595,1920,58873,183699,32.05,98.41,97.24,False,68.75,False,83.2,True,46.93,71.84,85.06,86.84,94.73,Very High
LGA89399,106433,28921,32669,168,180389,59.0,16.03,18.11,0.09,59.0,16.03,18.11,35,23.68,453890,1204,2373,2872,144448,264899,54.53,99.47,93.5,False,77.93,True,77.53,False,46.76,71.65,84.91,86.81,94.55,Very High
LGA51820,35391,5041,2832,212,46732,75.73,10.79,6.06,0.45,75.73,10.79,6.06,37,24.43,118091,920,1995,2344,21999,61177,35.96,87.43,94.97,True,82.42,True,79.97,False,47.81,72.76,85.78,86.57,94.36,Very High
LGA37010,56674,7654,4905,467,77897,72.76,9.83,6.3,0.6,72.76,9.83,6.3,36,25.94,192768,864,1701,2082,26993,93823,28.77,95.04,98.02,True,74.74,True,77.71,False,47.12,72.03,85.21,86.53,94.18,Very High
LGA21180,52121,8955,2731,87,68236,76.38,13.12,4.0,0.13,76.38,13.12,4.0,37,28.15,194618,611,1506,1674,28556,83120,34.36,95.22,98.09,True,75.74,False,76.47,False,47.1,72.01,85.2,86.52,94.0,Very High
LGA20910,23722,8612,5317,253,41805,56.74,20.6,12.72,0.61,56.74,20.6,12.72,45,35.02,101306,1098,2487,3361,35619,59043,60.33,86.02,86.83,False,84.74,True,88.17,False,47.77,72.72,85.75,86.48,93.82,Very High
LGA24970,46139,10558,10187,30,73895,62.44,14.29,13.79,0.04,62.44,14.29,13.79,38,28.72,190397,754,1901,2223,58534,108717,53.84,94.69,93.56,False,77.54,True,80.22,False,47.04,71.95,85.15,86.45,93.64,Very High
LGA11500,44903,8701,3674,16,60258,74.52,14.44,6.1,0.03,74.52,14.44,6.1,35,24.33,176519,738,1700,1927,26560,79548,33.39,94.16,97.66,True,77.11,True,76.05,False,47.14,72.06,85.23,86.42,93.36,Very High
LGA58050,46792,4616,946,238,56454,82.89,8.18,1.68,0.42,82.89,8.18,1.68,35,22.57,152974,840,1843,2109,19252,70630,27.26,91.33,96.53,True,80.36,False,76.41,False,47.39,72.33,85.44,86.42,93.36,Very High
LGA22170,42288,9090,1284,307,56304,75.11,16.14,2.28,0.55,75.11,16.14,2.28,39,28.79,139281,805,1653,2098,20182,69705,28.95,90.09,96.04,True,77.9,False,79.74,False,47.42,72.35,85.46,86.24,93.09,Very High
LGA51330,26598,5434,1317,38,36082,73.72,15.06,3.65,0.11,73.72,15.06,3.65,36,25.13,95860,768,1838,2130,24811,52320,47.42,84.96,93.98,True,85.32,True,78.81,False,47.86,72.81,85.83,86.22,92.91,Very High
LGA33960,69218,7145,1346,240,83392,83.0,8.57,1.61,0.29,83.0,8.57,1.61,33,21.35,229208,795,1668,1936,26060,103378,25.21,96.64,98.66,True,75.93,False,72.64,False,46.75,71.65,84.9,86.07,92.73,Very High
LGA14500,28718,1624,11365,121,45029,63.78,3.61,25.24,0.27,63.78,3.61,25.24,42,31.62,124076,1117,3038,3447,51603,74913,68.88,88.67,91.91,False,74.26,False,88.58,True,47.38,72.31,85.43,86.02,92.55,Very High
LGA47700,34400,3172,966,17,40281,85.4,7.87,2.4,0.04,85.4,7.87,2.4,41,32.85,101174,778,1635,2023,16574,50526,32.8,85.84,94.34,True,78.77,False,83.29,True,47.67,72.62,85.67,85.99,92.36,Very High
LGA21450,36059,3028,340,140,41728,86.41,7.26,0.81,0.34,86.41,7.26,0.81,34,22.42,118194,831,1874,2097,16175,56624,28.57,87.61,95.04,True,82.96,True,76.63,False,47.49,72.43,85.52,85.93,92.18,Very High
LGA18350,18252,1288,464,146,22436,81.35,5.74,2.07,0.65,81.35,5.74,2.07,48,41.61,52709,794,1673,2096,10841,29558,36.68,76.99,90.8,True,81.76,True,91.35,True,48.41,73.39,86.27,85.92,92.0,Very High
LGA36910,53465,8420,2388,253,70496,75.84,11.94,3.39,0.36,75.84,11.94,3.39,39,31.36,173204,743,1461,1847,25218,82807,30.45,93.63,97.45,True,72.85,False,78.46,True,46.89,71.79,85.02,85.79,91.82,Very High
LGA34590,95721,13294,3075,381,118942,80.48,11.18,2.59,0.32,80.48,11.18,2.59,34,23.74,345098,736,1616,1825,34877,152918,22.81,98.58,99.43,True,70.9,False,73.92,False,46.43,71.3,84.62,85.75,91.64,Very High
LGA54200,19923,1048,86,165,22627,88.05,4.63,0.38,0.73,88.05,4.63,0.38,40,31.19,58762,835,1866,2215,9037,29184,30.97,79.12,91.65,True,84.2,True,85.24,True,48.12,73.08,86.03,85.68,91.45,Very High
LGA26980,40779,15216,7018,29,69511,58.67,21.89,10.1,0.04,58.67,21.89,10.1,39,29.57,169346,778,1841,2300,53721,97578,55.05,93.27,90.83,False,80.48,True,78.45,False,46.75,71.64,84.9,85.64,91.27,Very High
LGA45340,60671,5761,1237,365,73056,83.05,7.89,1.69,0.5,83.05,7.89,1.69,41,32.72,175204,710,1410,1778,23028,85654,26.88,93.98,97.59,True,70.74,False,78.68,True,46.69,71.58,84.85,85.43,91.09,Very High
LGA53780,37916,3746,801,176,45398,83.52,8.25,1.76,0.39,83.52,8.25,1.76,36,23.86,126376,727,1656,1930,19115,57919,33.0,89.2,95.68,True,80.21,True,74.94,False,47.07,71.98,85.17,85.33,90.91,Very High
LGA14900,50658,7098,11301,38,73866,68.58,9.61,15.3,0.05,68.58,9.61,15.3,34,22.34,233446,694,1819,2001,33741,99914,33.77,97.17,98.06,False,70.08,True,75.2,False,46.26,71.12,84.48,85.17,90.64,Very High
LGA23110,23967,8236,2350,69,37798,63.41,21.79,6.22,0.18,63.41,21.79,6.22,39,28.23,91322,913,1972,2453,22176,47436,46.75,84.42,90.0,False,84.43,True,80.73,False,47.36,72.29,85.41,85.17,90.64,Very High
LGA17150,50676,11559,20656,285,88647,57.17,13.04,23.3,0.32,57.17,13.04,23.3,41,31.19,230211,1018,2288,2758,50479,127369,39.63,96.99,91.46,False,68.93,False,83.75,False,46.09,70.94,84.33,85.01,90.36,Very High
LGA22620,42612,3291,436,162,50599,84.22,6.5,0.86,0.32,84.22,6.5,0.86,40,32.46,121470,739,1448,1865,18505,59679,31.01,87.96,95.18,True,75.41,False,79.34,True,46.94,71.85,85.06,84.83,90.18,Very High
LGA56580,6202,917,474,0,8218,75.47,11.16,5.77,0.0,75.47,11.16,5.77,43,33.6,22132,1178,3226,4244,9681,13617,71.09,62.3,84.92,True,94.04,True,93.44,True,49.17,74.16,86.86,84.81,90.0,Very High
LGA56090,12989,502,22,22,14516,89.48,3.46,0.15,0.15,89.48,3.46,0.15,44,34.39,39166,817,1907,2270,6142,19721,31.14,72.04,88.82,True,85.48,True,89.24,True,48.29,73.26,86.18,84.73,89.82,Very High
LGA61410,21987,1181,276,97,25074,87.69,4.71,1.1,0.39,87.69,4.71,1.1,41,33.69,61531,820,1602,1991,11852,31860,37.2,79.29,91.72,True,81.28,False,83.73,True,47.61,72.55,85.62,84.63,89.64,Very High
LGA13800,20015,2198,660,121,24485,81.74,8.98,2.7,0.49,81.74,8.98,2.7,39,29.45,67207,860,1980,2272,7963,33089,24.07,80.53,92.21,True,78.44,False,84.88,False,47.49,72.42,85.52,84.6,89.45,Very High
LGA15900,45617,10724,9410,244,71658,63.66,14.97,13.13,0.34,63.66,14.97,13.13,37,28.38,168873,852,1760,2264,37634,92126,40.85,92.92,93.55,False,73.27,True,78.42,False,46.31,71.17,84.52,84.57,89.27,Very High
LGA16490,17078,3262,2661,61,25291,67.53,12.9,10.52,0.24,67.53,12.9,10.52,38,26.18,63304,1159,2295,2801,13339,33644,39.65,80.0,90.59,False,81.92,True,83.32,False,47.46,72.39,85.5,84.49,89.09,Very High
LGA50210,29258,2807,219,231,34874,83.9,8.05,0.63,0.66,83.9,8.05,0.63,35,21.91,94184,815,1774,2061,13569,44561,30.45,84.6,93.84,True,82.55,True,74.95,False,47.05,71.97,85.16,84.45,88.91,Very High
LGA40700,11840,3900,1911,15,19254,61.49,20.26,9.93,0.08,61.49,20.26,9.93,44,35.85,46030,970,2069,2686,17494,27235,64.23,75.93,85.51,False,85.21,True,88.72,True,47.68,72.63,85.68,84.32,88.73,Very High
LGA18450,55191,9827,14928,565,86119,64.09,11.41,17.33,0.66,64.09,11.41,17.33,39,30.78,214564,754,1682,2151,40088,112187,35.73,96.11,95.07,False,66.25,True,79.75,True,45.87,70.7,84.14,84.24,88.55,Very High
LGA57910,52380,28890,8917,63,98405,53.23,29.36,9.06,0.06,53.23,29.36,9.06,38,27.77,226369,912,1786,2332,58904,127047,46.36,96.46,89.0,False,79.11,True,73.84,False,45.73,70.54,84.01,84.23,88.36,Very High
LGA26490,12363,754,83,39,19527,63.31,3.86,0.43,0.2,63.31,3.86,0.43,42,32.93,37694,941,2088,2441,9831,21680,45.35,71.33,84.71,False,91.39,True,86.72,True,48.05,73.01,85.98,84.21,88.18,Very High
LGA34770,36410,4320,1552,494,48143,75.63,8.97,3.22,1.03,75.63,8.97,3.22,38,28.42,121691,866,1853,2215,11574,57390,20.17,88.14,95.26,True,68.9,False,82.37,False,46.53,71.41,84.72,84.02,88.0,Very High
LGA15050,28499,3138,752,214,34397,82.85,9.12,2.19,0.62,82.85,9.12,2.19,36,26.54,90226,802,1766,2088,10537,42308,24.91,84.07,93.63,True,76.96,False,79.4,False,46.88,71.79,85.01,83.99,87.82,Very High
LGA20570,37980,5344,1121,126,48235,78.74,11.08,2.32,0.26,78.74,11.08,2.32,39,30.65,113763,743,1429,1871,20217,56552,35.75,87.08,94.83,True,75.38,False,77.06,True,46.61,71.49,84.78,83.98,87.64,Very High
LGA31000,291311,52572,118894,1345,501707,58.06,10.48,23.7,0.27,58.06,10.48,23.7,36,23.71,1242825,947,2068,2474,365632,710063,51.49,100.0,93.18,False,68.93,False,75.04,False,45.31,70.09,83.64,83.95,87.45,Very High
LGA18400,16388,615,168,106,18211,89.99,3.38,0.92,0.58,89.99,3.38,0.92,37,26.94,53961,877,2151,2350,5723,25716,22.25,77.52,91.01,True,79.81,False,84.34,False,47.4,72.33,85.44,83.84,87.27,Very High
LGA63610,14002,745,234,86,16770,83.49,4.44,1.4,0.51,83.49,4.44,1.4,41,32.86,40082,796,1667,2025,10219,22451,45.52,72.92,89.17,True,84.17,True,84.1,True,47.59,72.53,85.61,83.4,87.09,Very High
LGA15990,54040,8299,31478,388,102024,52.97,8.13,30.85,0.38,52.97,8.13,30.85,41,30.52,263554,1109,2592,3131,77996,153496,50.81,97.88,89.42,False,65.54,False,82.32,False,45.17,69.94,83.52,83.37,86.82,Very High
LGA23430,35855,15576,9155,306,65671,54.6,23.72,13.94,0.47,54.6,23.72,13.94,41,30.69,158129,878,1914,2406,37969,84692,44.83,91.68,87.87,False,75.71,True,78.99,False,45.76,70.58,84.04,83.37,86.82,Very High
LGA21110,34771,12501,15162,218,70862,49.07,17.64,21.4,0.31,49.07,17.64,21.4,40,30.65,167900,1071,2376,3186,68980,103483,66.66,92.74,85.14,False,76.62,False,80.3,False,45.58,70.39,83.89,83.32,86.55,Very High
LGA44060,26969,8564,2606,9,40689,66.28,21.05,6.4,0.02,66.28,21.05,6.4,39,30.9,94721,776,1557,2038,20534,50134,40.96,84.78,91.79,False,76.01,False,78.53,True,46.37,71.24,84.58,83.13,86.36,Very High
LGA57490,43771,2745,1582,271,52917,82.72,5.19,2.99,0.51,82.72,5.19,2.99,36,25.62,135678,786,1724,2077,12917,63713,20.27,89.91,95.96,True,67.09,False,77.66,False,45.86,70.69,84.13,82.96,86.18,Very High
LGA44550,13649,681,70,77,15498,88.07,4.39,0.45,0.5,88.07,4.39,0.45,39,29.81,39217,828,1753,2114,6835,20243,33.76,72.21,88.88,True,83.82,True,82.38,False,47.3,72.23,85.37,82.66,86.0,Very High
LGA51310,7619,1202,1540,0,11246,67.75,10.69,13.69,0.0,67.75,10.69,13.69,41,30.46,28876,1222,2964,3898,11627,17620,65.99,66.9,85.47,False,85.07,True,88.96,True,47.69,72.64,85.69,82.53,85.82,Very High
LGA41060,32241,11614,5166,102,53138,60.67,21.86,9.72,0.19,60.67,21.86,9.72,41,32.43,121840,786,1563,2072,24883,62094,40.07,88.32,90.0,False,72.56,False,77.87,True,45.58,70.39,83.88,82.27,85.55,Very High
LGA45890,36155,10683,3889,144,54769,66.01,19.51,7.1,0.26,66.01,19.51,7.1,37,27.35,132400,717,1466,1878,25264,65099,38.81,89.56,93.54,False,72.3,False,72.87,False,45.52,70.31,83.83,82.27,85.55,Very High
LGA20830,19615,891,595,311,23365,83.95,3.81,2.55,1.33,83.95,3.81,2.55,41,34.63,57626,726,1495,1874,7538,28290,26.65,78.94,91.58,True,72.18,False,82.74,True,46.38,71.25,84.59,81.99,85.27,Very High
LGA50420,19872,5399,2750,9,31133,63.83,17.34,8.83,0.03,63.83,17.34,8.83,38,28.68,69283,869,1739,2228,16225,37944,42.76,81.59,89.11,False,77.39,True,78.31,False,46.08,70.93,84.32,81.98,85.09,Very High
LGA22670,36911,9162,5323,215,55471,66.54,16.52,9.6,0.39,66.54,16.52,9.6,36,26.23,158208,618,1453,1605,24198,67159,36.03,91.86,94.77,False,68.9,False,71.69,False,45.15,69.92,83.5,81.95,84.91,Very High
LGA40910,15664,3638,1987,3,22732,68.91,16.0,8.74,0.01,68.91,16.0,8.74,40,31.92,54800,758,1590,2058,13557,28684,47.26,77.88,90.53,False,75.59,False,81.21,True,46.44,71.31,84.64,81.94,84.73,Very High
LGA12850,43987,7598,8970,173,64394,68.31,11.8,13.93,0.27,68.31,11.8,13.93,39,30.18,208475,485,1390,1482,21228,71898,29.53,95.4,97.19,False,59.99,False,74.69,True,44.82,69.55,83.2,81.91,84.55,Very High
LGA32080,43972,6004,9489,470,66737,65.89,9.0,14.22,0.7,65.89,9.0,14.22,39,28.11,166943,809,1578,1950,24868,87099,28.55,92.57,94.68,False,63.97,False,75.89,False,45.05,69.8,83.41,81.88,84.36,Very High
LGA16900,21963,3931,1300,312,28891,76.02,13.61,4.5,1.08,76.02,13.61,4.5,39,31.01,76271,729,1647,1977,8020,36368,22.05,82.3,92.92,True,68.18,False,81.72,True,45.99,70.83,84.25,81.81,84.18,Very High
LGA18710,5594,201,86,11,6460,86.59,3.11,1.33,0.17,86.59,3.11,1.33,43,31.67,17281,1050,2289,2701,3695,9120,40.52,57.88,83.15,False,91.24,True,89.81,True,48.15,73.12,86.06,81.78,83.91,Very High
LGA25150,12518,829,85,58,14807,84.54,5.6,0.57,0.39,84.54,5.6,0.57,39,29.3,37632,802,1785,2127,5109,18154,28.14,71.15,88.46,True,81.56,True,82.5,False,46.98,71.89,85.1,81.78,83.91,Very High
LGA16150,13966,1556,557,54,17655,79.11,8.81,3.15,0.31,79.11,8.81,3.15,37,28.93,43512,842,1665,2133,6856,21278,32.22,74.87,89.95,True,78.76,True,80.12,False,46.6,71.48,84.77,81.68,83.64,Very High
LGA35740,17361,2615,1696,72,26658,65.12,9.81,6.36,0.27,65.12,9.81,6.36,50,43.88,56298,722,1467,1800,10797,31939,33.81,78.58,88.64,False,71.9,False,85.22,True,46.18,71.03,84.41,81.59,83.45,Very High
LGA17750,21184,1180,2276,93,26775,79.12,4.41,8.5,0.35,79.12,4.41,8.5,35,27.5,67609,839,1638,2060,10031,32616,30.75,80.71,92.28,True,71.89,False,78.02,False,45.89,70.72,84.16,81.3,83.27,Very High
LGA47140,43781,6207,2179,157,55155,79.38,11.25,3.95,0.28,79.38,11.25,3.95,36,26.8,145806,643,1356,1586,16005,59692,26.81,90.27,96.11,True,66.38,False,71.08,False,44.99,69.74,83.35,81.25,83.09,Very High
LGA24850,15944,1094,36,43,18530,86.04,5.9,0.19,0.23,86.04,5.9,0.19,36,26.94,49460,789,1719,2012,5335,22802,23.4,76.46,90.58,True,75.96,False,78.92,False,46.22,71.07,84.44,81.19,82.91,Very High
LGA10050,17855,3878,325,74,24118,74.03,16.08,1.35,0.31,74.03,16.08,1.35,39,31.75,56093,779,1430,1909,8245,27703,29.76,78.41,91.36,True,74.12,False,78.26,True,46.04,70.88,84.29,81.18,82.64,Very High
LGA10250,13126,3776,921,397,19700,66.63,19.17,4.68,2.02,66.63,19.17,4.68,48,41.12,46296,737,1429,1848,8585,25152,34.13,76.11,88.52,False,72.65,False,84.96,True,46.22,71.07,84.44,81.18,82.64,Very High
LGA22830,21909,2241,66,528,26895,81.46,8.33,0.25,1.96,81.46,8.33,0.25,39,31.62,68409,712,1400,1759,7632,30320,25.17,81.06,92.42,True,70.6,False,77.26,True,45.66,70.47,83.96,80.9,82.36,Very High
LGA10470,13526,1633,699,41,17518,77.21,9.32,3.99,0.23,77.21,9.32,3.99,38,30.76,43567,796,1585,2026,6446,22176,29.07,75.04,90.02,True,74.76,False,80.35,True,46.15,71.01,84.39,80.79,82.18,Very High
LGA16400,23362,3911,1038,452,34100,68.51,11.47,3.04,1.33,68.51,11.47,3.04,47,40.19,75276,671,1372,1714,8359,37361,22.37,81.95,91.93,False,63.08,False,84.07,False,45.49,70.29,83.81,80.76,82.0,Very High
