Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly,Region,mean,median,Neighbor_Premium,Neighbor_Premium_Pct
Fairlight,SAL11485,24320.864826901503,86.46616541353383,5398.7166485717,21.19788106630212,92.4812030075188,9699.248120300752,9785.714285714286,98.46186767097493,66.72478206724783,1491,39,2.4,5256.355388170847,6141,3467,720,0.5366042408295929,3251,Northern Beaches,63621.16451802923,48830.49623310633,-39300.29969112773,-61.8
Newport (NSW),SAL12965,25045.573360569604,75.18796992481202,5172.261845132532,19.6514012303486,76.96514012303486,8786.73957621326,10000.0,87.66953487762008,49.161159125571935,1126,46,2.6,2533.906975524017,9659,3000,600,0.614838092635606,2479,Northern Beaches,63621.16451802923,48830.49623310633,-38575.591157459625,-60.6
Gordon (NSW),SAL11724,28876.09160705616,67.87423103212576,5092.396455966184,16.635338345864668,98.35953520164048,8499.658236500341,10000.0,86.60749637059523,72.94557097118464,1075,39,2.7,2321.4992741190445,8795,3033,577,0.6510912343470483,2460,Upper North Shore,67287.43198882251,50594.342940409624,-38411.34038176635,-57.1
North Sydney,SAL13020,14314.589407826,89.7470950102529,5160.101272658425,35.047846889952154,96.71907040328092,9794.94190020506,8714.285714285716,93.54368602996,71.05458872527146,1566,36,1.9,6076.052328339998,8964,2817,575,0.4151193633952255,2405,Lower North Shore,52440.98571109013,32311.411619194238,-38126.396303264126,-72.7
Neutral Bay,SAL12943,14606.08722027427,90.9090909090909,5205.278027960763,34.63773069036226,94.87354750512644,9774.436090225565,8928.57142857143,82.28186332466304,68.63128491620112,1552,38,2.0,7953.022779222827,10090,2895,550,0.4304619349722443,2443,Lower North Shore,52440.98571109013,32311.411619194238,-37834.89849081586,-72.1
Crows Nest (NSW),SAL11132,15748.350195459232,90.49897470950104,5246.364264021137,32.313738892686274,97.676008202324,9904.306220095694,8928.57142857143,90.8449225924954,71.97972402140242,1657,36,2.0,6525.846234584099,4974,3033,550,0.422403788124971,2614,Lower North Shore,52440.98571109013,32311.411619194238,-36692.6355156309,-70.0
Artarmon,SAL10091,15865.713727581166,91.72932330827066,5282.751283743414,32.29665071770336,97.1291866028708,9131.920710868077,10000.0,93.57543001420233,71.48371936891574,1202,37,2.5,3715.086002840461,9417,2772,525,0.53218993984385,2420,Lower North Shore,52440.98571109013,32311.411619194238,-36575.27198350897,-69.7
Cremorne Point,SAL11114,16132.081377418746,92.13943950786056,5303.90417152789,31.87799043062201,96.99248120300751,9914.55912508544,9142.857142857143,98.16269284712484,71.40221402214021,1661,47,2.1,5306.217858812529,2270,2996,650,0.4162460056499791,2951,Lower North Shore,52440.98571109013,32311.411619194238,-36308.90433367138,-69.2
Balgowlah,SAL10154,27616.59305406302,81.13465481886534,5335.118041606173,18.318523581681475,89.54203691045797,9313.055365686943,10000.0,95.59213884635018,62.22176422093983,1264,41,2.5,4118.427769270035,8068,3250,640,0.5933544303797469,2681,Northern Beaches,63621.16451802923,48830.49623310633,-36004.57146396621,-56.6
Cammeray,SAL10777,16757.8640655608,92.95967190704032,5342.127575458814,30.87833219412167,97.2658920027341,9863.294600136704,9357.14285714286,97.82475687512076,71.6724286949006,1612,40,2.2,4564.951375024151,7088,3033,580,0.4341954571483107,2870,Lower North Shore,52440.98571109013,32311.411619194238,-35683.12164552933,-68.0
Cremorne (NSW),SAL11113,18427.997427027,85.9876965140123,5241.58753883031,27.443609022556387,95.62542720437456,9712.91866028708,9142.857142857143,88.73351245725452,69.61318795430945,1502,40,2.1,6877.747923790914,11263,3200,600,0.4916521560995595,2481,Lower North Shore,52440.98571109013,32311.411619194238,-34012.98828406313,-64.9
Mona Vale,SAL12683,36356.12792260235,53.11004784688996,4939.140263333448,12.585440874914568,69.30963773069037,8017.771701982228,10000.0,86.772409463818,43.31372237239625,1020,46,2.6,2354.4818927635997,10877,3033,650,0.6861990950226244,2296,Northern Beaches,63621.16451802923,48830.49623310633,-27265.036595426885,-42.9
Dural (Hornsby - NSW),SAL11331,40139.82310289889,31.57894736842105,4537.47364645073,10.304169514695827,76.07655502392345,6688.311688311688,10000.0,54.38115633364484,48.50813743218807,909,45,3.0,231.43469000934527,7900,3033,600,0.76999238385377,2489,Upper North Shore,67287.43198882251,50594.342940409624,-27147.608885923626,-40.3
Lindfield,SAL12348,40213.19933413714,70.26657552973342,5253.553512463179,12.064251537935746,99.45317840054685,9036.226930963774,10000.0,85.66319769254756,74.85336140773049,1174,40,2.8,2132.6395385095107,10943,3450,600,0.6781548945092387,2833,Upper North Shore,67287.43198882251,50594.342940409624,-27074.232654685373,-40.2
Killara (NSW),SAL12137,40786.46304879919,65.00341763499658,5168.143896094599,11.671223513328783,98.01777170198224,8752.563226247436,10000.0,86.46397806515685,72.77558457333738,1117,42,2.8,2292.7956130313696,10620,3300,620,0.6817712278768681,2802,Upper North Shore,67287.43198882251,50594.342940409624,-26500.968940023326,-39.4
Chatswood,SAL10891,26709.107733350414,45.72795625427205,4678.2928244769055,16.51572112098428,95.76213260423788,7115.516062884484,10000.0,99.39577220192824,69.72979703648362,938,37,2.5,5100.704633011957,25553,2858,577,0.7031326882073151,2158,Lower North Shore,52440.98571109013,32311.411619194238,-25731.877977739714,-49.1
Turramurra,SAL13998,43674.20704126175,66.23376623376623,5205.678895321413,10.919343814080662,97.06083390293917,8879.015721120983,10000.0,85.70619209491434,71.45961145194273,1144,43,2.8,2141.23841898287,12850,3484,590,0.7027972027972028,3046,Upper North Shore,67287.43198882251,50594.342940409624,-23613.224947560768,-35.1
Mosman,SAL12749,29906.92536091442,80.24606971975393,5343.1798707011685,16.866028708133967,96.30895420369104,9692.412850307586,9571.428571428572,91.37457660427962,70.31581236071098,1487,45,2.3,3274.915320855924,28329,3870,590,0.6005897263462832,2892,Lower North Shore,52440.98571109013,32311.411619194238,-22534.060350175707,-43.0
North Narrabeen,SAL13009,43234.222398025006,54.68215994531784,5020.2527005991005,10.611756664388238,66.16541353383458,8291.182501708818,10000.0,86.98884017536868,41.704442429737085,1048,40,3.0,2397.7680350737346,6016,3200,665,0.7046388725778039,2711,Northern Beaches,63621.16451802923,48830.49623310633,-20386.942120004227,-32.0
Macquarie Hills,SAL12443,8176.410747763872,94.39507860560492,4783.340007379455,57.50170881749829,50.99111414900889,7518.796992481202,10000.0,82.69050260261115,33.06100217864923,968,35,2.9,1538.1005205222289,3605,2000,473,0.4767959313413858,2241,Lower North West,28288.173169494974,17442.923472494444,-20111.762421731102,-71.1
Meadowbank (NSW),SAL12560,8269.039667907733,97.5393028024607,4947.7456900157695,58.83458646616541,97.60765550239236,9070.403280929597,8738.095238095239,85.45733041575492,71.96029776674938,1184,34,2.0,7423.778264040846,5089,2148,430,0.4186590436590436,1993,Lower North West,28288.173169494974,17442.923472494444,-20019.13350158724,-70.8
Roseville,SAL13426,48356.27228841522,68.89952153110048,5284.484493145477,9.928229665071784,98.76965140123036,9138.755980861244,10000.0,88.17868977823095,73.94745172522951,1203,40,2.9,2635.737955646189,10340,3651,600,0.7003644734318051,3200,Upper North Shore,67287.43198882251,50594.342940409624,-18931.159700407297,-28.1
Macquarie Park,SAL12446,10120.799352498152,58.78332194121669,4349.626245304153,41.977101845522895,98.63294600136705,7552.973342447027,8166.666666666667,83.18461401978324,73.69096509240246,970,31,2.0,1636.9228039566483,11071,2340,460,0.5567010309278351,1886,Lower North West,28288.173169494974,17442.923472494444,-18167.37381699682,-64.2
Rushcutters Bay,SAL13459,10740.140548183965,88.24333561175666,4899.354066334254,44.61722488038277,92.07108680792892,9678.742310321257,7857.142857142857,25.49555273189327,65.85751978891821,1480,38,1.5,14834.815756035578,2335,2600,450,0.4054054054054054,1877,Eastern Suburbs,28807.53771574804,24038.139102028028,-18067.397167564075,-62.7
Willoughby (NSW),SAL14320,34715.89787747405,77.10184552289815,5336.234528151993,14.371155160628843,92.61790840738207,9313.055365686943,10000.0,96.88363949130677,66.76363636363635,1264,40,2.7,4376.727898261351,7124,3500,583,0.6389970788704966,2995,Lower North Shore,52440.98571109013,32311.411619194238,-17725.087833616075,-33.8
Elizabeth Bay,SAL11398,11118.909902982492,90.43062200956938,4976.187186279769,43.75427204374573,95.35201640464798,9938.482570061518,7857.142857142857,11.673973694699082,69.20723935763446,1676,43,1.5,19442.00876843364,4878,2582,500,0.3555167982375619,2116,Eastern Suburbs,28807.53771574804,24038.139102028028,-17688.627812765546,-61.4
Warrawee,SAL14183,50258.406898621695,65.07177033492823,5221.82442968216,9.38995215311006,99.04306220095694,8930.280246069718,10000.0,86.84958133971293,74.24008243173623,1153,42,2.9,2369.916267942584,3170,3500,650,0.7005137100540396,3388,Upper North Shore,67287.43198882251,50594.342940409624,-17029.02509020082,-25.3
Sutherland (NSW),SAL13716,8998.38321079469,95.69377990430624,4932.073499023955,53.81066302118934,74.29938482570063,8701.298701298701,9142.857142857143,91.19858314899336,46.42138545559069,1109,37,2.1,3239.716629798673,11570,2167,450,0.4509259901505167,1949,Sutherland Shire,25764.296693725984,15690.264990625808,-16765.913482931297,-65.1
West Ryde,SAL14268,11854.099308581108,61.31237183868763,4501.033107596273,36.97026657552973,88.8585099111415,6534.518113465482,10000.0,93.46747055524398,61.48928168484392,901,37,2.5,3693.4941110487935,13171,2500,400,0.6403141808247247,1983,Lower North West,28288.173169494974,17442.923472494444,-16434.073860913864,-58.1
Pymble,SAL13294,50930.27898219756,69.71975393028025,5304.686200483436,9.41558441558442,99.86329460013673,9207.108680792891,10000.0,83.96405243685196,76.7590027700831,1224,41,2.9,1792.8104873703924,11775,3689,630,0.6955128205128205,3379,Upper North Shore,67287.43198882251,50594.342940409624,-16357.153006624954,-24.3
Marsfield,SAL12516,12620.95313970236,38.55092276144907,4174.317706930403,32.0745044429255,91.1825017088175,5444.292549555707,10000.0,91.16794367363843,64.67931345980126,829,39,2.5,3233.588734727687,12492,2383,475,0.6633571494850143,1943,Lower North West,28288.173169494974,17442.923472494444,-15667.220029792614,-55.4
Ryde,SAL13469,12968.184092604572,76.1449077238551,4807.712705500253,36.07313738892687,88.10663021189336,7734.107997265892,9785.714285714286,97.46497218897416,60.541325313699055,983,36,2.4,4492.994437794832,31907,2500,465,0.5869003834415838,2024,Lower North West,28288.173169494974,17442.923472494444,-15319.989076890402,-54.2
Cronulla,SAL11120,11228.318956636063,92.89131920710868,5036.664700538074,43.856801093643206,67.46411483253588,9053.315105946684,9142.857142857143,98.11099060014462,42.21813725490196,1179,43,2.1,4622.198120028923,17899,2404,500,0.4705421804658445,2058,Sutherland Shire,25764.296693725984,15690.264990625808,-14535.977737089921,-56.4
Gladesville,SAL11642,14295.381996961458,92.34449760765553,5224.019191411829,35.5434039644566,86.87628161312372,9125.085440874916,9785.714285714286,93.34735491230572,59.007164790174,1200,39,2.4,3669.470982461144,12867,2800,450,0.5384615384615384,2257,Lower North West,28288.173169494974,17442.923472494444,-13992.791172533516,-49.5
Caringbah,SAL10814,12410.95181443333,81.54477101845524,4870.471473151475,38.24333561175666,58.98838004101162,8154.477101845524,9571.428571428572,90.49790485580478,37.70896932693705,1032,37,2.3,3099.580971160956,12575,2500,470,0.5590339892665475,1890,Sutherland Shire,25764.296693725984,15690.264990625808,-13353.344879292654,-51.8
Maianbar,SAL12452,13161.733611798334,92.82296650717704,5167.352393673771,38.26042378673958,72.59056732740943,8776.486671223513,10000.0,84.19481405663596,45.13274336283185,1122,50,2.5,1838.962811327192,539,2550,500,0.5244755244755245,2339,Sutherland Shire,25764.296693725984,15690.264990625808,-12602.56308192765,-48.9
Edgecliff,SAL11382,16257.322787607802,84.89405331510595,5135.3360080910425,30.587833219412172,94.60013670539986,9719.753930280243,8714.285714285716,83.055729492799,68.42397336293008,1510,39,1.9,7824.0450845335,2499,3000,600,0.4584819154355578,2321,Eastern Suburbs,28807.53771574804,24038.139102028028,-12550.214928140238,-43.6
Wahroonga,SAL14103,54765.51999350603,51.8796992481203,5011.625301934788,8.151059466848949,93.5064935064935,8236.5003417635,10000.0,84.15500902527076,67.35606484069312,1042,44,2.9,1831.0018050541516,17853,3467,600,0.7678281411486786,2998,Upper North Shore,67287.43198882251,50594.342940409624,-12521.911995316485,-18.6
Jannali,SAL12010,13307.96189661098,82.70676691729322,4947.323524489938,36.17566643882433,68.4894053315106,8045.112781954887,10000.0,88.28578869345728,42.66666666666667,1023,39,2.6,2657.157738691454,6632,2600,428,0.5865102639296188,2220,Sutherland Shire,25764.296693725984,15690.264990625808,-12456.334797115005,-48.3
Waterfall,SAL14200,13403.7233336284,34.107997265892,4140.037252221463,29.88721804511277,41.42173615857826,5420.369104579631,10000.0,10.0,28.24427480916031,828,41,3.0,29.68793543727144,522,2383,515,0.6641583054626533,2232,Sutherland Shire,25764.296693725984,15690.264990625808,-12360.573360097584,-48.0
North Willoughby,SAL13026,40415.34639865285,60.21872863978127,5079.681405184068,11.568694463431314,91.66097060833904,8458.646616541353,10000.0,97.26086026107426,65.04895700297999,1067,40,2.7,4452.172052214852,4161,3275,590,0.7083123062504505,2488,Lower North Shore,52440.98571109013,32311.411619194238,-12025.639312437277,-22.9
Double Bay,SAL11283,16988.54208086627,90.70403280929597,5306.800187058296,30.23752563226246,98.29118250170882,9924.812030075189,9142.857142857143,94.3662504729474,72.94226044226045,1662,39,2.1,5938.958254508765,4709,3000,720,0.4165509580672035,3077,Eastern Suburbs,28807.53771574804,24038.139102028028,-11818.995634881769,-41.0
Epping (NSW),SAL11431,16553.138040270216,60.97060833902938,4719.62438191245,27.51196172248804,98.22282980177717,7252.22146274778,10000.0,96.607294317218,72.83595066021844,946,36,2.8,4321.458863443597,29551,2600,500,0.6342494714587739,2243,Lower North West,28288.173169494974,17442.923472494444,-11735.035129224758,-41.5
Kellyville Ridge,SAL12097,15185.432708952383,88.5850991114149,5182.093784762832,33.125427204374574,85.50922761449077,8807.245386192753,10000.0,95.1160041377272,57.74522065392175,1131,35,3.4,4023.200827545442,10890,2600,580,0.5305039787798409,3073,Hills District,26786.83125898034,25580.39699312587,-11601.398550027956,-43.3
Bondi Beach,SAL10463,17309.944974066566,82.63841421736159,5124.713921132915,28.6056049213944,93.57484620642516,9829.118250170884,8547.619047619048,73.34153543307087,67.42054517319367,1583,33,2.0,9443.07742782152,11513,3033,675,0.4421497643228533,2795,Eastern Suburbs,28807.53771574804,24038.139102028028,-11497.592741681474,-39.9
Randwick,SAL13325,17595.678454442546,86.1244019138756,5215.320607108627,28.63978127136022,91.79767600820232,9446.343130553658,9357.14285714286,97.2843390290311,65.19319777419523,1336,36,2.2,5452.61016182815,28943,3000,572,0.5181943804698296,2422,Eastern Suburbs,28807.53771574804,24038.139102028028,-11211.859261305493,-38.9
Miranda (NSW),SAL12656,14800.40587331889,52.63157894736842,4519.5866889505,29.53691045796309,62.40601503759399,6801.093643198907,9785.714285714286,94.05480033984708,39.58036259930739,917,39,2.4,3810.9600679694136,17942,2546,488,0.6407180605653888,1920,Sutherland Shire,25764.296693725984,15690.264990625808,-10963.890820407094,-42.6
Denistone West,SAL11242,17342.28990243433,36.36363636363637,4317.8508601580415,23.89781271360218,88.4483937115516,5926.17908407382,10000.0,89.75077881619937,60.836501901140686,855,42,3.1,2950.155763239876,947,2500,600,0.6747638326585695,2579,Lower North West,28288.173169494974,17442.923472494444,-10945.883267060643,-38.7
North Ryde,SAL13015,17442.923472494444,75.93984962406014,5001.636097969092,27.6742993848257,88.99521531100478,8205.741626794259,10000.0,88.10030225008396,61.54562383612663,1039,37,2.6,2620.060450016792,14043,2700,520,0.5996890501221589,2383,Lower North West,28288.173169494974,17442.923472494444,-10845.24969700053,-38.3
South Coogee,SAL13595,18105.35804392081,60.76555023923444,4766.17672143214,25.32467532467533,84.34723171565277,7419.685577580314,10000.0,99.77919095566156,56.17103984450923,958,42,2.6,4955.838191132309,5611,4000,207,0.9635458487233018,2105,Eastern Suburbs,28807.53771574804,24038.139102028028,-10702.17967182723,-37.2
Gymea,SAL11833,15288.696871681652,77.03349282296651,4937.789279120942,31.29699248120301,61.38072453861928,8017.771701982228,10000.0,93.6236744312517,39.18770581778266,1020,39,2.5,3724.73488625034,8219,2600,500,0.5882352941176471,2049,Sutherland Shire,25764.296693725984,15690.264990625808,-10475.599822044333,-40.7
Rouse Hill,SAL13444,16449.565496758994,81.88653451811346,5073.785836117554,29.844497607655512,80.65618591934381,8619.275461380725,9809.52380952381,76.16926364387878,51.9715578539108,1089,34,3.0,885.0779093163633,11349,2730,500,0.5785123966942148,2643,Hills District,26786.83125898034,25580.39699312587,-10337.265762221345,-38.6
Heathcote (NSW),SAL11890,15540.289517106628,64.79835953520164,4745.524294747076,29.53691045796309,49.077238550922765,7402.597402597402,10000.0,66.81268268386353,31.92771084337349,957,43,2.7,604.3804805159058,6148,2553,520,0.6156257535567881,2240,Sutherland Shire,25764.296693725984,15690.264990625808,-10224.007176619356,-39.7
Ashfield (NSW),SAL10099,9694.676113877878,62.33766233766234,4355.348153948602,43.92515379357484,88.79015721120984,6408.065618591935,9571.428571428572,89.56185567010309,61.34094151212553,890,36,2.3,6739.690721649485,23012,2210,440,0.5730337078651686,1888,Inner West,19869.97574012379,17027.035519438894,-10175.299626245913,-51.2
Baulkham Hills,SAL10233,16660.60320789154,67.39576213260425,4821.439635103979,27.939166097060838,86.1244019138756,7607.655502392345,10000.0,88.70442541408133,58.26870273134544,973,39,3.0,2740.885082816266,37415,2600,520,0.6166495375128469,2474,Hills District,26786.83125898034,25580.39699312587,-10126.228051088798,-37.8
Kirrawee,SAL12181,15690.264990625808,73.61585782638414,4885.163468595359,30.134996582365005,65.27682843472317,7840.054682159945,10000.0,90.42676944639103,41.1283728536386,995,39,2.5,3085.353889278206,11007,2600,500,0.6030150753768844,2070,Sutherland Shire,25764.296693725984,15690.264990625808,-10074.031703100176,-39.1
Bondi,SAL10462,18759.399671010626,80.99794941900204,5137.100676826374,26.384142173615857,90.70403280929597,9555.707450444292,8952.380952380954,33.87995836706372,64.1001353179973,1386,34,2.1,12040.013877645426,10411,3033,656,0.504995004995005,2546,Eastern Suburbs,28807.53771574804,24038.139102028028,-10048.138044737414,-34.9
Coogee (NSW),SAL11015,19184.599061833,88.03827751196172,5314.186392893458,26.700273410799724,92.95967190704032,9781.271360218729,9357.14285714286,84.20912646675359,67.00222630916659,1555,35,2.2,7631.812255541069,14634,3226,650,0.4787534009398961,2976,Eastern Suburbs,28807.53771574804,24038.139102028028,-9622.93865391504,-33.4
Burwood Heights,SAL10717,10551.583983451796,68.215994531784,4508.620434432824,41.72932330827068,80.17771701982228,6565.276828434723,10000.0,99.89380530973452,51.76470588235295,903,38,2.7,5017.699115044247,1134,2227,475,0.5691285458727319,2087,Inner West,19869.97574012379,17027.035519438894,-9318.391756671996,-46.9
Engadine,SAL11425,16499.35658170373,60.08202323991798,4704.290233032179,27.51196172248804,53.11004784688996,7252.22146274778,10000.0,84.60519902518278,34.17458756691795,946,39,2.9,1921.039805036556,17736,2600,500,0.6342494714587739,2303,Sutherland Shire,25764.296693725984,15690.264990625808,-9264.940112022254,-36.0
Avalon Beach,SAL10112,54426.770068187645,46.00136705399864,4887.620677757004,7.980177717019828,76.1449077238551,7840.054682159945,10000.0,85.07200527909323,48.5547201336675,995,46,2.8,2014.401055818648,10379,3250,700,0.7537688442211055,2481,Northern Beaches,63621.16451802923,48830.49623310633,-9194.394449841588,-14.5
Dulwich Hill,SAL11306,11501.408412547162,93.09637730690362,5065.808306819644,43.04511278195488,89.06356801093644,8954.203691045795,9357.14285714286,90.2827654460625,61.57641119779716,1157,38,2.2,6619.539092322918,14046,2500,470,0.498637058706203,2095,Inner West,19869.97574012379,17027.035519438894,-8368.56732757663,-42.1
Glenmore Park,SAL11674,11581.23052449757,87.96992481203007,4957.4870281061,41.806220095693774,56.25427204374572,8250.170881749827,9809.52380952381,87.85686391383882,36.12709317303564,1045,34,3.2,2571.3727827677635,25021,2400,480,0.5299963194700037,2526,Inner West,19869.97574012379,17027.035519438894,-8288.74521562622,-41.7
St Ives (NSW),SAL13654,59128.14546991148,55.16062884483938,5097.63020377303,7.6213260423786835,94.46343130553656,8523.581681476418,10000.0,81.44446625629233,68.30777757251062,1077,43,2.9,1288.8932512584656,18384,3467,688,0.742875508892222,2888,Upper North Shore,67287.43198882251,50594.342940409624,-8159.286518911038,-12.1
Box Hill (NSW),SAL10537,18752.785556969822,81.203007518797,5144.902984864354,26.43540669856461,85.91934381408065,9330.143540669857,9238.09523809524,70.40206663575546,58.16471929324594,1271,31,3.3,712.0619990726635,6450,3000,580,0.5446952732554621,2881,Hills District,26786.83125898034,25580.39699312587,-8034.045702010517,-30.0
Strathfield South,SAL13691,12581.837883445223,50.51264524948736,4373.15616741033,33.75768967874231,85.16746411483254,6117.566643882434,10000.0,82.23956674100032,57.39887352790578,870,38,2.8,1447.9133482000636,3636,2400,460,0.636604774535809,2045,Inner West,19869.97574012379,17027.035519438894,-7288.137856678568,-36.7
Eveleigh,SAL11474,9779.042679412089,57.27956254272044,4297.999547556643,42.95112781954887,82.98017771701981,6742.993848257007,8952.380952380954,80.747344461305,54.51977401129944,913,34,2.1,1149.4688922610014,606,2550,300,0.6445361867048613,1339,CBD & Inner City,17056.364298331853,14347.623734291474,-7277.321618919765,-42.7
Summer Hill (Inner West - NSW),SAL13702,12683.834964891768,93.16473000683528,5152.038514738043,39.61893369788106,95.42036910457963,9412.166780587831,9142.857142857143,93.65389410689052,69.25287356321839,1317,36,2.1,6057.684315518244,7288,2708,460,0.4745049938671806,2260,Inner West,19869.97574012379,17027.035519438894,-7186.140775232023,-36.2
West Pymble,SAL14267,60209.8576233026,58.09979494190021,5149.733072046374,7.552973342447018,96.78742310321256,8694.463431305538,10000.0,82.38543815832338,71.0594315245478,1107,41,3.2,1477.087631664676,5441,3467,800,0.7227433812799666,3503,Upper North Shore,67287.43198882251,50594.342940409624,-7077.574365519911,-10.5
North Strathfield,SAL13019,12793.684356062417,85.71428571428571,4984.596070661214,37.96138072453861,87.21804511278195,8304.853041695147,9809.52380952381,97.2919482525584,59.25266903914592,1049,34,2.7,4458.389650511682,4618,2500,495,0.5499743345310552,2333,Inner West,19869.97574012379,17027.035519438894,-7076.291384061375,-35.6
Macquarie Links,SAL12444,21221.813695352277,71.63362952836637,5020.851930534712,22.65892002734108,81.47641831852359,8284.347231715652,10000.0,74.0322368297316,52.77078085642317,1047,39,3.4,820.9671048919483,1455,2800,580,0.6171478950848578,3135,Lower North West,28288.173169494974,17442.923472494444,-7066.359474142697,-25.0
Croydon Park (NSW),SAL11136,12875.24445527931,31.510594668489407,4059.310240068254,30.528024606971968,77.71701982228298,5071.770334928229,10000.0,96.42689095400542,49.46875562758869,807,41,2.7,4285.378190801082,10929,2522,410,0.7211895910780669,1843,Inner West,19869.97574012379,17027.035519438894,-6994.731284844482,-35.2
Rose Bay (NSW),SAL13412,21870.657978330302,85.03075871496925,5308.904147535502,23.2740943267259,89.81544771018454,9583.04853041695,9571.428571428572,94.5854082681211,62.63492063492063,1398,40,2.3,3917.08165362422,9911,3250,630,0.5364806866952789,2539,Eastern Suburbs,28807.53771574804,24038.139102028028,-6936.8797374177375,-24.1
Bondi Junction,SAL10465,22008.097933743014,76.96514012303486,5142.944990832581,22.36842105263159,89.40533151059466,9398.496240601504,9142.857142857143,72.40155656443991,61.97202413603949,1307,35,2.1,9599.740572593348,10361,3100,660,0.5473485963156965,2379,Eastern Suburbs,28807.53771574804,24038.139102028028,-6799.439782005025,-23.6
