LGA_CODE_2021,separate_house,semi_attached,flat_apartment,other_dwelling,total_dwellings,pct_separate,pct_semi_attached,pct_apartment,pct_other,pct_low_density,pct_medium_density,pct_high_density,median_age,pct_age_55_plus,total_population,median_personal_income,median_household_income,median_family_income,tertiary_qualified,total_qualified,pct_tertiary,urban_proximity_score,subdivision_potential_score,high_subdivision_potential,luxury_apartment_demand_score,high_luxury_demand,downsizing_wave_score,high_downsizing_potential,transform_prob_5yr,transform_prob_10yr,transform_prob_15yr,redevelopment_readiness_score,readiness_percentile,readiness_category
LGA12900,3192,156,162,44,4012,79.56,3.89,4.04,1.1,79.56,3.89,4.04,42,36.22,9319,718,1259,1691,903,4172,21.64,45.84,76.97,False,55.42,False,76.28,False,40.98,65.16,79.44,65.18,46.36,High
LGA12930,27051,5995,18946,308,56469,47.9,10.62,33.55,0.55,47.9,10.62,33.55,38,29.56,152274,792,1991,2209,39441,83548,47.21,91.15,83.83,False,60.96,False,75.58,False,42.81,67.29,81.29,77.51,75.45,Very High
LGA12950,1482,42,51,22,1907,77.71,2.2,2.67,1.15,77.71,2.2,2.67,46,39.35,4295,632,1149,1384,364,1881,19.35,32.92,61.76,False,47.34,False,75.67,False,37.0,60.31,75.0,55.86,28.36,Medium
LGA13010,3347,158,76,34,4207,79.56,3.76,1.81,0.81,79.56,3.76,1.81,50,44.14,8931,528,934,1324,800,4274,18.72,44.6,75.7,False,41.42,False,72.07,False,38.27,61.9,76.48,60.0,37.64,Medium
LGA13310,10534,1036,355,94,13847,76.07,7.48,2.56,0.68,76.07,7.48,2.56,41,34.19,32053,749,1466,1939,3568,15754,22.65,68.5,87.4,True,67.27,False,81.42,True,44.94,69.68,83.31,77.09,73.64,Very High
LGA13340,3828,77,4,10,4481,85.43,1.72,0.09,0.22,85.43,1.72,0.09,44,36.98,11157,723,1420,1833,1199,5172,23.18,48.32,79.33,False,69.22,False,83.2,True,44.06,68.71,82.5,71.57,60.0,High
LGA13450,7785,428,928,85,10019,77.7,4.27,9.26,0.85,77.7,4.27,9.26,37,28.46,27086,837,1738,2006,2797,11610,24.09,65.84,86.34,True,68.16,False,80.63,False,44.78,69.5,83.16,76.27,71.82,Very High
LGA13550,4224,356,83,22,5336,79.16,6.67,1.56,0.41,79.16,6.67,1.56,37,31.17,12929,780,1557,2001,1163,5691,20.44,52.04,80.82,False,65.48,False,80.39,True,43.49,68.06,81.95,71.12,58.73,High
LGA13660,1821,27,9,23,2244,81.15,1.2,0.4,1.02,81.15,1.2,0.4,50,43.83,4910,541,1029,1308,432,2052,21.05,34.34,63.56,False,49.79,False,73.24,False,37.34,60.74,75.4,56.69,29.64,Medium
LGA13800,20015,2198,660,121,24485,81.74,8.98,2.7,0.49,81.74,8.98,2.7,39,29.45,67207,860,1980,2272,7963,33089,24.07,80.53,92.21,True,78.44,False,84.88,False,47.49,72.42,85.52,84.6,89.45,Very High
LGA13850,1037,80,12,3,1372,75.58,5.83,0.87,0.22,75.58,5.83,0.87,48,41.22,2882,700,1236,1622,191,1227,15.57,26.9,56.52,False,46.04,False,79.37,False,36.35,59.48,74.21,53.69,24.73,Medium
LGA13910,6742,448,137,56,8591,78.48,5.21,1.59,0.65,78.48,5.21,1.59,45,38.3,19254,657,1175,1552,1756,8405,20.89,59.82,83.93,False,52.72,False,75.47,False,41.74,66.06,80.22,69.19,54.36,High
LGA14000,35868,4292,11283,119,54684,65.59,7.85,20.63,0.22,65.59,7.85,20.63,41,30.42,151811,958,2417,2825,51938,89891,57.78,90.97,93.87,False,76.33,False,87.2,True,47.77,72.72,85.75,87.24,95.64,Very High
LGA14100,2891,731,1024,7,5144,56.2,14.21,19.91,0.14,56.2,14.21,19.91,46,36.53,13559,1210,2998,4116,4913,8221,59.76,52.74,73.21,False,78.29,True,90.19,False,45.05,69.8,83.41,74.63,68.18,High
LGA14170,21357,20072,31418,1084,82244,25.97,24.41,38.2,1.32,25.97,24.41,38.2,38,24.91,182818,1207,2340,3155,69720,115841,60.19,94.51,72.64,False,66.84,False,64.39,False,40.14,64.17,78.55,73.5,65.64,High
LGA14220,6007,476,63,50,7414,81.02,6.42,0.85,0.67,81.02,6.42,0.85,43,36.03,17853,619,1163,1445,1418,7856,18.05,58.76,83.5,False,46.34,False,72.69,False,40.45,64.54,78.88,66.56,49.64,High
LGA14300,1977,35,68,14,2368,83.49,1.48,2.87,0.59,83.49,1.48,2.87,41,32.95,6415,742,1398,1796,499,3304,15.1,38.94,68.41,False,50.61,False,78.45,True,39.08,62.89,77.39,60.58,38.55,High
LGA14350,10220,294,664,142,13104,77.99,2.24,5.07,1.08,77.99,2.24,5.07,48,41.8,30688,550,1085,1347,2565,14843,17.28,68.14,87.26,True,37.78,False,74.35,False,40.19,64.23,78.61,67.84,51.45,High
LGA14400,6555,1230,756,52,10317,63.54,11.92,7.33,0.5,63.54,11.92,7.33,48,42.51,23074,827,1834,2202,5646,13846,40.78,63.36,81.65,False,80.03,True,90.86,True,46.71,71.6,84.87,79.89,79.82,Very High
LGA14500,28718,1624,11365,121,45029,63.78,3.61,25.24,0.27,63.78,3.61,25.24,42,31.62,124076,1117,3038,3447,51603,74913,68.88,88.67,91.91,False,74.26,False,88.58,True,47.38,72.31,85.43,86.02,92.55,Very High
LGA14550,3553,14,95,59,4295,82.72,0.33,2.21,1.37,82.72,0.33,2.21,52,45.89,9359,520,983,1311,1047,4639,22.57,46.02,77.13,False,50.28,False,72.65,False,39.83,63.79,78.21,63.08,43.09,High
LGA14600,2067,42,58,9,2681,77.1,1.57,2.16,0.34,77.1,1.57,2.16,41,34.84,6094,644,1218,1576,445,2439,18.25,37.52,67.2,False,47.69,False,73.52,False,37.77,61.27,75.9,57.97,32.36,Medium
LGA14650,68750,7813,3589,406,86059,79.89,9.08,4.17,0.47,79.89,9.08,4.17,42,34.77,213845,759,1623,2050,32215,109134,29.52,95.93,98.37,True,75.51,False,85.0,True,48.12,73.09,86.04,88.82,97.82,Very High
LGA14700,5832,801,8750,19,16813,34.69,4.76,52.04,0.11,34.69,4.76,52.04,37,24.5,39438,1424,2801,3619,17001,25720,66.1,72.57,68.85,False,68.51,False,68.52,False,40.24,64.29,78.66,69.43,54.91,High
LGA14750,3451,113,324,50,4296,80.33,2.63,7.54,1.16,80.33,2.63,7.54,38,30.64,11452,745,1417,1815,959,4688,20.46,49.2,79.68,False,55.91,False,76.73,True,41.58,65.87,80.06,66.9,50.18,High
LGA14850,14325,1703,816,268,18477,77.53,9.22,4.42,1.45,77.53,9.22,4.42,44,35.81,44334,685,1319,1719,7428,23240,31.96,75.22,90.09,True,67.58,False,78.66,False,45.08,69.84,83.44,78.63,77.64,Very High
LGA14870,7455,643,133,64,9585,77.78,6.71,1.39,0.67,77.78,6.71,1.39,46,39.67,20842,632,1196,1658,1969,10080,19.53,61.06,84.42,True,50.79,False,77.58,False,41.85,66.18,80.33,69.63,55.45,High
LGA14900,50658,7098,11301,38,73866,68.58,9.61,15.3,0.05,68.58,9.61,15.3,34,22.34,233446,694,1819,2001,33741,99914,33.77,97.17,98.06,False,70.08,True,75.2,False,46.26,71.12,84.48,85.17,90.64,Very High
LGA14920,2719,66,34,13,3306,82.24,2.0,1.03,0.39,82.24,2.0,1.03,47,39.74,7551,620,1165,1479,551,3355,16.42,41.95,71.88,False,43.78,False,76.48,False,38.51,62.18,76.75,60.02,37.82,High
LGA14950,1158,8,17,5,1332,86.94,0.6,1.28,0.38,86.94,0.6,1.28,46,39.98,3319,639,1295,1636,280,1496,18.72,28.32,57.97,False,53.22,False,81.71,False,37.97,61.52,76.13,56.79,30.18,Medium
LGA15050,28499,3138,752,214,34397,82.85,9.12,2.19,0.62,82.85,9.12,2.19,36,26.54,90226,802,1766,2088,10537,42308,24.91,84.07,93.63,True,76.96,False,79.4,False,46.88,71.79,85.01,83.99,87.82,Very High
LGA15240,32628,3480,2758,662,47366,68.88,7.35,5.82,1.4,68.88,7.35,5.82,54,49.17,96579,564,1060,1341,9912,48181,20.57,85.13,93.41,False,43.72,False,73.29,False,41.93,66.28,80.42,74.3,67.64,High
LGA15270,8811,609,84,110,11339,77.71,5.37,0.74,0.97,77.71,5.37,0.74,42,34.28,25713,703,1486,1966,2649,12460,21.26,64.96,85.98,True,67.23,False,82.23,True,44.8,69.53,83.18,76.15,71.09,Very High
LGA15300,3433,443,77,47,4953,69.31,8.94,1.55,0.95,69.31,8.94,1.55,38,30.15,12751,816,1524,1919,1125,6071,18.53,51.33,80.14,False,60.79,False,78.54,True,42.53,66.97,81.02,69.14,53.82,High
LGA15350,4028,1389,6001,96,13019,30.94,10.67,46.09,0.74,30.94,10.67,46.09,45,35.04,28329,1487,2892,4502,12436,18400,67.59,66.19,64.16,False,69.01,False,77.66,False,40.7,64.83,79.14,69.15,54.0,High
LGA15520,4337,406,34,62,5803,74.74,7.0,0.59,1.07,74.74,7.0,0.59,49,43.52,12850,653,1260,1593,1274,5826,21.87,51.68,80.67,False,59.67,False,80.22,False,42.69,67.16,81.18,69.51,55.27,High
LGA15560,1210,19,44,10,1489,81.26,1.28,2.96,0.67,81.26,1.28,2.96,45,38.17,3353,782,1401,1790,284,1448,19.61,28.5,58.11,False,58.48,False,83.91,True,39.03,62.82,77.33,58.73,35.27,Medium
LGA15650,5292,595,58,33,6802,77.8,8.75,0.85,0.49,77.8,8.75,0.85,37,27.06,16357,769,1628,2019,1071,7201,14.87,56.46,82.58,False,58.02,False,77.45,False,42.45,66.88,80.94,69.93,56.0,High
LGA15700,7117,524,393,166,9156,77.73,5.72,4.29,1.81,77.73,5.72,4.29,52,47.04,20407,525,976,1309,2183,10024,21.78,60.53,84.21,True,46.71,False,72.47,False,40.59,64.71,79.04,67.16,50.73,High
LGA15750,4114,384,31,33,5291,77.75,7.26,0.59,0.62,77.75,7.26,0.59,40,33.59,12703,778,1498,1944,1060,5493,19.3,50.97,80.39,False,63.14,False,81.83,True,43.3,67.85,81.77,70.55,58.0,High
LGA15800,2014,44,53,14,2460,81.87,1.79,2.15,0.57,81.87,1.79,2.15,44,37.73,5698,651,1184,1524,461,2364,19.5,36.19,65.87,False,49.25,False,75.14,False,37.97,61.52,76.13,58.1,33.09,Medium
LGA15850,2072,85,42,10,2534,81.77,3.35,1.66,0.39,81.77,3.35,1.66,41,35.03,6360,717,1308,1721,531,2801,18.96,38.76,68.22,False,53.86,False,77.08,False,39.3,63.16,77.64,60.95,39.27,High
LGA15900,45617,10724,9410,244,71658,63.66,14.97,13.13,0.34,63.66,14.97,13.13,37,28.38,168873,852,1760,2264,37634,92126,40.85,92.92,93.55,False,73.27,True,78.42,False,46.31,71.17,84.52,84.57,89.27,Very High
LGA15950,3593,4121,24535,75,37603,9.56,10.96,65.25,0.2,9.56,10.96,65.25,38,27.45,68950,1593,2524,3743,32974,49880,66.11,81.42,58.03,False,68.39,False,60.54,False,37.14,60.48,75.16,65.93,48.36,High
LGA15990,54040,8299,31478,388,102024,52.97,8.13,30.85,0.38,52.97,8.13,30.85,41,30.52,263554,1109,2592,3131,77996,153496,50.81,97.88,89.42,False,65.54,False,82.32,False,45.17,69.94,83.52,83.37,86.82,Very High
LGA16100,1914,82,26,9,2506,76.38,3.27,1.04,0.36,76.38,3.27,1.04,47,39.73,5580,759,1441,1869,596,2809,21.22,35.93,65.53,False,65.23,False,86.35,True,41.59,65.88,80.07,64.74,44.91,High
LGA16150,13966,1556,557,54,17655,79.11,8.81,3.15,0.31,79.11,8.81,3.15,37,28.93,43512,842,1665,2133,6856,21278,32.22,74.87,89.95,True,78.76,True,80.12,False,46.6,71.48,84.77,81.68,83.64,Very High
LGA16200,4842,191,292,38,6178,78.37,3.09,4.73,0.62,78.37,3.09,4.73,41,34.09,14361,700,1336,1790,1275,6223,20.49,53.98,81.59,False,56.09,False,77.79,False,42.07,66.45,80.56,68.74,52.91,High
LGA16260,35872,12253,43561,189,102443,35.02,11.96,42.52,0.18,35.02,11.96,42.52,35,22.2,256729,908,2051,2298,81078,152439,53.19,97.7,79.09,False,62.75,False,63.44,False,40.62,64.74,79.06,74.81,68.55,High
LGA16350,57474,8934,6712,179,77368,74.29,11.55,8.68,0.23,74.29,11.55,8.68,35,23.72,217664,866,1903,2188,27499,99891,27.53,96.28,98.51,True,74.66,False,78.52,False,47.28,72.21,85.35,87.1,95.09,Very High
LGA16380,26385,4645,3343,374,38174,69.12,12.17,8.76,0.98,69.12,12.17,8.76,49,43.05,86762,647,1263,1576,12023,44734,26.88,83.54,92.91,False,57.26,False,80.08,False,44.44,69.13,82.85,78.92,78.18,Very High
LGA16400,23362,3911,1038,452,34100,68.51,11.47,3.04,1.33,68.51,11.47,3.04,47,40.19,75276,671,1372,1714,8359,37361,22.37,81.95,91.93,False,63.08,False,84.07,False,45.49,70.29,83.81,80.76,82.0,Very High
LGA16490,17078,3262,2661,61,25291,67.53,12.9,10.52,0.24,67.53,12.9,10.52,38,26.18,63304,1159,2295,2801,13339,33644,39.65,80.0,90.59,False,81.92,True,83.32,False,47.46,72.39,85.5,84.49,89.09,Very High
LGA16550,13790,8601,28527,443,57369,24.04,14.99,49.73,0.77,24.04,14.99,49.73,37,26.09,134252,1121,2305,3009,45062,82807,54.42,89.73,69.63,False,65.6,False,64.64,False,39.46,63.35,77.82,71.4,59.45,High
LGA16610,7455,819,326,197,9675,77.05,8.47,3.37,2.04,77.05,8.47,3.37,46,39.26,23565,609,1137,1431,1797,10482,17.14,63.54,85.42,True,41.13,False,75.21,False,40.43,64.51,78.86,67.42,51.27,High
LGA16700,20016,6956,21854,124,53917,37.12,12.9,40.53,0.23,37.12,12.9,40.53,37,25.89,129123,967,2098,2519,44468,79402,56.0,89.38,76.96,False,64.52,False,68.72,False,41.18,65.4,79.65,74.27,67.45,High
LGA16900,21963,3931,1300,312,28891,76.02,13.61,4.5,1.08,76.02,13.61,4.5,39,31.01,76271,729,1647,1977,8020,36368,22.05,82.3,92.92,True,68.18,False,81.72,True,45.99,70.83,84.25,81.81,84.18,Very High
LGA16950,37225,3469,865,852,55463,67.12,6.25,1.56,1.54,67.12,6.25,1.56,48,42.86,108531,634,1250,1537,13959,56419,24.74,86.73,93.05,False,61.83,False,78.43,False,44.83,69.56,83.21,80.33,81.09,Very High
LGA17000,7479,615,231,94,9255,80.81,6.65,2.5,1.02,80.81,6.65,2.5,37,26.94,24577,819,2016,2315,2192,11551,18.98,63.72,85.49,True,69.38,False,82.9,False,45.07,69.83,83.43,76.46,72.55,Very High
LGA17040,6995,385,551,60,10589,66.06,3.64,5.2,0.57,66.06,3.64,5.2,43,34.43,21666,835,1593,2092,3350,11649,28.76,61.95,82.53,False,73.55,False,82.6,True,45.06,69.82,83.42,76.19,71.36,Very High
LGA17080,5188,359,58,35,6481,80.05,5.54,0.89,0.54,80.05,5.54,0.89,45,38.07,14891,685,1306,1683,1415,6771,20.9,55.04,82.02,False,59.09,False,80.02,False,42.83,67.31,81.31,70.39,57.82,High
LGA17100,5388,832,9366,93,17495,30.8,4.76,53.54,0.53,30.8,4.76,53.54,33,21.73,45593,869,2105,2301,14810,27686,53.49,75.4,67.76,False,63.81,False,61.9,False,38.5,62.18,76.74,66.84,50.0,High
LGA17150,50676,11559,20656,285,88647,57.17,13.04,23.3,0.32,57.17,13.04,23.3,41,31.19,230211,1018,2288,2758,50479,127369,39.63,96.99,91.46,False,68.93,False,83.75,False,46.09,70.94,84.33,85.01,90.36,Very High
LGA17200,2081,17935,76760,541,116478,1.79,15.4,65.9,0.46,1.79,15.4,65.9,34,18.12,211632,1241,2212,3057,89391,155510,57.48,95.75,59.32,False,65.79,False,46.6,False,35.0,57.75,72.54,65.04,46.0,High
LGA17310,20808,2157,419,127,25914,80.3,8.32,1.62,0.49,80.3,8.32,1.62,39,31.98,63070,755,1416,1821,7154,29249,24.46,79.82,91.93,True,68.96,False,78.02,True,45.47,70.27,83.79,80.29,80.91,Very High
LGA17350,2203,140,13,32,2766,79.65,5.06,0.47,1.16,79.65,5.06,0.47,47,41.6,6034,656,1203,1623,557,2608,21.36,37.35,67.01,False,56.17,False,78.18,False,39.55,63.46,77.91,61.16,40.18,High
LGA17400,2724,24,66,37,3591,75.86,0.67,1.84,1.03,75.86,0.67,1.84,55,50.32,6810,490,885,1206,661,3228,20.48,40.35,69.76,False,44.89,False,71.7,False,37.6,61.06,75.7,58.15,33.27,Medium
LGA17420,48537,5313,5836,13,62824,77.26,8.46,9.29,0.02,77.26,8.46,9.29,38,25.75,191876,1033,2831,2990,58235,106451,54.71,94.87,97.95,True,87.55,True,84.95,False,49.44,74.44,87.07,91.48,99.82,Very High
LGA17550,24836,7107,4828,716,41496,59.85,17.13,11.63,1.73,59.85,17.13,11.63,47,41.01,97392,658,1296,1663,13993,50312,27.81,85.31,88.32,False,56.96,False,77.44,False,43.3,67.85,81.77,77.16,74.36,Very High
LGA17620,4988,385,44,65,6355,78.49,6.06,0.69,1.02,78.49,6.06,0.69,42,34.65,14229,751,1429,1914,1362,6542,20.82,53.63,81.45,False,64.25,False,81.06,True,43.52,68.1,81.98,71.49,59.73,High
LGA17640,3138,60,13,19,4226,74.25,1.42,0.31,0.45,74.25,1.42,0.31,49,42.69,8514,753,1465,1906,1094,4282,25.55,43.54,74.44,False,72.68,False,87.15,True,44.17,68.84,82.6,71.0,58.36,High
