LGA_CODE_2021,separate_house,semi_attached,flat_apartment,other_dwelling,total_dwellings,pct_separate,pct_semi_attached,pct_apartment,pct_other,pct_low_density,pct_medium_density,pct_high_density,median_age,pct_age_55_plus,total_population,median_personal_income,median_household_income,median_family_income,tertiary_qualified,total_qualified,pct_tertiary,urban_proximity_score,subdivision_potential_score,high_subdivision_potential,luxury_apartment_demand_score,high_luxury_demand,downsizing_wave_score,high_downsizing_potential,transform_prob_5yr,transform_prob_10yr,transform_prob_15yr,redevelopment_readiness_score,readiness_percentile,readiness_category
LGA27450,52325,2919,313,216,59475,87.98,4.91,0.53,0.36,87.98,4.91,0.53,40,30.66,156068,808,1881,2203,26120,80367,32.5,91.5,96.6,True,85.16,True,85.03,True,48.97,73.96,86.71,89.83,98.91,Very High
LGA51310,7619,1202,1540,0,11246,67.75,10.69,13.69,0.0,67.75,10.69,13.69,41,30.46,28876,1222,2964,3898,11627,17620,65.99,66.9,85.47,False,85.07,True,88.96,True,47.69,72.64,85.69,82.53,85.82,Very High
LGA20910,23722,8612,5317,253,41805,56.74,20.6,12.72,0.61,56.74,20.6,12.72,45,35.02,101306,1098,2487,3361,35619,59043,60.33,86.02,86.83,False,84.74,True,88.17,False,47.77,72.72,85.75,86.48,93.82,Very High
LGA24410,37499,3734,1711,23,45711,82.03,8.17,3.74,0.05,82.03,8.17,3.74,39,29.41,115043,851,1867,2306,26395,61320,43.04,87.26,94.9,True,84.71,True,83.54,False,48.48,73.46,86.33,87.98,96.91,Very High
LGA23110,23967,8236,2350,69,37798,63.41,21.79,6.22,0.18,63.41,21.79,6.22,39,28.23,91322,913,1972,2453,22176,47436,46.75,84.42,90.0,False,84.43,True,80.73,False,47.36,72.29,85.41,85.17,90.64,Very High
LGA50980,3992,701,124,258,6015,66.37,11.65,2.06,4.29,66.37,11.65,2.06,34,18.57,16959,1078,2091,2428,2460,8716,28.22,57.52,80.93,False,84.25,True,73.72,False,45.02,69.77,83.38,75.28,70.0,Very High
LGA54200,19923,1048,86,165,22627,88.05,4.63,0.38,0.73,88.05,4.63,0.38,40,31.19,58762,835,1866,2215,9037,29184,30.97,79.12,91.65,True,84.2,True,85.24,True,48.12,73.08,86.03,85.68,91.45,Very High
LGA63610,14002,745,234,86,16770,83.49,4.44,1.4,0.51,83.49,4.44,1.4,41,32.86,40082,796,1667,2025,10219,22451,45.52,72.92,89.17,True,84.17,True,84.1,True,47.59,72.53,85.61,83.4,87.09,Very High
LGA10900,28125,1339,943,47,34093,82.49,3.93,2.77,0.14,82.49,3.93,2.77,45,36.79,78121,817,1756,2235,20359,45722,44.53,82.65,93.06,True,84.16,True,89.41,True,48.81,73.8,86.59,87.84,96.73,Very High
LGA44340,19832,2806,2365,51,26624,74.49,10.54,8.88,0.19,74.49,10.54,8.88,42,33.26,67617,891,1996,2518,21447,38791,55.29,80.88,92.35,True,83.93,True,88.85,True,48.61,73.59,86.43,87.08,94.91,Very High
LGA44550,13649,681,70,77,15498,88.07,4.39,0.45,0.5,88.07,4.39,0.45,39,29.81,39217,828,1753,2114,6835,20243,33.76,72.21,88.88,True,83.82,True,82.38,False,47.3,72.23,85.37,82.66,86.0,Very High
LGA58760,65649,5066,302,184,75811,86.6,6.68,0.4,0.24,86.6,6.68,0.4,35,22.46,209111,817,1894,2148,27076,97322,27.82,95.58,98.23,True,83.25,True,77.1,False,48.08,73.04,86.0,88.67,97.64,Very High
LGA48260,2089,682,393,12,3518,59.38,19.39,11.17,0.34,59.38,19.39,11.17,45,37.09,8023,1001,2052,2762,2871,4820,59.56,42.83,67.11,False,83.13,True,88.82,False,44.47,69.16,82.88,71.69,60.82,High
LGA52170,2058,364,581,0,3472,59.27,10.48,16.73,0.0,59.27,10.48,16.73,44,35.92,7970,1447,3303,4597,3505,5167,67.83,42.65,66.87,False,82.96,True,91.22,False,44.71,69.43,83.09,72.14,62.18,High
LGA21450,36059,3028,340,140,41728,86.41,7.26,0.81,0.34,86.41,7.26,0.81,34,22.42,118194,831,1874,2097,16175,56624,28.57,87.61,95.04,True,82.96,True,76.63,False,47.49,72.43,85.52,85.93,92.18,Very High
LGA53150,1926,548,424,9,3214,59.93,17.05,13.19,0.28,59.93,17.05,13.19,44,34.38,7819,1075,2288,3178,2703,4705,57.45,42.48,66.88,False,82.94,True,88.13,False,44.32,69.0,82.74,71.33,59.27,High
LGA27070,65609,8132,2156,20,80108,81.9,10.15,2.69,0.02,81.9,10.15,2.69,35,22.73,229396,737,1768,1970,37742,105361,35.82,96.81,98.72,True,82.75,True,75.72,False,47.94,72.89,85.89,88.6,97.45,Very High
LGA50210,29258,2807,219,231,34874,83.9,8.05,0.63,0.66,83.9,8.05,0.63,35,21.91,94184,815,1774,2061,13569,44561,30.45,84.6,93.84,True,82.55,True,74.95,False,47.05,71.97,85.16,84.45,88.91,Very High
LGA51820,35391,5041,2832,212,46732,75.73,10.79,6.06,0.45,75.73,10.79,6.06,37,24.43,118091,920,1995,2344,21999,61177,35.96,87.43,94.97,True,82.42,True,79.97,False,47.81,72.76,85.78,86.57,94.36,Very High
LGA16490,17078,3262,2661,61,25291,67.53,12.9,10.52,0.24,67.53,12.9,10.52,38,26.18,63304,1159,2295,2801,13339,33644,39.65,80.0,90.59,False,81.92,True,83.32,False,47.46,72.39,85.5,84.49,89.09,Very High
LGA18350,18252,1288,464,146,22436,81.35,5.74,2.07,0.65,81.35,5.74,2.07,48,41.61,52709,794,1673,2096,10841,29558,36.68,76.99,90.8,True,81.76,True,91.35,True,48.41,73.39,86.27,85.92,92.0,Very High
LGA25150,12518,829,85,58,14807,84.54,5.6,0.57,0.39,84.54,5.6,0.57,39,29.3,37632,802,1785,2127,5109,18154,28.14,71.15,88.46,True,81.56,True,82.5,False,46.98,71.89,85.1,81.78,83.91,Very High
LGA24210,32131,7437,4958,11,48744,65.92,15.26,10.17,0.02,65.92,15.26,10.17,43,35.04,124700,756,1920,2252,37125,68630,54.09,88.85,93.21,False,81.53,True,88.3,True,48.41,73.38,86.27,88.19,97.09,Very High
LGA50350,4987,1061,283,5,6895,72.33,15.39,4.1,0.07,72.33,15.39,4.1,40,29.81,15932,872,1738,2278,3267,8444,38.69,55.93,82.37,False,81.0,True,81.98,False,45.87,70.7,84.14,76.64,72.73,Very High
LGA26980,40779,15216,7018,29,69511,58.67,21.89,10.1,0.04,58.67,21.89,10.1,39,29.57,169346,778,1841,2300,53721,97578,55.05,93.27,90.83,False,80.48,True,78.45,False,46.75,71.64,84.9,85.64,91.27,Very High
LGA53780,37916,3746,801,176,45398,83.52,8.25,1.76,0.39,83.52,8.25,1.76,36,23.86,126376,727,1656,1930,19115,57919,33.0,89.2,95.68,True,80.21,True,74.94,False,47.07,71.98,85.17,85.33,90.91,Very High
LGA23270,66487,6828,2242,123,80257,82.84,8.51,2.79,0.15,82.84,8.51,2.79,33,21.05,243901,665,1703,1852,34681,104702,33.12,97.52,99.01,True,80.17,True,72.87,False,47.34,72.27,85.4,87.47,96.0,Very High
LGA14400,6555,1230,756,52,10317,63.54,11.92,7.33,0.5,63.54,11.92,7.33,48,42.51,23074,827,1834,2202,5646,13846,40.78,63.36,81.65,False,80.03,True,90.86,True,46.71,71.6,84.87,79.89,79.82,Very High
LGA57910,52380,28890,8917,63,98405,53.23,29.36,9.06,0.06,53.23,29.36,9.06,38,27.77,226369,912,1786,2332,58904,127047,46.36,96.46,89.0,False,79.11,True,73.84,False,45.73,70.54,84.01,84.23,88.36,Very High
LGA57840,8709,6163,2787,4,20090,43.35,30.68,13.87,0.02,43.35,30.68,13.87,39,31.48,43405,1010,2004,2761,14835,26957,55.03,74.69,74.65,False,79.01,True,75.81,False,43.58,68.16,82.04,76.04,70.82,Very High
LGA46510,5718,1644,1253,14,9258,61.76,17.76,13.53,0.15,61.76,17.76,13.53,37,27.2,22272,964,2005,2488,6777,12684,53.43,62.65,80.35,False,78.85,True,79.47,False,44.97,69.72,83.33,76.22,71.64,Very High
LGA16150,13966,1556,557,54,17655,79.11,8.81,3.15,0.31,79.11,8.81,3.15,37,28.93,43512,842,1665,2133,6856,21278,32.22,74.87,89.95,True,78.76,True,80.12,False,46.6,71.48,84.77,81.68,83.64,Very High
LGA36250,49276,6680,2559,170,63200,77.97,10.57,4.05,0.27,77.97,10.57,4.05,43,34.64,159222,786,1767,2131,23511,81214,28.95,92.21,96.88,True,78.45,True,87.58,True,48.53,73.51,86.37,89.01,98.18,Very High
LGA14100,2891,731,1024,7,5144,56.2,14.21,19.91,0.14,56.2,14.21,19.91,46,36.53,13559,1210,2998,4116,4913,8221,59.76,52.74,73.21,False,78.29,True,90.19,False,45.05,69.8,83.41,74.63,68.18,High
LGA89399,106433,28921,32669,168,180389,59.0,16.03,18.11,0.09,59.0,16.03,18.11,35,23.68,453890,1204,2373,2872,144448,264899,54.53,99.47,93.5,False,77.93,True,77.53,False,46.76,71.65,84.91,86.81,94.55,Very High
LGA24970,46139,10558,10187,30,73895,62.44,14.29,13.79,0.04,62.44,14.29,13.79,38,28.72,190397,754,1901,2223,58534,108717,53.84,94.69,93.56,False,77.54,True,80.22,False,47.04,71.95,85.15,86.45,93.64,Very High
LGA50420,19872,5399,2750,9,31133,63.83,17.34,8.83,0.03,63.83,17.34,8.83,38,28.68,69283,869,1739,2228,16225,37944,42.76,81.59,89.11,False,77.39,True,78.31,False,46.08,70.93,84.32,81.98,85.09,Very High
LGA11500,44903,8701,3674,16,60258,74.52,14.44,6.1,0.03,74.52,14.44,6.1,35,24.33,176519,738,1700,1927,26560,79548,33.39,94.16,97.66,True,77.11,True,76.05,False,47.14,72.06,85.23,86.42,93.36,Very High
LGA54830,14566,552,529,9,16910,86.14,3.26,3.13,0.05,86.14,3.26,3.13,33,18.7,45867,812,1716,1996,5746,20817,27.6,75.75,90.3,True,77.05,True,70.63,False,45.29,70.07,83.63,79.16,78.73,Very High
LGA53430,7871,2932,2154,160,14825,53.09,19.78,14.53,1.08,53.09,19.78,14.53,42,33.76,31930,969,1887,2591,10201,19746,51.66,68.32,77.67,False,75.9,True,81.02,False,44.35,69.03,82.77,76.19,71.36,Very High
LGA23430,35855,15576,9155,306,65671,54.6,23.72,13.94,0.47,54.6,23.72,13.94,41,30.69,158129,878,1914,2406,37969,84692,44.83,91.68,87.87,False,75.71,True,78.99,False,45.76,70.58,84.04,83.37,86.82,Very High
LGA21890,33636,16180,9283,341,65929,51.02,24.54,14.08,0.52,51.02,24.54,14.08,37,25.04,148570,879,1829,2369,44992,84397,53.31,90.44,85.33,False,75.64,True,70.48,False,44.28,68.95,82.7,80.22,80.55,Very High
LGA37010,56674,7654,4905,467,77897,72.76,9.83,6.3,0.6,72.76,9.83,6.3,36,25.94,192768,864,1701,2082,26993,93823,28.77,95.04,98.02,True,74.74,True,77.71,False,47.12,72.03,85.21,86.53,94.18,Very High
LGA25250,36218,18715,12575,295,75471,47.99,24.8,16.66,0.39,47.99,24.8,16.66,35,22.56,171357,921,1943,2403,52418,98711,53.1,93.45,84.8,False,74.73,True,68.24,False,43.79,68.4,82.24,79.87,79.64,Very High
LGA62810,14780,2451,4040,109,23770,62.18,10.31,17.0,0.46,62.18,10.31,17.0,37,29.6,55077,886,1842,2324,20186,35503,56.86,78.23,86.82,False,74.02,True,80.04,False,45.51,70.3,83.82,80.21,80.36,Very High
LGA15900,45617,10724,9410,244,71658,63.66,14.97,13.13,0.34,63.66,14.97,13.13,37,28.38,168873,852,1760,2264,37634,92126,40.85,92.92,93.55,False,73.27,True,78.42,False,46.31,71.17,84.52,84.57,89.27,Very High
LGA45290,8222,4676,2971,49,17528,46.91,26.68,16.95,0.28,46.91,26.68,16.95,41,33.12,37487,878,1664,2338,12554,22228,56.48,70.8,75.13,False,70.91,True,74.36,False,42.43,66.86,80.92,73.02,64.09,High
LGA14900,50658,7098,11301,38,73866,68.58,9.61,15.3,0.05,68.58,9.61,15.3,34,22.34,233446,694,1819,2001,33741,99914,33.77,97.17,98.06,False,70.08,True,75.2,False,46.26,71.12,84.48,85.17,90.64,Very High
LGA58510,8361,3731,3257,6,17142,48.77,21.77,19.0,0.04,48.77,21.77,19.0,36,24.87,36889,987,1844,2473,10551,22798,46.28,70.27,75.98,False,69.79,True,69.67,False,41.83,66.16,80.31,71.71,61.09,High
LGA18450,55191,9827,14928,565,86119,64.09,11.41,17.33,0.66,64.09,11.41,17.33,39,30.78,214564,754,1682,2151,40088,112187,35.73,96.11,95.07,False,66.25,True,79.75,True,45.87,70.7,84.14,84.24,88.55,Very High
LGA33430,129925,47182,49719,1358,255704,50.81,18.45,19.44,0.53,50.81,18.45,19.44,39,29.46,625087,787,1691,2010,105638,332536,31.77,99.82,88.96,False,62.78,True,72.9,False,43.57,68.16,82.03,80.57,81.64,Very High
